Gene = Smg9
index = 990
Annotated 5SS: [  273  3929  5983  6334  6514  8015 15432 16976 17388 20502 21065 21323
 21646]
Annotated 3SS: [ 3772  5907  6068  6415  7901 15319 16879 17301 20394 20956 21193 21500
 22680]
SMsplice 5SS: [  273  3929  5983  6205  6514  8015 15432 16976 17388 20502 21065 21323
 21646]
SMsplice 3SS: [ 3772  5907  6068  6415  7901 15319 16879 17301 20394 20967 21193 21500
 22221]
top_k =  100
Partition function (log Z): 11.64429258961621

Sorted 5' Splice Sites (High to Low Probability):
Position 6514: 1.0000000000000024
Position 15432: 1.000000000000002
Position 21323: 0.9969684315287898
Position 5983: 0.9949927463836874
Position 3929: 0.9892650055718741
Position 16976: 0.9837321253332078
Position 17388: 0.9736379722241526
Position 273: 0.9479437223026268
Position 21065: 0.8857558309836785
Position 20502: 0.7736689153344266
Position 8015: 0.6508891081823597
Position 21646: 0.6311251970806344
Position 6205: 0.444249336912844
Position 14043: 0.42224589364884946
Position 6334: 0.4059313598702574
Position 20478: 0.19641569528938368
Position 6154: 0.17027299463079743
Position 1548: 0.15036827755957405
Position 449: 0.14030416039871668
Position 4686: 0.12175983691517582
Position 7832: 0.10912487325865924
Position 18054: 0.03880257514934866
Position 10584: 0.03868891016870818
Position 3426: 0.0377965552309545
Position 5444: 0.03577785265225268
Position 17956: 0.032918680141553976
Position 7413: 0.03093297938948342
Position 21590: 0.029682868335556934
Position 1197: 0.025168283758165638
Position 5103: 0.023868591451135054
Position 5667: 0.02260583451190134
Position 19769: 0.02203668230241173
Position 7824: 0.02065712768351087
Position 503: 0.019829721488155882
Position 7828: 0.016210814267890648
Position 779: 0.01188421840915354
Position 17664: 0.0072296518415503296
Position 970: 0.007155612277288003
Position 183: 0.004411365731461026
Position 419: 6.0819276321257266e-05
Position 603: 4.63750917146391e-05
Position 380: 1.4120612671900714e-05
Position 618: 9.590549309815073e-06
Position 124: 5.915922430562025e-06
Position 154: 5.092008905817323e-06
Position 49: 3.132633031825072e-06
Position 438: 3.112288995853283e-06
Position 103: 1.1475369861494955e-06
Position 32: 8.517399862851777e-07
Position 222: 2.8417777151435394e-07
Position 54: 1.4453584280720784e-07
Position 189: 1.3429282985791492e-07
Position 39: 5.84370313141026e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15319: 1.0000000000000024
Position 6415: 0.9966513088505715
Position 3772: 0.9892650055718744
Position 16879: 0.9837321253332078
Position 20394: 0.9700846106238095
Position 6068: 0.9492362209358252
Position 5907: 0.9260480253913258
Position 20967: 0.692171179157482
Position 7901: 0.6505137340348238
Position 17301: 0.4859408279078632
Position 21500: 0.47421665139053515
Position 21193: 0.4297968999309036
Position 13838: 0.42224589364884924
Position 21229: 0.3568426396686398
Position 21434: 0.34521035863527794
Position 22221: 0.3436353930795646
Position 17279: 0.2508510094197833
Position 23006: 0.23690759912093368
Position 21161: 0.1416348140078177
Position 7712: 0.13462883728075292
Position 379: 0.11882136673904642
Position 17255: 0.11727656827806543
Position 20850: 0.11578122108025707
Position 1417: 0.11559306505387255
Position 17231: 0.09206264504846987
Position 4586: 0.08599661987556122
Position 20956: 0.0782242238537149
Position 17875: 0.07172125529090259
Position 22666: 0.06978902982068505
Position 6245: 0.04893415090966431
Position 21213: 0.04803103381931335
Position 5753: 0.045953303713893154
Position 21419: 0.04568653857852389
Position 22680: 0.04424235116189937
Position 21750: 0.043229391731636715
Position 3249: 0.0377965552309545
Position 5325: 0.036379198660150776
Position 22458: 0.035915746136230206
Position 10484: 0.02665575161166027
Position 17310: 0.02605353533542002
Position 1464: 0.024651936540978716
Position 5789: 0.023492927760835752
Position 19703: 0.02203668230241173
Position 5521: 0.022004488504003265
Position 4572: 0.021245323571698033
Position 703: 0.018387029137444787
Position 7198: 0.01785856090930902
Position 21154: 0.017035517659533105
Position 5020: 0.014066908688466889
Position 894: 0.01288291043219066
Position 21545: 0.012862998911637447
Position 10383: 0.01203315855704791
Position 7632: 0.011739352076844083
Position 4949: 0.009801682762668166
Position 21825: 0.009112006849266767
Position 4531: 0.008954629469903663
Position 7268: 0.007886705549702762
Position 6204: 0.006590340782382964
Position 6287: 0.006552909765342605
Position 1351: 0.00571948984208763
Position 4598: 0.00556326399801303
Position 7214: 0.004822249178774105
Position 6077: 0.003888273008652536
Position 1035: 0.0038042135761362614
Position 17578: 0.003517782997996052
Position 17492: 0.003433525386827463
Position 21141: 0.003206733334807343
Position 1112: 0.002800983519130389
Position 6429: 0.0027553358030840843
Position 6254: 0.0021793447412226355
Position 1391: 0.0019251555025288287
Position 1398: 0.0015522754314982385
Position 6074: 0.0013845937560880285
Position 1323: 0.000926355188608046
Position 6088: 0.0007843851822692382
Position 6350: 0.0005769252829520418
Position 17207: 0.0004860590213304482
Position 17128: 0.00047436914631887063
Position 6093: 0.0004019618500854993
Position 7337: 0.0003654637516975358
Position 17358: 0.0002819888629308884
Position 17459: 0.00027834345672681464
Position 17077: 0.00021096920397067496
Position 1115: 4.929748508298452e-05
Position 844: 4.389549054522062e-05
Position 353: 2.8071549317952453e-05
Position 896: 1.7693831090197087e-05
Position 6448: 1.6430063394079557e-05
Position 916: 1.2401709410740493e-05
