Gene = Sbds
index = 945
Annotated 5SS: [ 321 1592 4717 7245]
Annotated 3SS: [1461 4515 7079 9068]
SMsplice 5SS: [ 321 1592 4717 7245 8553]
SMsplice 3SS: [1461 4515 7079 8406 9068]
top_k =  100
Partition function (log Z): -1.9728721908013984

Sorted 5' Splice Sites (High to Low Probability):
Position 1592: 0.9994073538865234
Position 4717: 0.9344347759508482
Position 7245: 0.8320381945520048
Position 321: 0.7853707897960422
Position 8553: 0.6719903610840096
Position 9330: 0.2360222355498417
Position 3023: 0.1399619189809538
Position 80: 0.12462832228162991
Position 6408: 0.08491009099280986
Position 7270: 0.08052984849093123
Position 244: 0.0792655663526486
Position 7206: 0.04189950840164624
Position 7422: 0.03763789396398526
Position 298: 0.03437275670990893
Position 387: 0.026674368091891748
Position 7216: 0.0203034935106645
Position 6439: 0.009297520943564872
Position 1162: 0.00914669618997658
Position 5322: 0.007967550574358922
Position 6421: 0.007667783676363575
Position 1004: 0.005608246529385469
Position 1326: 0.004397240696061944
Position 9573: 0.0043212031145491965
Position 572: 0.003831658912112727
Position 325: 0.0031999799669508765
Position 5337: 0.002111134057373245
Position 120: 0.002019267945023488
Position 789: 0.0017133783548268285
Position 7675: 0.0010054823870041072
Position 1401: 0.0008336182710477816
Position 65: 0.0007716656563389028
Position 2107: 0.00036517834662949797
Position 1606: 0.0003276368635755136
Position 1632: 0.0002642431965264444
Position 22: 0.00020173974179696596
Position 84: 0.00016990008830347443
Position 45: 0.00015555902036951412
Position 40: 6.791284406303443e-05
Position 2074: 4.0966097275480816e-05
Position 60: 3.678368349068224e-05
Position 113: 3.241440817482258e-05
Position 136: 2.8055623331521244e-05
Position 5342: 8.996578216751046e-06
Position 139: 4.203319444678044e-06
Position 235: 1.0478588759552306e-06
Position 1521: 3.6112333739409534e-07
Position 195: 1.6052161746211865e-08
Position 159: 2.5920088748003443e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7079: 0.9566533971133012
Position 1461: 0.8688653322760772
Position 9068: 0.7018493375262221
Position 8406: 0.6118351021135758
Position 4515: 0.5939900638526595
Position 9434: 0.3190809043494144
Position 4606: 0.2745752401240893
Position 1520: 0.11618050010590551
Position 2931: 0.1094359544661397
Position 8375: 0.09217593386984607
Position 219: 0.06162466417927319
Position 6344: 0.060191672017372945
Position 7340: 0.058406646222769865
Position 4346: 0.054818099415220235
Position 9249: 0.04839395240748383
Position 7158: 0.04248684769599048
Position 9050: 0.03265277073932282
Position 2746: 0.02205241833885696
Position 9087: 0.017313991341249068
Position 6381: 0.015055237393322008
Position 6261: 0.01104391072731834
Position 5234: 0.01094743640065773
Position 6245: 0.01011776088359012
Position 9366: 0.009182325372991
Position 7485: 0.008426943823887211
Position 7861: 0.00804167612144282
Position 2951: 0.006613418249367941
Position 1424: 0.0064472013808843185
Position 9252: 0.005670881744219699
Position 6142: 0.0054668145911348585
Position 922: 0.005456133016180962
Position 4282: 0.005242333049190702
Position 8657: 0.004603238236755892
Position 1036: 0.004447055298638333
Position 9736: 0.004321203114549198
Position 1525: 0.003963848464007435
Position 7761: 0.0034828430887659033
Position 4302: 0.0033053946515708356
Position 4244: 0.0025036448581174185
Position 1437: 0.0023836361949203357
Position 145: 0.002195360909323913
Position 1489: 0.002149933552501736
Position 1225: 0.0018724563294450038
Position 2695: 0.0018601279265891986
Position 175: 0.0015455590583053449
Position 985: 0.0012315510701871527
Position 1281: 0.0012137253895140926
Position 397: 0.0008938978754050332
Position 187: 0.0006568362425352458
Position 994: 0.00044184290012635053
Position 169: 0.00042347882592545143
Position 1004: 0.00031205845904406934
Position 445: 0.00022473871730615552
Position 1784: 0.0002147315528835829
Position 9440: 0.0001978471769705241
Position 7530: 0.00011262380517037597
Position 1860: 6.44468931938184e-05
Position 1799: 3.6269620789693035e-05
Position 2022: 3.20969044408904e-05
Position 1929: 3.065898669828765e-05
Position 2103: 1.6476559541373487e-05
Position 1894: 1.1463926357332951e-05
Position 297: 9.758103218431509e-07
