Gene = Lmntd2
index = 641
Annotated 5SS: [ 204  444  876 1152 1492 1682 2294 2600 2906 3105 3387 3797]
Annotated 3SS: [ 290  787  995 1419 1592 2021 2508 2715 2984 3189 3546 3872]
SMsplice 5SS: [ 204  444  876 1152 1492 2906 3105]
SMsplice 3SS: [ 290  787  981 1419 2696 2984 3439]
top_k =  100
Partition function (log Z): 1.7788673961843284

Sorted 5' Splice Sites (High to Low Probability):
Position 876: 0.9778449205054465
Position 2906: 0.9553206859544401
Position 1152: 0.9376519988243246
Position 3105: 0.8853965948693506
Position 1492: 0.8070048559234454
Position 444: 0.49909314902452984
Position 204: 0.4624214154550679
Position 3387: 0.3452637414367173
Position 58: 0.25322752502772994
Position 1682: 0.1889716783729938
Position 3797: 0.1880389988545857
Position 1694: 0.1330190129604969
Position 291: 0.08234095649481614
Position 2600: 0.06706517720015888
Position 1559: 0.04313234962674281
Position 3759: 0.03910218711688945
Position 1702: 0.031053114075221384
Position 3347: 0.023209233217709468
Position 369: 0.022283825753829256
Position 3693: 0.019516169412107646
Position 1712: 0.018747117545139195
Position 2874: 0.014570324914660444
Position 77: 0.0133322623414682
Position 474: 0.0088512623166768
Position 421: 0.00841478346521651
Position 3155: 0.008072082000270911
Position 2834: 0.006653319890702605
Position 1822: 0.006267381367607568
Position 1763: 0.005695540360052985
Position 884: 0.005373392569514289
Position 220: 0.0045978934256938565
Position 3186: 0.0038656949668397175
Position 1213: 0.0015177295805993433
Position 3311: 0.0011778449744682695
Position 317: 0.0008940671112539209
Position 3100: 0.0008482973769667146
Position 1113: 0.0007968190335762631
Position 1130: 0.0003074192380855616
Position 79: 0.000106010904339238
Position 95: 9.976092790333321e-05
Position 193: 7.816560797852998e-05
Position 30: 7.255099737370395e-06
Position 105: 2.0585260723347326e-06
Position 42: 1.204662628229811e-06
Position 124: 2.826722619754231e-07
Position 133: 1.896843731627407e-07
Position 112: 1.4405911372261776e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2984: 0.9345582637427763
Position 787: 0.8632979973820539
Position 1419: 0.8468056247493847
Position 981: 0.8326448868315062
Position 2696: 0.6757812433119705
Position 1592: 0.38110547634896136
Position 3439: 0.3651699857868684
Position 3872: 0.35662840795179956
Position 290: 0.306597781583429
Position 2715: 0.3007630874478322
Position 3286: 0.27048888165474677
Position 3546: 0.24824980041767847
Position 3189: 0.22411224912892616
Position 757: 0.08659116774664398
Position 995: 0.08618763418221646
Position 3617: 0.07598813621192355
Position 2508: 0.06706517720015887
Position 3551: 0.03591697363394058
Position 153: 0.03044995326761326
Position 700: 0.015674150081618814
Position 342: 0.009718584678615281
Position 824: 0.008421899647182273
Position 1094: 0.0076531786485747625
Position 949: 0.006157871043074348
Position 381: 0.005340331155791792
Position 274: 0.004332604821136304
Position 632: 0.0037783833699942815
Position 1004: 0.0035872933546064315
Position 295: 0.0027741202352385397
Position 131: 0.002191155127135369
Position 3318: 0.002023626955721596
Position 1230: 0.0018281046860520467
Position 1395: 0.0016000372015192957
Position 3197: 0.001052158032282668
Position 1234: 0.0009227340812975879
Position 998: 0.0009208574124489629
Position 514: 0.00090001562112375
Position 1384: 0.0008913727299634957
Position 1098: 0.0008159414130194209
Position 407: 0.0007669342295591716
Position 326: 0.0004305931052510895
Position 3064: 0.00030236070924196935
Position 1368: 0.000283913377070723
Position 1608: 0.00021686010618930277
Position 1217: 0.00012810800073797035
Position 1432: 0.00010881895052372623
Position 344: 3.73477970284121e-06
Position 155: 3.213292797466625e-06
Position 201: 1.8655588272188236e-06
Position 133: 1.1239024381171122e-06
Position 246: 6.517636199644861e-07
Position 198: 2.1911834484541802e-07
Position 258: 1.0090896349872142e-07
Position 162: 7.234549024024416e-08
Position 112: 1.8182522709826753e-08
Position 204: 1.3606641437072925e-08
