Gene = AB124611
index = 82
Annotated 5SS: [  107  2883 12914 13685 14423]
Annotated 3SS: [ 2561 12885 13640 14384 18475]
SMsplice 5SS: [  107  2883  9797 12914 13728 14423]
SMsplice 3SS: [ 2561  9706 12885 13640 14384 17279]
top_k =  100
Partition function (log Z): -5.595583521591771

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9935291816179421
Position 9797: 0.9878163566761808
Position 14423: 0.885525460819752
Position 2883: 0.6305144973092676
Position 12914: 0.6209211811306232
Position 13728: 0.5219455040339843
Position 2778: 0.3724735915446896
Position 15969: 0.27232410970062054
Position 2356: 0.13935546223920023
Position 13685: 0.1311348729777051
Position 13723: 0.12705113627158704
Position 7549: 0.1048514843312577
Position 409: 0.08690127792507779
Position 14465: 0.042702355919985543
Position 2335: 0.03899761898460343
Position 1457: 0.02456306205939392
Position 14936: 0.013335215335902838
Position 9787: 0.01209701314299921
Position 2472: 0.009560631945964477
Position 663: 0.00774103883189174
Position 444: 0.0050690525113000024
Position 478: 0.001989932594654973
Position 2086: 0.0012305740034858116
Position 14584: 0.0006667217372061525
Position 296: 0.0003706850845589386
Position 1823: 0.00027652571496476796
Position 184: 2.9563078494689757e-05
Position 150: 1.823394187496877e-05
Position 167: 5.7547168353997745e-06
Position 111: 3.578418785513167e-06
Position 96: 5.299880587149008e-07
Position 273: 1.033256176683931e-07
Position 223: 1.0236741330841397e-07
Position 4: 4.550691684642644e-10
Position 35: 3.8070397580311727e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9706: 0.9999133698191792
Position 14384: 0.9956606719187265
Position 2561: 0.9953979437170642
Position 13640: 0.7801315132832768
Position 12885: 0.6209211811306232
Position 17279: 0.6134455535292217
Position 15832: 0.14457580439777667
Position 2195: 0.10666739987868983
Position 7393: 0.1048514843312577
Position 14911: 0.09151841769802983
Position 15598: 0.0784699085849427
Position 15646: 0.07486462770399349
Position 15861: 0.0653258230097
Position 271: 0.06338115021646289
Position 2228: 0.05947116773245681
Position 16706: 0.03866720708668988
Position 17649: 0.029364230982231204
Position 15930: 0.028431001088130292
Position 16281: 0.027884728578163945
Position 17071: 0.022006560854587992
Position 1358: 0.020388078084246128
Position 191: 0.015205116412819112
Position 2231: 0.009282858638472027
Position 358: 0.00924986919363781
Position 2353: 0.0055376423072975335
Position 2648: 0.00456999836763033
Position 2171: 0.00443826655053905
Position 13845: 0.004048049265064052
Position 2856: 0.003006847979966884
Position 1396: 0.002882635438932463
Position 331: 0.0027133160154316745
Position 257: 0.0022098147220983616
Position 1761: 0.0015070997184505794
Position 2083: 0.0013468186627513098
Position 334: 0.0013373825485933745
Position 443: 0.001263495289275779
Position 2050: 0.0011695593995617547
Position 1371: 0.000700130462722521
Position 1209: 0.0005922180734928127
Position 234: 0.0003000793869918187
Position 14095: 0.00020464863538893606
Position 3755: 3.863951438260092e-05
Position 4112: 2.3831189922503813e-05
Position 2613: 1.568656021943182e-05
Position 2616: 1.5182808054247236e-05
Position 3833: 5.40035050718952e-06
