Gene = Etfdh
index = 389
Annotated 5SS: [  346  5323  6126 10025 10557 12940 13864 15242 16952 19065 23234 23959]
Annotated 3SS: [ 5184  5895  9942 10437 12861 13716 15100 16807 18895 23050 23736 24697]
SMsplice 5SS: [  136  5323 10025 10541 13864 15242 16952 19065 23234]
SMsplice 3SS: [ 5184  9942 10437 13716 15100 16807 18895 23050 24697]
top_k =  100
Partition function (log Z): -4.981582449759761

Sorted 5' Splice Sites (High to Low Probability):
Position 16952: 0.9988337004200103
Position 5323: 0.9524732859721803
Position 19065: 0.9253628178464254
Position 15242: 0.902456058328105
Position 10541: 0.8621435455410097
Position 649: 0.6684889350004586
Position 13864: 0.6585281058280787
Position 136: 0.6550856957868899
Position 10025: 0.5390778226430937
Position 19289: 0.2667350391521427
Position 23234: 0.2199786763408902
Position 346: 0.16853148844657662
Position 210: 0.10826111622996148
Position 12940: 0.08587480712015089
Position 10557: 0.06244486875067316
Position 15213: 0.05217978739778573
Position 383: 0.03585015139724064
Position 20552: 0.022039521680675772
Position 15278: 0.02027955732283942
Position 21067: 0.019613700235440967
Position 6126: 0.01477438350117324
Position 318: 0.013103890723960475
Position 363: 0.010681323950399302
Position 18367: 0.007086188722279871
Position 157: 0.0031221670164844465
Position 314: 0.001355120415329475
Position 225: 0.0010691452489432832
Position 17621: 0.0009194486544664247
Position 300: 0.0008764762938101291
Position 292: 0.000618473498768616
Position 66: 0.0006115124183787218
Position 287: 0.00043444613412879315
Position 280: 0.000398992439126894

Sorted 3' Splice Sites (High to Low Probability):
Position 15100: 0.97491540304873
Position 16807: 0.9736662355368987
Position 10437: 0.9245884142916829
Position 13716: 0.6585281058280787
Position 461: 0.6578394909145315
Position 5184: 0.6489503919063438
Position 9942: 0.5390778226430939
Position 24697: 0.526676120107399
Position 19170: 0.3389932558923721
Position 18895: 0.3377109713504528
Position 18967: 0.278447814190568
Position 5242: 0.25824889584096977
Position 23050: 0.23784344171338506
Position 18942: 0.19499863825069133
Position 21191: 0.12599958047164697
Position 18822: 0.11872039190172774
Position 20393: 0.08915295187968982
Position 12861: 0.08587480712015086
Position 19809: 0.05070715607712479
Position 5270: 0.04527399822486664
Position 23359: 0.0442245486252573
Position 20460: 0.04129613787844139
Position 20975: 0.031892773377945494
Position 16766: 0.015778622706399785
Position 5895: 0.014774383501173242
Position 18244: 0.011725136590044295
Position 557: 0.010649444085926899
Position 16825: 0.010554507513074287
Position 20050: 0.007242480019091652
Position 17028: 0.0046513338444277505
Position 20108: 0.003714607932014085
Position 17502: 0.0033189723593696884
Position 19956: 0.00286851816318811
Position 18225: 0.002371074500075016
Position 17168: 0.001827217335712882
Position 18295: 0.0017077390690122352
Position 18708: 0.0015569314947538907
Position 19145: 0.001184456067376564
Position 17836: 0.0010427437880689053
Position 17213: 0.0006397156083891347
Position 17555: 5.438456410627532e-05
Position 5502: 6.342436260103415e-07
