Gene = Prim2
index = 852
Annotated 5SS: [   172    938   2751   6019   7550  39458  41401 136500 155651 157780
 185114 189338 205743]
Annotated 3SS: [   774   2646   5938   7428  39361  41262 136431 155577 157593 184986
 189254 205673 215490]
SMsplice 5SS: [   172    938   2751   6019   7550  10083  12385  12740  16008  39458
  41401  70916  79651  90016  97871 118189 118390 121762 126580 136500
 139837 155233 155651 157780 167382 178575 182114 185114 187601 189338
 205743 210599]
SMsplice 3SS: [   774   2646   5938   7428   9992  12279  12603  15879  39361  41262
  70806  79559  89922  97746 118019 118269 121670 126448 136431 139564
 155129 155577 157593 167287 178469 181927 184986 187513 189254 205673
 210466 215490]
top_k =  100
Partition function (log Z): -111.18572835006489

Sorted 5' Splice Sites (High to Low Probability):
Position 2751: 0.999514160161161
Position 7550: 0.99750482299853
Position 938: 0.9367452862068658
Position 10083: 0.8700420988830878
Position 6019: 0.8059194893854865
Position 16008: 0.6906356882302563
Position 12740: 0.5400016099998156
Position 12385: 0.5231573571278338
Position 5278: 0.4690059698870995
Position 12341: 0.4204560163230364
Position 7935: 0.4095730249499931
Position 11516: 0.39178823795366263
Position 172: 0.3420819984655315
Position 308: 0.29708719141788104
Position 1061: 0.23102318561906293
Position 8162: 0.14531406109105705
Position 11470: 0.13929786963836963
Position 1891: 0.12600775214134954
Position 142: 0.10148272266394155
Position 1936: 0.08957388368569161
Position 3807: 0.0677016861098959
Position 299: 0.0673143109382866
Position 6163: 0.06629778675300668
Position 155: 0.06591645989963552
Position 182: 0.06204474148624477
Position 200: 0.04413175532433113
Position 7867: 0.040787026379975416
Position 6943: 0.038474272471295645
Position 2571: 0.01935897133204591
Position 4289: 0.017262512814619227
Position 325: 0.01335809667747774
Position 12134: 0.012524206691538121
Position 1917: 0.010061964713627138
Position 1114: 0.007730614225421943
Position 6211: 0.005644715228060939
Position 3421: 0.004829042406109316
Position 7204: 0.003474331446279135
Position 6023: 0.002859177361494036
Position 1446: 0.0028396042655256925
Position 165: 0.002669437286611351
Position 1086: 0.002580502615045478
Position 3077: 0.0023112985408880295
Position 1234: 0.00224144259231378
Position 6310: 0.0022195018057355326
Position 3693: 0.0020929784429350113
Position 4074: 0.0018919397995629892
Position 3764: 0.0016505134770564628
Position 3498: 0.001504265446804826
Position 1149: 0.0014448830804210232
Position 827: 0.00143495479010769
Position 5213: 0.001402308016829295
Position 1263: 0.0011423270531040585
Position 7570: 0.0010189005045608956
Position 7922: 0.0009718754980886652
Position 250: 0.0007451793361625978
Position 7588: 0.000652507747953831
Position 83: 0.0005212736646074411
Position 175: 0.0004817405280810341
Position 2798: 0.0004759390403419237
Position 7576: 0.00029405820227829685
Position 55: 0.00029197415600916996
Position 292: 0.00027161180841489487
Position 177: 0.00024366084950909234
Position 399: 0.00017822736427123065
Position 524: 0.00017101382055777187
Position 3144: 6.405498892741872e-05
Position 3138: 4.754954259699103e-05
Position 3171: 4.031552233354078e-05
Position 2755: 6.932477932261313e-06
Position 577: 1.074693536938277e-07
Position 522: 9.407393091303616e-08
Position 45: 9.383890617398363e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7428: 0.9994702894533244
Position 2646: 0.9965421856734692
Position 774: 0.9913350994444272
Position 12279: 0.9909245437979443
Position 15879: 0.8568871015599544
Position 5938: 0.8350731002059825
Position 9992: 0.5922706771127476
Position 12603: 0.5522657275386055
Position 19962: 0.49370618599895094
Position 7800: 0.4755113369583714
Position 11394: 0.34481840976299066
Position 5155: 0.3399020320246998
Position 9889: 0.2777714217703443
Position 16310: 0.27139165658341746
Position 11300: 0.14884768435216936
Position 1025: 0.1484000275216744
Position 1800: 0.13194295226894787
Position 5213: 0.13050624587922954
Position 8124: 0.10502336010698934
Position 1830: 0.0614909986211585
Position 3553: 0.04961282903053015
Position 6109: 0.047867570327801395
Position 11333: 0.04043494363481255
Position 6860: 0.035098902830504715
Position 1686: 0.028790389793991657
Position 1022: 0.025853443413659784
Position 3664: 0.02020835798300062
Position 2469: 0.019364323707853244
Position 4151: 0.017262512814619012
Position 8051: 0.01311938971532866
Position 11895: 0.012524206691538187
Position 1003: 0.009179116430566193
Position 3312: 0.007957298869270194
Position 7962: 0.005365792507773071
Position 7076: 0.0034743314462791844
Position 2655: 0.0034494936301628313
Position 1743: 0.003405787118340484
Position 6879: 0.003375369640790704
Position 1334: 0.002839604265525708
Position 2984: 0.0023574317238046908
Position 1113: 0.0023437722181166272
Position 978: 0.001779348338416379
Position 876: 0.0017146586539773818
Position 10811: 0.0017135997507589174
Position 929: 0.0015500376886091638
Position 11609: 0.0010619798719987794
Position 3898: 0.0010282522117972684
Position 3924: 0.0008636875877657273
Position 7711: 0.0006718757623764872
Position 783: 0.0004633748326512337
Position 789: 0.00028359030845201216
Position 857: 0.0002478995647547901
Position 7808: 0.00022181963836957655
Position 3004: 7.499668421420228e-05
Position 796: 6.53980803999712e-05
Position 1007: 4.4251684017343906e-05
Position 519: 3.659847197897801e-05
Position 834: 3.1153518222489556e-05
Position 2946: 3.079018672710315e-05
Position 1691: 1.3472738230057641e-05
Position 7663: 1.3425868788586212e-05
Position 629: 6.97804090050347e-06
Position 7755: 3.93378249178624e-06
Position 356: 1.3904126255068688e-07
