Gene = Dkkl1
index = 337
Annotated 5SS: [ 368  723 1793 2011]
Annotated 3SS: [ 552 1651 1920 4224]
SMsplice 5SS: [ 368 1793 2011]
SMsplice 3SS: [1651 1920 2252]
top_k =  100
Partition function (log Z): -1.575854004716475

Sorted 5' Splice Sites (High to Low Probability):
Position 2011: 0.9961036184167363
Position 368: 0.7369333090156205
Position 1793: 0.6905874408390881
Position 723: 0.249876386259602
Position 373: 0.17107154994059373
Position 36: 0.1043244641794372
Position 202: 0.06484035776997701
Position 2796: 0.0417916881325395
Position 459: 0.04049180677932787
Position 304: 0.007827205137603198
Position 1244: 0.00756783554095665
Position 1871: 0.006798996589518934
Position 117: 0.006589019357987894
Position 1166: 0.006189373606198465
Position 3111: 0.006000305902084617
Position 3024: 0.004892696990066642
Position 186: 0.004719613102231064
Position 112: 0.00419098084372558
Position 2572: 0.003340794184733855
Position 4430: 0.003215782240736666
Position 167: 0.002315808074917278
Position 328: 0.0018655202767723783
Position 943: 0.0013211287885367977
Position 60: 0.0012053243187776367
Position 159: 0.0005935632024282516
Position 164: 0.0004877145104714448
Position 1888: 0.0001373402534933515
Position 2034: 1.3821391951282887e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1920: 0.9870355965412746
Position 1651: 0.7017317991388033
Position 4224: 0.29833906317150155
Position 2252: 0.2787871152371356
Position 2976: 0.2444553205197512
Position 552: 0.17708256420826818
Position 272: 0.088630002018656
Position 659: 0.046785852955627705
Position 2685: 0.04288700751457686
Position 3913: 0.042330349998381735
Position 4266: 0.03025724486053159
Position 279: 0.029855726778109486
Position 260: 0.02880587626442119
Position 4514: 0.017972382997880197
Position 3444: 0.01583210206298007
Position 2748: 0.014380622531287426
Position 656: 0.012841976288133647
Position 2089: 0.01219857587286735
Position 2176: 0.01015928220015419
Position 2373: 0.009525394104015818
Position 2723: 0.008391023412043631
Position 2333: 0.008203281554236339
Position 1963: 0.007925128983735846
Position 2708: 0.0075561783176114625
Position 4126: 0.006408624219503529
Position 976: 0.005628981709382971
Position 489: 0.0050568040430711845
Position 2916: 0.0040847252201571555
Position 3626: 0.0034106334227864167
Position 932: 0.00323694591092564
Position 1030: 0.0029648402528388755
Position 214: 0.0027158856449329663
Position 284: 0.0026870017877546346
Position 686: 0.0019496395235817188
Position 1071: 0.0019264412740076311
Position 133: 0.0005552051808781194
Position 583: 0.000451040328544335
Position 323: 0.00040394366618387416
Position 179: 0.0003499117189899317
Position 1861: 0.00032631278627471395
Position 1939: 0.0002995416592174684
Position 346: 0.00018920335611114617
Position 2396: 0.00018743318500383553
Position 1935: 0.00013321147462302854
Position 225: 9.048674622152728e-05
Position 436: 4.722601692701803e-05
Position 1716: 3.3383557083492816e-05
Position 148: 3.24248915648717e-05
Position 1808: 3.115039753062675e-05
Position 453: 2.567037575454226e-05
Position 167: 2.5054339500213496e-05
Position 109: 2.3742317707724408e-05
Position 349: 1.918591738924089e-05
Position 98: 1.1843963816767775e-05
Position 343: 1.1034466387114353e-05
Position 700: 4.31335219913794e-06
Position 706: 1.6842976466193207e-06
Position 458: 4.5110963016750733e-07
