Gene = Fuom
index = 416
Annotated 5SS: [  97  803 1072 1314 2525]
Annotated 3SS: [ 733 1000 1214 2450 5363]
SMsplice 5SS: [  97  803 1072 1314 2525]
SMsplice 3SS: [ 733 1000 1214 2450 5363]
top_k =  100
Partition function (log Z): 6.561854535907684

Sorted 5' Splice Sites (High to Low Probability):
Position 1072: 0.9880325312889864
Position 1314: 0.9636568285177339
Position 803: 0.9389629425894916
Position 2525: 0.7882249889509862
Position 97: 0.7121982052213066
Position 2601: 0.1688820716588582
Position 4635: 0.14618953162977305
Position 323: 0.12705987968696078
Position 5115: 0.12647069127321842
Position 609: 0.08922357129968224
Position 2872: 0.06249298454418238
Position 823: 0.05612312794207078
Position 136: 0.041078992137393404
Position 5126: 0.034963499404560706
Position 394: 0.03400460089117663
Position 1398: 0.02925904261044607
Position 2945: 0.024183288233431455
Position 164: 0.015947645786865677
Position 3530: 0.014797640401106772
Position 39: 0.012488627351718294
Position 275: 0.011812914165447216
Position 670: 0.010933030064994393
Position 5217: 0.010636800858704722
Position 2622: 0.008282646051767751
Position 147: 0.006015737833996328
Position 3039: 0.005409745172417736
Position 1593: 0.005394613775690637
Position 304: 0.004355510167791257
Position 1107: 0.003974133188283777
Position 665: 0.003060990578605882
Position 1370: 0.0029331518778153527
Position 895: 0.0025679073076178695
Position 1309: 0.0024567535171100387
Position 310: 0.0015960352421063037
Position 389: 0.0013312255603330624
Position 2174: 0.0012419256108977535
Position 2058: 0.0007767495041294083
Position 1963: 0.0006419199317372827
Position 1820: 0.0005004281925844276
Position 567: 0.00042291972315361
Position 845: 0.00036898959024231196
Position 2561: 0.00026977148027056553
Position 169: 0.00026306637415067984
Position 584: 0.00023102094936403055
Position 44: 0.00020840078744848378
Position 903: 0.00014328991163007368
Position 860: 0.00011828328070157157
Position 854: 9.733666278696381e-05
Position 945: 8.552859767298078e-05
Position 865: 7.992271792089496e-05
Position 2548: 7.876739573734601e-05
Position 934: 4.0448692038897694e-05
Position 774: 3.397129596133609e-05
Position 1344: 5.23935603099831e-06
Position 1178: 1.610897831001713e-06
Position 15: 1.5526940010102202e-06
Position 59: 1.2026470822061433e-06
Position 56: 6.716609842596212e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1214: 0.9946666376482308
Position 733: 0.9919106174015109
Position 1000: 0.9806945106132368
Position 2450: 0.9509490885662644
Position 5363: 0.6079793584405915
Position 2696: 0.24696539622226674
Position 4542: 0.15820471790665122
Position 5038: 0.11578590725626403
Position 4853: 0.08614792629647171
Position 219: 0.05909319460458425
Position 5216: 0.05189685760458894
Position 2780: 0.04600383133758274
Position 2600: 0.03425176597746226
Position 3380: 0.020834615259942242
Position 2242: 0.015407988957199399
Position 5240: 0.01337737496678906
Position 4918: 0.011740979105205317
Position 1017: 0.010064664905084906
Position 527: 0.009947669035502819
Position 2760: 0.006958369877211047
Position 3759: 0.0046941039779348276
Position 1451: 0.0046124798892311315
Position 1437: 0.003923030200158215
Position 705: 0.003781255572296251
Position 4017: 0.0037338639556279895
Position 3517: 0.003571035723346168
Position 2301: 0.0034700689543344055
Position 2917: 0.0028039592747091694
Position 2414: 0.0019704632856308206
Position 1164: 0.001963236648020457
Position 174: 0.0015319101561147867
Position 1302: 0.0010132865780087662
Position 354: 0.000866871249686422
Position 2032: 0.0008183689457914385
Position 216: 0.0008173876523691687
Position 774: 0.0007252085832905528
Position 669: 0.0006866857568600216
Position 1877: 0.0006419199317372822
Position 167: 0.0005296964450081892
Position 1933: 0.0005196255967778802
Position 956: 0.0005031725302319088
Position 2094: 0.0004635516475105705
Position 2560: 0.0003700033620055291
Position 223: 0.00035696715944897326
Position 986: 0.00035623659874599946
Position 650: 0.0003538555114895127
Position 2224: 0.0003364592258524869
Position 393: 0.00031221914146030167
Position 1193: 0.00029040873589811293
Position 1629: 0.00027823801375250205
Position 1962: 0.00025712390735152773
Position 1592: 0.00022219017883192544
Position 2307: 0.0002074826221317733
Position 934: 0.00018039692685583816
Position 940: 0.0001594513614080418
Position 975: 9.35438487466275e-05
Position 688: 9.171605986605404e-05
Position 944: 6.938530475722423e-05
Position 333: 5.6815655272078755e-05
Position 1026: 5.0934359415630874e-05
Position 2169: 3.991760284950861e-05
Position 1240: 2.6118347204906725e-06
Position 1166: 1.897945279773702e-06
Position 1149: 1.1698095409095574e-06
Position 1169: 1.0598122742588758e-06
Position 1173: 1.0515232978733373e-06
Position 1262: 4.724772860475737e-07
Position 1247: 2.4734787443687976e-07
Position 1253: 1.4300620068915608e-07
Position 1122: 1.1882132374959614e-07
Position 274: 3.070147748246954e-08
Position 247: 1.5489408572376325e-08
Position 150: 1.521174845220567e-08
Position 179: 1.4521214616454873e-08
Position 1037: 1.4270138743055337e-08
Position 303: 1.0311972721720189e-08
Position 133: 8.490596741958083e-09
Position 240: 6.017107942751657e-09
Position 245: 5.906135915241079e-09
Position 231: 5.780991637183151e-09
Position 252: 5.344940015019404e-09
