Gene = Knop1
index = 608
Annotated 5SS: [ 166  632 3852 5634 7806]
Annotated 3SS: [  279  2913  5564  7679 10159]
SMsplice 5SS: [ 632 5634 7596 7806]
SMsplice 3SS: [ 5564  7466  7679 12501]
top_k =  100
Partition function (log Z): -5.916680955483912

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9992832551706531
Position 7806: 0.979824466484387
Position 5634: 0.9344539082820303
Position 4702: 0.6115110193203477
Position 7596: 0.3689011691419137
Position 11554: 0.288007224648555
Position 11015: 0.23647901292201953
Position 7440: 0.2236722460595943
Position 867: 0.19800831841526204
Position 3366: 0.07435279300789892
Position 2070: 0.0649406103999204
Position 11011: 0.04994376996820747
Position 3043: 0.046654073756433344
Position 2769: 0.03648888253859506
Position 4359: 0.03588443468782145
Position 8096: 0.01280284691984831
Position 1789: 0.00393854416797877
Position 2037: 0.003324489255889079
Position 802: 0.0032507636069926825
Position 2340: 0.0023236666318285602
Position 2725: 0.0019455817294932961
Position 798: 0.0006696514768955152
Position 645: 0.0005215591447700861
Position 832: 0.0003664618094808879
Position 48: 0.00014878603165770086
Position 668: 0.00010818855540603529
Position 347: 6.056740567461062e-05
Position 124: 4.84471411276733e-05
Position 636: 3.594455259458711e-05
Position 642: 1.8616234451003543e-05
Position 400: 1.4091751478069494e-05
Position 168: 1.376966065318487e-05
Position 394: 1.0860063163586494e-05
Position 247: 9.458255799878358e-06
Position 96: 8.306793778197938e-06
Position 54: 6.7530245386816255e-06
Position 237: 2.2889328352571274e-06
Position 258: 1.5758222136963289e-06
Position 403: 1.5261554607197634e-06
Position 114: 1.1912115679892702e-06
Position 166: 1.1651229262038614e-06
Position 202: 2.7681580528172654e-07
Position 464: 9.310061811313265e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7679: 0.9996889161131229
Position 5564: 0.93445390828203
Position 4531: 0.5301189214553716
Position 12501: 0.40990758649448344
Position 10874: 0.388089217458417
Position 7466: 0.3689011691419137
Position 11311: 0.2959843554268153
Position 7330: 0.2236722460595943
Position 11381: 0.16765076328587014
Position 10159: 0.1654523916363234
Position 724: 0.11807081030397626
Position 2913: 0.09857478420789913
Position 743: 0.08377084809959076
Position 4552: 0.0813920978649761
Position 11734: 0.06322583792428807
Position 1966: 0.059893027482335486
Position 2700: 0.036113756921393465
Position 4261: 0.03588443468782145
Position 8963: 0.023195738348865014
Position 3060: 0.0188383432251351
Position 11666: 0.016589325124251576
Position 7895: 0.012236832040636348
Position 7933: 0.011635672027781072
Position 1942: 0.008372072173473993
Position 8176: 0.007992056770788819
Position 8705: 0.005097544404496878
Position 2862: 0.003904823218175635
Position 1679: 0.0029167526858730032
Position 2590: 0.0022840868845822515
Position 2193: 0.0018659680574763427
Position 1708: 0.0008405841514778152
Position 2157: 0.0004576985743522174
Position 762: 0.0004535369050641259
Position 1510: 0.00018120733062794631
Position 443: 0.0001505485977296996
Position 496: 0.00014608855888639108
Position 2547: 3.6620462112619545e-05
