Gene = Bri3bp
index = 188
Annotated 5SS: [  325 10205]
Annotated 3SS: [10101 12757]
SMsplice 5SS: [  325 10205 11988]
SMsplice 3SS: [10101 11870 18200]
top_k =  100
Partition function (log Z): -11.90119497738584

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.9826869743104729
Position 10205: 0.9025483810447211
Position 11988: 0.6041404682649996
Position 10678: 0.27392524693668063
Position 1818: 0.24010470481319188
Position 10209: 0.09019957672138712
Position 11978: 0.011904893562708997
Position 307: 0.00989376846581911
Position 280: 0.0036959023238463395
Position 442: 0.0017664516876167468
Position 990: 0.001067376892404649
Position 130: 0.0009178585703325491
Position 3653: 0.0002001239380806052
Position 2189: 0.00011622276244589732
Position 1589: 8.610926517947782e-05
Position 1170: 2.5569816125530016e-05
Position 1302: 2.670696739599116e-06
Position 13: 1.0519338630042568e-07
Position 960: 9.043928377026071e-08
Position 937: 4.2360837118317224e-08
Position 148: 2.0155586847146263e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10101: 0.9956501310231111
Position 11870: 0.7735809035977249
Position 14445: 0.27448271210151737
Position 10579: 0.27392524693668063
Position 1729: 0.21635827165341806
Position 15396: 0.1899623166196448
Position 12757: 0.17657062467225954
Position 13148: 0.08720197746249106
Position 10935: 0.059453273389161114
Position 13079: 0.030053547070554784
Position 1580: 0.023976547422748535
Position 11892: 0.013256626570953318
Position 11025: 0.004231338109510694
Position 3347: 0.00116091619055058
Position 4846: 0.0007678445329996443
Position 1920: 0.0004713397447739727
Position 2103: 0.0004653047695137563
Position 4469: 0.0004027221432891584
Position 3955: 0.00038377710397071775
Position 3409: 0.0002290454961040455
Position 3835: 0.00020647045563759186
Position 1052: 0.00016518259868193578
Position 3558: 5.9831097727518274e-05
Position 2925: 4.833870441255002e-05
Position 1481: 4.280835976605071e-05
Position 925: 4.172145100693426e-05
Position 418: 4.090853684747497e-05
Position 700: 2.3086832697403244e-05
Position 3465: 1.8363605108159123e-05
Position 1028: 1.7760022137988494e-05
Position 1749: 6.594201944311971e-06
Position 922: 6.343003540834672e-06
Position 1735: 5.646610727289902e-06
Position 1664: 5.645764642426131e-06
Position 1543: 3.840295879981788e-06
Position 1463: 2.5614021919987714e-06
Position 1215: 1.16649100597391e-06
Position 1151: 5.288195108596934e-07
Position 1754: 5.161545294556126e-07
Position 747: 4.0299232633824287e-07
Position 750: 3.221920627295811e-07
Position 1033: 2.6477595848196764e-08
Position 1059: 2.5540887824496836e-08
