Gene = 1700066M21Rik
index = 19
Annotated 5SS: [327]
Annotated 3SS: [5122]
SMsplice 5SS: [169 327]
SMsplice 3SS: [ 236 5122]
top_k =  100
Partition function (log Z): -6.6059594711985365

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.955734952455566
Position 169: 0.7211175421857469
Position 2609: 0.2513502216067784
Position 2193: 0.07930662140998909
Position 2153: 0.0477306160567975
Position 2494: 0.03522500701365158
Position 2181: 0.028452113241659582
Position 909: 0.025316597688129713
Position 25: 0.024978199841290693
Position 826: 0.017917559865406295
Position 1445: 0.01716056577831503
Position 5234: 0.010542057511535185
Position 472: 0.006837827658483814
Position 131: 0.00030733760013482267
Position 87: 0.0001698230819402597
Position 997: 0.00010240042028065686
Position 74: 7.94107115352447e-05
Position 59: 4.761717997355016e-05
Position 548: 1.433701818869243e-05
Position 67: 2.8750307791505143e-06
Position 300: 1.4119275261094626e-06
Position 321: 8.822133165775133e-07
Position 216: 3.4768058133196634e-07
Position 199: 2.7880802213283197e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5122: 0.827583842547867
Position 236: 0.6676359552431218
Position 2369: 0.20674424629319293
Position 2086: 0.12377326903390133
Position 2421: 0.09479546731217564
Position 741: 0.048140065410255894
Position 4363: 0.04399426360762437
Position 4443: 0.029676518128341392
Position 2035: 0.02841602160422757
Position 1213: 0.026068802510754982
Position 2829: 0.01834290275474095
Position 143: 0.013651624141888828
Position 241: 0.013511899041451258
Position 2721: 0.01254376193539557
Position 1918: 0.012492448333215618
Position 1277: 0.010774650088438963
Position 409: 0.010755610767924691
Position 6000: 0.010542057511535185
Position 273: 0.0068134134113833275
Position 879: 0.004339458653037097
Position 1741: 0.004188014259508398
Position 3023: 0.00250339309004449
Position 2262: 0.001133432290524188
Position 2000: 0.0008329121785540364
Position 1422: 0.0008172792338961115
Position 1568: 0.0007614468858213977
Position 206: 0.0005427429848188296
Position 1125: 0.0005426499038745554
Position 276: 0.00022141349697801804
Position 766: 6.236091833764835e-05
Position 290: 5.972592077071948e-05
Position 809: 4.4278357271010775e-05
Position 193: 3.7570971916565716e-05
Position 747: 2.4605883066843637e-05
Position 411: 8.281559491108561e-06
Position 123: 7.674308657469024e-06
Position 173: 5.8116928435576765e-06
Position 326: 3.996043917506365e-06
Position 188: 2.124919245476916e-06
Position 150: 3.038874206024642e-07
Position 287: 2.8060452627568557e-08
