Gene = Apoc1
index = 130
Annotated 5SS: [ 52 250 773]
Annotated 3SS: [ 173  624 3023]
SMsplice 5SS: [ 52 270 548]
SMsplice 3SS: [173 410 624]
top_k =  100
Partition function (log Z): -4.0194761859319

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9560342632151674
Position 270: 0.6002904508502298
Position 548: 0.5698264562907243
Position 250: 0.392146227140072
Position 773: 0.3275851657843477
Position 555: 0.007644597069757163
Position 802: 0.006736033111354582
Position 68: 0.0010644454065457227
Position 534: 0.000571084059513767
Position 411: 0.000503284698660767
Position 472: 0.0004039992936345596
Position 432: 0.0003945157374046331
Position 105: 0.00021306069786608612
Position 158: 7.161553793230983e-05
Position 70: 6.825980201054185e-05
Position 56: 3.893222021030541e-05
Position 231: 3.31864576936666e-05
Position 102: 3.083347216558152e-05
Position 129: 6.422496904470011e-07
Position 126: 5.224288159776008e-07
Position 116: 2.888912872321313e-07
Position 289: 6.232365145301102e-08
Position 144: 2.6846818104633643e-08
Position 291: 1.7165122833882868e-08
Position 162: 1.2321118696875394e-08
Position 350: 8.70664351016558e-09
Position 175: 7.618779927977286e-09
Position 296: 4.639921174828361e-09
Position 228: 1.0464711993394187e-09
Position 216: 1.0181056907831692e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 173: 0.9422513737408477
Position 624: 0.6897624614419484
Position 410: 0.5563387112775211
Position 3023: 0.29010158266352165
Position 2899: 0.09432270715255069
Position 2573: 0.07614544008891712
Position 432: 0.056454615970750084
Position 1088: 0.04681138565612835
Position 641: 0.03517655745617826
Position 2915: 0.020892716477526652
Position 630: 0.01160527003922726
Position 190: 0.009700005127628378
Position 319: 0.009599204740423964
Position 911: 0.0054140881459441206
Position 1822: 0.0053185516167417925
Position 3037: 0.005255935042314329
Position 1966: 0.0031020673049205086
Position 466: 0.0010868432837065631
Position 139: 0.0009484465883596478
Position 234: 0.0007843209343967174
Position 461: 0.0006826265211491316
Position 487: 0.0005925805881645767
Position 521: 0.00037682677333347964
Position 196: 0.00033005068462015237
Position 444: 0.00024040670259396318
Position 349: 0.00015442380969073305
Position 524: 0.00010894482363869897
Position 472: 4.1963415023664955e-05
Position 325: 3.2715049525698776e-05
Position 249: 9.038383476164504e-06
Position 254: 8.581348944638763e-06
Position 121: 5.685290545107388e-06
Position 599: 1.6455536934383751e-06
Position 260: 1.1646328092853728e-07
Position 258: 1.1594448502117467e-07
