Gene = Myocos
index = 728
Annotated 5SS: [ 174 1184 3762]
Annotated 3SS: [ 1050  3621 10682]
SMsplice 5SS: [ 174 1184 1401 1719]
SMsplice 3SS: [1050 1308 1563 3621]
top_k =  100
Partition function (log Z): -6.680682540544981

Sorted 5' Splice Sites (High to Low Probability):
Position 174: 0.9377231583790298
Position 1719: 0.8304622288803777
Position 1184: 0.7470318031626617
Position 1401: 0.6073443789860956
Position 1215: 0.23279923203705336
Position 1430: 0.1723417431544898
Position 502: 0.12022454462029868
Position 1388: 0.10302405441467259
Position 3678: 0.05292557218638033
Position 3766: 0.04813400490634079
Position 3654: 0.039085126154245954
Position 559: 0.035022629201322465
Position 1769: 0.029730716197016133
Position 936: 0.0273235449143675
Position 1394: 0.01653910848929714
Position 92: 0.015237939957038435
Position 352: 0.009454833722323147
Position 3189: 0.00824827533538457
Position 107: 0.005693433787898116
Position 444: 0.005088602645349688
Position 1162: 0.004367181427960005
Position 1051: 0.0031311708946105
Position 551: 0.002752994178833728
Position 751: 0.0015982061346871957
Position 904: 0.0010643695079228794
Position 88: 0.0009484307315331931
Position 1723: 0.0006675930197315134
Position 2273: 9.58272317815924e-05
Position 22: 3.410341900130487e-05
Position 39: 2.778605673781294e-05
Position 209: 2.0398684005743064e-05
Position 230: 1.6212127540401627e-05
Position 43: 6.442538979132027e-06
Position 381: 6.209924108883469e-06
Position 83: 4.505880820296395e-06
Position 133: 1.302864702933896e-06
Position 189: 6.654526146703697e-07
Position 50: 3.7028767850022193e-07
Position 58: 2.7967180274868537e-07
Position 135: 9.408640184139422e-08
Position 244: 8.770614416187583e-08
Position 178: 5.237511684015832e-08
Position 185: 4.090030712150376e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1050: 0.9314013714424738
Position 1308: 0.9021159375302419
Position 3621: 0.8088520750784406
Position 1563: 0.6465904818106694
Position 1602: 0.13282863473082177
Position 3886: 0.08847548789832398
Position 320: 0.0832366794501737
Position 5114: 0.07999700748456756
Position 4550: 0.04679520896154314
Position 1624: 0.03894665676007618
Position 963: 0.03556601067073826
Position 3743: 0.030763229435007353
Position 6690: 0.02415473812154112
Position 935: 0.016610958164410078
Position 5731: 0.016446786351422268
Position 836: 0.016186938998527016
Position 5053: 0.015398572184501937
Position 371: 0.013331321397626135
Position 1641: 0.012190131510634474
Position 667: 0.011730925326831676
Position 1610: 0.01157046051149961
Position 4991: 0.011219057460837702
Position 1888: 0.010964804369303298
Position 432: 0.010180775529111863
Position 1667: 0.008358285802132407
Position 3117: 0.00824827533538457
Position 198: 0.00796736081199087
Position 482: 0.007226136637636836
Position 448: 0.007150622822008801
Position 1056: 0.005234848560970869
Position 3623: 0.004228655052636424
Position 1678: 0.003890225442259215
Position 814: 0.002454965285979691
Position 869: 0.0023247721608933383
Position 2133: 0.001943503565942646
Position 396: 0.0013447153376697316
Position 268: 0.0011421177408029606
Position 271: 0.0006849387220171761
Position 1358: 0.0004250690381984957
Position 325: 4.5075055073638114e-07
Position 1722: 6.19882664524961e-08
