Gene = Spcs2
index = 1011
Annotated 5SS: [  214 10002 10679 14278]
Annotated 3SS: [ 9917 10517 14142 19093]
SMsplice 5SS: [  214 10002 14278]
SMsplice 3SS: [ 9917 14217 19093]
top_k =  100
Partition function (log Z): -7.806831122853683

Sorted 5' Splice Sites (High to Low Probability):
Position 10002: 0.9995202505601488
Position 214: 0.8848521248636319
Position 14278: 0.8678386868878516
Position 11198: 0.4937730468917661
Position 2794: 0.18546270939563572
Position 12278: 0.1529063001719158
Position 2798: 0.15012292260132676
Position 2784: 0.1190428131825104
Position 268: 0.11365536224538486
Position 17382: 0.061047965415166265
Position 12587: 0.06077983128555223
Position 17387: 0.05588465571344943
Position 2565: 0.04190394509610583
Position 11937: 0.024698170311949808
Position 1275: 0.02283227758667289
Position 2779: 0.01458845321713525
Position 571: 0.014080673234488788
Position 2823: 0.012005197586912852
Position 3732: 0.008949813047318815
Position 10667: 0.006677409020975807
Position 200: 0.001373012823158263
Position 122: 9.646701721892425e-05
Position 10252: 8.090215644472606e-05
Position 10011: 4.561617076568179e-05
Position 67: 6.160843679175053e-06
Position 70: 4.535182924355833e-06
Position 409: 2.2116899548040428e-06
Position 114: 2.026534531915285e-06
Position 137: 1.8922361448413124e-06
Position 226: 1.7214439316759352e-06
Position 348: 1.260343985834599e-06
Position 149: 9.646564481850306e-07
Position 108: 5.880403021560418e-07
Position 418: 4.2113207241018906e-07
Position 327: 3.640702197874442e-07
Position 395: 3.46638421817886e-07
Position 392: 3.15081031106728e-07
Position 197: 2.2515695530496381e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9917: 0.9999962634907241
Position 14217: 0.8736749539038191
Position 19093: 0.8110443438496382
Position 2709: 0.43375030241949397
Position 11056: 0.3192604001192702
Position 12172: 0.15685688367580816
Position 17293: 0.1347608380634286
Position 11115: 0.10108741555504816
Position 2462: 0.07890873541502422
Position 10994: 0.07569394560379916
Position 12479: 0.06077983128555221
Position 17576: 0.05501275773784116
Position 14380: 0.03371653597002026
Position 11788: 0.02469817031194982
Position 18272: 0.024644826881305017
Position 16877: 0.015237417230171493
Position 1100: 0.014334214858795073
Position 492: 0.011720954883439605
Position 16581: 0.011332834105533951
Position 2731: 0.010450886819572408
Position 10517: 0.009666028853430566
Position 3625: 0.008949813047318815
Position 16121: 0.006521067997509688
Position 13644: 0.004660089259365376
Position 1058: 0.004631393693714277
Position 15524: 0.004604494182497594
Position 1214: 0.0037861321599876544
Position 392: 0.0022580843857517214
Position 437: 7.981362610636687e-05
Position 1115: 5.4695950382640604e-05
Position 1153: 2.6530874839244245e-05
Position 405: 2.3364632855536895e-05
Position 2635: 1.4087758524847746e-05
Position 2642: 3.530931575402557e-06
