Gene = Ctu1
index = 306
Annotated 5SS: [  60 3631]
Annotated 3SS: [3087 4410]
SMsplice 5SS: [  60 3234]
SMsplice 3SS: [3087 4410]
top_k =  100
Partition function (log Z): -9.004979592695607

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.8222090863486314
Position 3234: 0.44853675444947916
Position 3631: 0.25367764035762036
Position 4065: 0.14961147982190667
Position 1125: 0.13929951932283552
Position 124: 0.04026165445159869
Position 226: 0.03152718206541098
Position 583: 0.02476994999789136
Position 3595: 0.020794647048849448
Position 4529: 0.01977592793519595
Position 614: 0.016175020809439777
Position 3181: 0.01569755241656045
Position 3197: 0.014409446656408146
Position 5692: 0.012853920648412452
Position 2385: 0.007183802533132702
Position 3337: 0.0067110284475267725
Position 2288: 0.005913305277862052
Position 548: 0.005451255171139201
Position 434: 0.005391267505571265
Position 3288: 0.005230985638914072
Position 2679: 0.004000420436847647
Position 3172: 0.00394146726164191
Position 2315: 0.003740652631129399
Position 779: 0.0026080806401428077
Position 271: 0.001661894322580576
Position 194: 0.0012014364291806194
Position 1377: 0.001128845422179523
Position 2270: 0.0010499464858530591
Position 104: 0.0007665900977015584
Position 169: 2.9694354726863335e-05
Position 223: 2.4548524560841693e-05
Position 81: 1.1187989341102001e-05
Position 189: 6.4020618460159055e-06
Position 256: 6.15146819439479e-06
Position 38: 6.049784939349526e-06
Position 214: 3.502123442093195e-06
Position 159: 2.784042603245145e-06
Position 64: 6.00699441427653e-08
Position 66: 5.198642231368834e-08
Position 26: 4.4871186169198886e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3087: 0.7934345936553863
Position 4410: 0.7370849214199398
Position 3520: 0.16497314933972146
Position 3860: 0.1361374608861723
Position 3931: 0.04360349822205227
Position 293: 0.040469985438972726
Position 1010: 0.02477764569247312
Position 5622: 0.01977592793519595
Position 2093: 0.01646856185977024
Position 6012: 0.012853920648412474
Position 851: 0.010992740545949868
Position 477: 0.010282210571472994
Position 336: 0.010191168551220608
Position 1036: 0.0066038064295763435
Position 3047: 0.006499926541997334
Position 1038: 0.0056192684890826695
Position 2507: 0.005562362357048913
Position 1043: 0.005154163219069067
Position 3967: 0.00489020471777533
Position 2258: 0.0028406988756226196
Position 2958: 0.002576185100024333
Position 3122: 0.0018584588166269816
Position 2842: 0.0015638682005616837
Position 1145: 0.0011288454221795223
Position 205: 0.00032766497254506274
