Gene = Nmu
index = 755
Annotated 5SS: [  234  5438 13677 18350 19725 19867 23027 26351 27966]
Annotated 3SS: [ 5378 13628 18289 19694 19815 22957 26296 27925 30110]
SMsplice 5SS: [  234  5494  8692 13677 18350]
SMsplice 3SS: [ 5378  8577 13599 18289 30110]
top_k =  100
Partition function (log Z): -14.140872487937425

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9977504982895558
Position 8692: 0.7615321478673966
Position 418: 0.501965953463194
Position 5494: 0.49967261877778624
Position 5438: 0.48904338753536736
Position 854: 0.3667734822523991
Position 718: 0.10187267453024387
Position 518: 0.06410230511478833
Position 622: 0.05518327190423563
Position 5789: 0.021020083428547755
Position 1226: 0.014251302379846332
Position 5458: 0.009655203575669152
Position 817: 0.006701142414397591
Position 4155: 0.005751249357516896
Position 5739: 0.004027057602433386
Position 6017: 0.0031969423598231838
Position 76: 0.0019263453341231205
Position 401: 0.0010763348451367314
Position 83: 0.0004318257184342923
Position 148: 6.9324989925790765e-06
Position 216: 6.141114590242649e-06
Position 132: 5.1864465478390145e-06
Position 138: 4.775020556635704e-06
Position 118: 4.183987417619669e-06
Position 90: 3.0352472816430624e-06
Position 190: 1.1740159155875166e-06
Position 5: 7.17319867491766e-07
Position 7: 9.589577469881329e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5378: 0.9890458971767115
Position 8577: 0.9300949803332784
Position 355: 0.5332644717435956
Position 487: 0.3700192039462306
Position 13343: 0.18831244995335397
Position 13599: 0.18339263265669625
Position 10015: 0.1362794956657358
Position 761: 0.1202014231433344
Position 12883: 0.10663478411047038
Position 13628: 0.09542782605868158
Position 737: 0.03853957828356069
Position 5609: 0.02500455637063249
Position 11375: 0.023041583729687936
Position 12159: 0.019803994583555775
Position 297: 0.017289584999042405
Position 12135: 0.01545960775404065
Position 5900: 0.015241953185698934
Position 11698: 0.015016055368377728
Position 963: 0.01446351569450286
Position 10491: 0.013078505825544377
Position 5083: 0.010451606269490508
Position 7650: 0.0094961831310532
Position 689: 0.007328982730726319
Position 3944: 0.005751249357516916
Position 9967: 0.004910386876788183
Position 374: 0.004450745424248485
Position 6902: 0.004262154285334738
Position 517: 0.0036612520831637452
Position 8894: 0.0026902912580904423
Position 155: 0.0018794749446235483
Position 378: 0.000926469070088539
Position 143: 0.00031894733372102524
Position 629: 6.691810627860321e-05
Position 621: 6.413555416409892e-05
Position 649: 3.975998605814387e-05
Position 539: 2.067823521717768e-05
Position 398: 1.3149904700443914e-05
Position 390: 1.1154724369600666e-05
Position 221: 8.608736030378614e-06
Position 413: 1.53605007321577e-06
Position 233: 1.57859783061344e-07
Position 74: 7.134646574257293e-08
Position 112: 2.7385815360606475e-08
Position 128: 2.6399819157235282e-08
Position 417: 5.332622138397385e-10
Position 82: 3.5503988403518505e-11
Position 90: 3.451334820582438e-11
Position 97: 3.023740993568072e-11
Position 115: 1.5112468773882777e-11
Position 95: 1.0333532220646468e-11
Position 107: 2.4728292789541827e-12
Position 125: 4.922455733736267e-14
