Gene = Kri1
index = 611
Annotated 5SS: [  110   271  1391  2729  5796  5921  6155  6308  6928  7607  7806  8609
 11410 11585 11915 12126 12533 12701]
Annotated 3SS: [  196  1284  2601  5740  5870  6057  6229  6799  7479  7709  8437 11333
 11495 11787 11994 12467 12601 13720]
SMsplice 5SS: [  110   271  1391  2729  5921  6155  6308  6928  7806  8609 11410 11585
 11915 12126 12533 12701]
SMsplice 3SS: [  196  1284  2601  5740  6057  6229  6765  7709  8437 11333 11495 11787
 11994 12467 12601 13720]
top_k =  100
Partition function (log Z): 33.16129069066581

Sorted 5' Splice Sites (High to Low Probability):
Position 2729: 1.0000000000000022
Position 7806: 0.992970151084716
Position 11410: 0.9927529555471394
Position 110: 0.9835492836326866
Position 271: 0.981197099024426
Position 1391: 0.9732074581171689
Position 11915: 0.9258758651525045
Position 5921: 0.9169226132438493
Position 11585: 0.8895711142613361
Position 6155: 0.8589317596284073
Position 8609: 0.8509742418313275
Position 6308: 0.7584345717956628
Position 6928: 0.7240663518145635
Position 12533: 0.6987110641552671
Position 12126: 0.5992031299279519
Position 12701: 0.5581177215602896
Position 12080: 0.22165631387843157
Position 8325: 0.15043667469913083
Position 8532: 0.1439531024241344
Position 5796: 0.14166642705186464
Position 2166: 0.13920724000189885
Position 7570: 0.13005223395759719
Position 6965: 0.0845925994894873
Position 7625: 0.05208309095278206
Position 12547: 0.049402373300444086
Position 11920: 0.0479663799060951
Position 12285: 0.04665632098785081
Position 11611: 0.04269645724906528
Position 7607: 0.041966303421647554
Position 9281: 0.04017262516433616
Position 12180: 0.039458555795552186
Position 7912: 0.03926656748826374
Position 6441: 0.031517946344130805
Position 8857: 0.03042172841123102
Position 11600: 0.024009094491596435
Position 481: 0.023573293526260232
Position 12755: 0.02181300500437401
Position 12201: 0.017281867465367987
Position 11565: 0.014063404531951689
Position 8693: 0.012982747663082474
Position 12784: 0.012882130927869148
Position 12329: 0.007874056443362077
Position 92: 0.007138418278884068
Position 2458: 0.006371073180443664
Position 296: 0.005870536804581086
Position 8298: 0.005202761347299694
Position 114: 0.004618152459736275
Position 10051: 0.004393272859658948
Position 307: 0.004035470499290689
Position 11865: 0.003421853074557846
Position 1880: 0.002323663243944696
Position 11615: 0.001065796701691249
Position 49: 0.0008704682703298124
Position 1453: 0.0008568436492716268
Position 268: 0.0008278302717232751
Position 2202: 0.000607287788703388
Position 139: 0.0005978506740385109
Position 11598: 0.0005824896250676864
Position 1183: 0.00043065346244426455
Position 2072: 0.00037938470743091644
Position 11904: 0.00037511606950246497
Position 1137: 0.00035009588090492347
Position 2163: 0.0003023388016860721
Position 6108: 5.1156415973033955e-05
Position 11884: 4.614139877024099e-05
Position 80: 4.399985414360218e-06
Position 39: 3.8745324267960945e-06
Position 60: 3.5404821620692844e-06
Position 158: 1.8195054298218886e-06
Position 164: 8.019849981099189e-07
Position 223: 6.538745106275665e-07
Position 153: 3.020463049177763e-07
Position 141: 1.413466387508472e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7709: 0.9985170982523118
Position 196: 0.990305362650575
Position 2601: 0.9890386238826322
Position 8437: 0.981073243007054
Position 11787: 0.9699293631199231
Position 11495: 0.9661852817124107
Position 1284: 0.9390053263489776
Position 11994: 0.9222545412153905
Position 13720: 0.9162933744023031
Position 11333: 0.9090462492156168
Position 5740: 0.8924500601391899
Position 12467: 0.8004306366484502
Position 6057: 0.7770570715919519
Position 6229: 0.6221680255898059
Position 12601: 0.5574258229838058
Position 6765: 0.4375664244743606
Position 6799: 0.3521051124194698
Position 7479: 0.21925064663535368
Position 5870: 0.14027956310979908
Position 6013: 0.1183953171965037
Position 8133: 0.10790123454486185
Position 11314: 0.08861976142247638
Position 2038: 0.07704104376981025
Position 6235: 0.0630204301845961
Position 14190: 0.05078072985001397
Position 9143: 0.040172625164336194
Position 8685: 0.03829840247960221
Position 1879: 0.03452316541827196
Position 6374: 0.031536610215808024
Position 7871: 0.03152977696382208
Position 5672: 0.03055370823273005
Position 1174: 0.018898954170641864
Position 12247: 0.01838134759232864
Position 8138: 0.012671044514725179
Position 6265: 0.01188176870856091
Position 1965: 0.011211342042820496
Position 6081: 0.011098544331123788
Position 8287: 0.011029759924222025
Position 8252: 0.010723486461231207
Position 6723: 0.01003487116053773
Position 8184: 0.009970572813490636
Position 2619: 0.009335346473332198
Position 8440: 0.009318030946536902
Position 6830: 0.008933879378005218
Position 402: 0.008660552192525931
Position 1302: 0.008140597810527117
Position 6242: 0.007369087094341727
Position 8443: 0.007350721598772803
Position 373: 0.007237260677558572
Position 1990: 0.006610085645454148
Position 7273: 0.0063321653729329465
Position 11810: 0.005596325722377191
Position 1299: 0.005132832283596791
Position 2044: 0.004563127516965342
Position 12021: 0.004514417912004823
Position 9919: 0.004393272859658948
Position 2040: 0.0038413785152589136
Position 354: 0.0037043797152403785
Position 2118: 0.0027061083911378504
Position 8226: 0.0022989848044168222
Position 8411: 0.0022250346018235115
Position 2282: 0.0021754731462122834
Position 13230: 0.0017471013336811615
Position 5396: 0.00173295195715405
Position 1699: 0.0016456739914659283
Position 2607: 0.0016260296440365946
Position 2234: 0.0015726033755704809
Position 2347: 0.0014667950211440354
Position 1305: 0.0012153832650186075
Position 12002: 0.001207380122764634
Position 7960: 0.0010484719959448286
Position 11667: 0.0010090660265076458
Position 1256: 0.0009223578413502418
Position 202: 0.0008641862704044637
Position 11848: 0.0008206702507405054
Position 375: 0.0006211362655249606
Position 2419: 0.0006135292267525686
Position 11530: 0.0005575442754965513
Position 2328: 0.0005426724107642957
Position 239: 0.00047348437200333496
Position 1319: 0.0004594292310242803
Position 955: 0.0003678216348896368
Position 7878: 0.0003550705852698022
Position 1567: 0.00035505421464449857
Position 7873: 0.0003444200290275679
Position 1647: 0.0003229350378342649
Position 1309: 0.00030286366948132325
Position 1110: 0.0002995988424204721
Position 347: 0.00026452290109486214
Position 11534: 0.00023257212796723762
