Gene = D3Ertd751e
index = 315
Annotated 5SS: [   72  2195  4111  6116 11023 11306]
Annotated 3SS: [ 2077  3929  6054 10970 11105 13430]
SMsplice 5SS: [ 408 4111 6116]
SMsplice 3SS: [ 3929  5908 13430]
top_k =  100
Partition function (log Z): -11.672845475942115

Sorted 5' Splice Sites (High to Low Probability):
Position 4111: 0.9580011011020668
Position 6116: 0.9310867272792981
Position 408: 0.7215831255216761
Position 72: 0.4917666529420691
Position 4314: 0.30732466297052896
Position 2220: 0.2253626666047324
Position 2195: 0.15517452285520916
Position 4677: 0.09960709450951294
Position 879: 0.038724925148309684
Position 246: 0.01776615357964898
Position 228: 0.015166334122714219
Position 4587: 0.007797280642501228
Position 962: 0.006483427947336957
Position 149: 0.005124566241846974
Position 224: 0.002000428516044397
Position 114: 0.0007114246887338547
Position 23: 0.0006064644899195155
Position 61: 0.0003465232135188856
Position 256: 0.00014027996221528145
Position 77: 0.0001236252219934549
Position 59: 7.145091762748623e-05
Position 65: 4.4789636686905754e-05
Position 125: 2.2935199486586534e-05
Position 27: 1.9289642728165064e-05
Position 75: 1.4254773416702421e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.9580011011020668
Position 5908: 0.7452528466636018
Position 13430: 0.5475706494568386
Position 2077: 0.35042159618998314
Position 4195: 0.29891324810462416
Position 190: 0.18299521051145573
Position 5878: 0.13985893780649458
Position 6773: 0.12721371097626144
Position 9093: 0.11205859694539387
Position 4528: 0.10146047946121053
Position 6054: 0.08234220705985286
Position 277: 0.06760342167645764
Position 9973: 0.04391136831833584
Position 9690: 0.038865859606686926
Position 8924: 0.03273620014189643
Position 2099: 0.027308303469217986
Position 322: 0.01885760355067605
Position 7381: 0.01439100735022228
Position 7493: 0.014314058363791425
Position 4226: 0.013781298958380053
Position 297: 0.012003132007924239
Position 6516: 0.008682419839196124
Position 8717: 0.007775060026989357
Position 6787: 0.007379460658734945
Position 4414: 0.005556871105082976
Position 176: 0.004732060256854866
Position 772: 0.003104190264934724
Position 4586: 0.003062702887874463
Position 282: 0.0029851369183898587
Position 2062: 0.0028072898007401167
Position 685: 0.0025046746127803613
Position 731: 0.0020119572508768965
Position 843: 0.0013093026864740463
Position 666: 0.0008596788408702294
Position 794: 0.0008047590503541443
Position 846: 0.0006745742521688214
Position 2341: 0.0005565839447794168
Position 791: 0.0002192365911451115
Position 500: 0.00018391102020234133
