Gene = Itln1
index = 596
Annotated 5SS: [  74  541 1929 3789 4261 4801 6174]
Annotated 3SS: [  476  1829  3540  4101  4679  6069 16900]
SMsplice 5SS: [ 141 1929 3789 4200 4801 6174]
SMsplice 3SS: [ 1829  3540  4101  4679  6069 16900]
top_k =  100
Partition function (log Z): -0.3331874127637744

Sorted 5' Splice Sites (High to Low Probability):
Position 4801: 0.9723658773261509
Position 6174: 0.9701489039734764
Position 1929: 0.9509020093100767
Position 4200: 0.8452073835019537
Position 3789: 0.6115028682209729
Position 541: 0.48543351431917786
Position 141: 0.4223749902001406
Position 154: 0.19068817231661853
Position 74: 0.17843766342599077
Position 4261: 0.14328190294471993
Position 10165: 0.14245072684498628
Position 557: 0.11531883464075428
Position 3610: 0.09894739469973987
Position 3830: 0.0987688918441456
Position 3945: 0.09635671308255296
Position 1484: 0.06702225419956208
Position 1415: 0.04865945445783321
Position 100: 0.04261303984596014
Position 1467: 0.025527372666438126
Position 6937: 0.02357996213898419
Position 5243: 0.022928755501836928
Position 3669: 0.016528537942798932
Position 3419: 0.013741700754147778
Position 5416: 0.011896239137714343
Position 7865: 0.01040569457622061
Position 5948: 0.006597725753411826
Position 5578: 0.00591242610413255
Position 3775: 0.005701297011608621
Position 4756: 0.00531878336532925
Position 3673: 0.004858608075659061
Position 3232: 0.003893915015340212
Position 5250: 0.003065677394070019
Position 998: 0.0026360547758830255
Position 106: 0.002353794671864826
Position 4313: 0.0020786322248348803
Position 6439: 0.0020521956768102347
Position 6932: 0.0017329245094890693
Position 269: 0.0017193347984853105
Position 19: 0.001384919020349761
Position 4322: 0.0011507369053898936
Position 4515: 0.0010106276707175232
Position 61: 0.0004820747002922799
Position 903: 0.0003925768222617957
Position 114: 0.00020749261475508444
Position 1038: 0.00020347851143034018
Position 112: 0.0001916815595781979
Position 274: 0.0001290502955820555
Position 1274: 0.00011310870332426863
Position 993: 9.427381786775167e-05
Position 1124: 3.626564720365301e-05
Position 308: 3.5055297667793906e-05
Position 83: 3.0313128653402885e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 6069: 0.991162706445004
Position 4679: 0.9621551255686546
Position 4101: 0.9593909604273849
Position 3540: 0.8573353546270455
Position 1829: 0.8241624114357147
Position 476: 0.44137051310448155
Position 13585: 0.2890276034368746
Position 7042: 0.1951117044318068
Position 9169: 0.1883609910006584
Position 10008: 0.1629406134012274
Position 1363: 0.15012920028451537
Position 11891: 0.1230505705962025
Position 1887: 0.05131382080147605
Position 11703: 0.044055834989621415
Position 11674: 0.04368609748203356
Position 1503: 0.04110951499333909
Position 10467: 0.035936522721778066
Position 3609: 0.032781353538590616
Position 4125: 0.032327381399115715
Position 6796: 0.029890602187568893
Position 1736: 0.02539614311886521
Position 3885: 0.02201293876265349
Position 5122: 0.015895810705339054
Position 7729: 0.014820883687205251
Position 6755: 0.014627151049729635
Position 3762: 0.014433145447864431
Position 3317: 0.013741700754147781
Position 4682: 0.008989803698482795
Position 8733: 0.008521213036805784
Position 5300: 0.007251631507363477
Position 5809: 0.006597725753411826
Position 3936: 0.006101832251721702
Position 5448: 0.00591242610413255
Position 5331: 0.004644607630350878
Position 5111: 0.004265109590005522
Position 4611: 0.004233739856280197
Position 3199: 0.00389391501534021
Position 5157: 0.003314776782816357
Position 865: 0.0029431779613991026
Position 7902: 0.002931307163140733
Position 5128: 0.0025187358177460226
Position 4615: 0.0025098690742838222
Position 6341: 0.001981277047969723
Position 6287: 0.001773081050963941
Position 6609: 0.001756058881149785
Position 4347: 0.0010106276707175239
Position 6284: 0.0005128639681283487
Position 898: 0.00017260016638184777
Position 444: 0.00016815627567317266
Position 1128: 0.00011310870332426859
Position 396: 3.418146945142321e-05
Position 712: 3.1935332823132395e-05
Position 382: 2.209114105705044e-05
Position 526: 1.9744525646112472e-05
Position 4577: 1.944763587605734e-05
Position 205: 4.801283168084429e-08
Position 250: 4.755320994860455e-08
Position 225: 3.6696795422467375e-08
Position 255: 1.884869506780553e-08
Position 231: 1.675489304532684e-08
Position 227: 1.2567181451043316e-08
