Gene = Taf10
index = 1055
Annotated 5SS: [ 275  532  934 1136]
Annotated 3SS: [ 376  868 1020 1297]
SMsplice 5SS: [ 275  532  934 1136]
SMsplice 3SS: [ 376  868 1020 1297]
top_k =  100
Partition function (log Z): 3.3823837374754335

Sorted 5' Splice Sites (High to Low Probability):
Position 275: 0.9516932830373237
Position 532: 0.9095786741581214
Position 1136: 0.7545201606758796
Position 1404: 0.7433014773931469
Position 2393: 0.6075520065382473
Position 934: 0.6011065167921535
Position 1870: 0.4569604572243966
Position 953: 0.3746919379286199
Position 1216: 0.1894627273675762
Position 1925: 0.0850855056795172
Position 3230: 0.0633077999039339
Position 1549: 0.061684195861354256
Position 3481: 0.04619880309502318
Position 295: 0.04548385689783329
Position 1348: 0.04312070220920432
Position 3458: 0.037256977470749825
Position 1138: 0.015606667951197865
Position 1422: 0.010455205601767437
Position 3485: 0.006286911574916091
Position 938: 0.004885015698654512
Position 1901: 0.004377496668580144
Position 1361: 0.0034369591562610543
Position 1162: 0.0024287803171169414
Position 2800: 0.001616485168305628
Position 107: 0.0014615053380347591
Position 463: 0.001228683165163626
Position 472: 0.0008467929899691456
Position 477: 0.0003681994508730391
Position 746: 0.0003271315791170461
Position 475: 0.00014211282065587077
Position 973: 8.35723204275903e-05
Position 961: 8.172178671465142e-05
Position 100: 7.003157420367307e-05
Position 594: 2.9279427099833238e-05
Position 569: 2.7312719884093782e-05
Position 510: 2.099874593101999e-05
Position 420: 1.6234820457831934e-05
Position 633: 1.5273473792418623e-05
Position 121: 1.2031865310634209e-05
Position 208: 1.0469082844018616e-05
Position 123: 2.9687706142608283e-06
Position 232: 1.645739893094207e-06
Position 322: 1.3955242908510723e-06
Position 199: 9.416366650192715e-07
Position 89: 6.914530457915286e-07
Position 18: 1.0937126163190014e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1297: 0.9680995252189739
Position 868: 0.9028943994326906
Position 1020: 0.9021821009677345
Position 376: 0.8962555047261794
Position 2270: 0.5967530509167559
Position 1760: 0.43830738316751866
Position 3535: 0.2708726412188219
Position 3558: 0.2708276808088273
Position 2624: 0.14171504293066098
Position 2928: 0.11475890443319872
Position 1723: 0.08238342506122544
Position 745: 0.07301459711951672
Position 3306: 0.06166202939833729
Position 3405: 0.052078385333934114
Position 2225: 0.03900590392150135
Position 1040: 0.03859855328681911
Position 4496: 0.032373575657933716
Position 4609: 0.023140441284210975
Position 2828: 0.016219877638102082
Position 3777: 0.015775625603341975
Position 3730: 0.01571891743700059
Position 388: 0.013573855432702911
Position 1641: 0.012111131418206394
Position 1084: 0.010259578105807205
Position 1061: 0.007710208047964146
Position 2080: 0.007317056392228464
Position 654: 0.0029899494612227124
Position 2046: 0.0028393785733300536
Position 1727: 0.002619329956673624
Position 1546: 0.0011126293008815228
Position 1344: 0.0010290123776734979
Position 800: 0.0010286246452488237
Position 1654: 0.001014612864835663
Position 1676: 0.0009699012926919784
Position 1465: 0.0008719725709072879
Position 1048: 0.0007714832035194253
Position 698: 0.0006949384259963178
Position 510: 0.0006427765812534652
Position 875: 0.0005670582843348126
Position 813: 0.0005661186865386796
Position 828: 0.00048406097032363055
Position 2199: 0.00044509110228389056
Position 1271: 0.0004299328163130001
Position 446: 0.00039105742324086265
Position 411: 0.00035289609869119167
Position 817: 0.0002684251669234805
Position 669: 0.0002219237063582026
Position 2139: 0.0001885248490346475
Position 917: 0.00017930398557205917
Position 788: 0.00013586962414322075
Position 760: 0.00013266372005785342
Position 493: 0.00011142428331860365
Position 604: 6.155993458894735e-05
Position 516: 3.930837301732131e-05
Position 460: 2.5571597502752258e-05
Position 463: 2.404952607046154e-05
Position 190: 1.94969511868605e-05
Position 187: 7.909686279211865e-06
Position 482: 6.829024851784627e-07
Position 475: 6.458830825070902e-07
Position 468: 1.5538233935933252e-08
Position 321: 4.424571577733987e-09
