Gene = Tpbg
index = 1134
Annotated 5SS: [213]
Annotated 3SS: [1270]
SMsplice 5SS: [213]
SMsplice 3SS: [1270]
top_k =  100
Partition function (log Z): -9.601821236925739

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.8239213392204688
Position 576: 0.4593358665210444
Position 1383: 0.43214711519147064
Position 602: 0.05666638065138166
Position 1115: 0.04114876706848986
Position 2006: 0.03741030493732408
Position 849: 0.01944261454534455
Position 87: 0.0048233963247762204
Position 568: 0.004577773120576434
Position 184: 0.0029523437764567887
Position 349: 0.0025594083524371506
Position 170: 0.001436633277441896
Position 972: 0.0013909675217228705
Position 912: 0.0013862717959972658
Position 464: 0.0005290071284149986
Position 1080: 0.0004607437506222859
Position 206: 0.0003050042736925274
Position 386: 0.00013612101921607733
Position 195: 2.085419771911472e-05
Position 156: 1.7540745354840224e-05
Position 200: 2.7578166564721786e-08
Position 94: 1.5879201931347527e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1270: 0.7995453397395162
Position 455: 0.19865406164800295
Position 1905: 0.12602889900712191
Position 2950: 0.10320307827540555
Position 320: 0.09987901080234456
Position 1703: 0.09110999474568598
Position 2072: 0.07043789912042775
Position 3134: 0.046502371545011155
Position 911: 0.04500670168164061
Position 416: 0.03837939340015809
Position 2695: 0.037495036328699126
Position 1738: 0.036751621891966756
Position 1495: 0.028443842017728364
Position 740: 0.022640834057370784
Position 2822: 0.022337997973823274
Position 2093: 0.02155421984268445
Position 364: 0.017793544143152245
Position 4473: 0.016744377230561235
Position 4504: 0.014614185539190779
Position 560: 0.013754441734852744
Position 1941: 0.007109320087930003
Position 507: 0.006774815828319293
Position 1764: 0.004302228431769417
Position 1544: 0.0038729875443926187
Position 383: 0.003633827919552396
Position 510: 0.003431179346007516
Position 513: 0.0030410183678049665
Position 975: 0.0025331868363616078
Position 494: 0.001161872288767043
Position 385: 0.0008999387904456686
Position 644: 0.000791952417430169
Position 380: 0.0007296753774081643
Position 951: 0.0007188570281455111
Position 463: 0.00046575123150660987
Position 338: 0.00029704202138875445
Position 473: 1.724345760090945e-05
Position 325: 8.957009820400856e-06
Position 333: 1.7609761217560454e-06
Position 153: 3.119120225373736e-08
