Gene = Ino80e
index = 578
Annotated 5SS: [ 134  363  599 3965 4163 4613]
Annotated 3SS: [ 291  545 3885 4050 4495 8846]
SMsplice 5SS: [ 134  363 3965 4163 4613]
SMsplice 3SS: [ 291 3885 4050 4495 8846]
top_k =  100
Partition function (log Z): 4.916063159000235

Sorted 5' Splice Sites (High to Low Probability):
Position 363: 0.9950476691657958
Position 4613: 0.9856794339154343
Position 134: 0.9831863791299652
Position 3965: 0.9521907345713146
Position 4163: 0.9249432767929909
Position 599: 0.6547621041604217
Position 4916: 0.3965059913802325
Position 2107: 0.16428928245242674
Position 7746: 0.06450548282533572
Position 4236: 0.0638193792458941
Position 213: 0.01287134565138685
Position 204: 0.0020643249356048343
Position 467: 0.002018526700708755
Position 490: 0.001809748604534336
Position 164: 0.0011486789419226245
Position 346: 0.0009761268333970339
Position 4295: 0.00042243610823589387
Position 154: 0.00025202635828468916
Position 121: 0.00016882492160252583
Position 4623: 0.0001397377457174397
Position 146: 0.00011214959096984011
Position 138: 0.0001105934989741983
Position 392: 6.589563194114902e-05
Position 422: 4.362780862240346e-05
Position 191: 4.055733060069462e-05
Position 375: 3.03074630950718e-05
Position 201: 1.5345786166540396e-05
Position 217: 1.0040083466400572e-05
Position 162: 8.5111357568474e-06
Position 471: 8.468529479349346e-06
Position 12: 4.522809298419368e-06
Position 77: 3.656824986213437e-06
Position 157: 1.2943022433848827e-06
Position 229: 5.996487147874795e-07
Position 50: 4.996762409550369e-07
Position 35: 2.786362373027216e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9487099877420325
Position 3885: 0.8587199950707094
Position 4050: 0.855117298364216
Position 4786: 0.4863323377589849
Position 4495: 0.48229095756448376
Position 556: 0.3399495566063546
Position 545: 0.2962928388007268
Position 4546: 0.24497310952599166
Position 4383: 0.24330380392050333
Position 8846: 0.24244546028818112
Position 8954: 0.19947512567112416
Position 8993: 0.17504679755387115
Position 7964: 0.1273668390999811
Position 2055: 0.08246664642240303
Position 4115: 0.06731868558647351
Position 7666: 0.06450548282533569
Position 3830: 0.060231702237935045
Position 4092: 0.05167506772748946
Position 270: 0.04660860854792859
Position 5807: 0.04630862197096217
Position 1847: 0.045299459945858295
Position 8711: 0.04359483048668738
Position 3823: 0.03534849731391255
Position 8776: 0.026495489560316672
Position 8505: 0.024184989566331593
Position 4327: 0.019099689953278366
Position 433: 0.01363096699223472
Position 2069: 0.01294221399080929
Position 1963: 0.012927252317987453
Position 1886: 0.010653709775368697
Position 7144: 0.010016987902997725
Position 4129: 0.008138886596609446
Position 5259: 0.005772088544296918
Position 4054: 0.0048256938210910665
Position 294: 0.004090822709155187
Position 5838: 0.003050509887631772
Position 570: 0.0028340740465166224
Position 4830: 0.002295000376796733
Position 479: 0.0018399866797862677
Position 209: 0.00026924136455118224
Position 4386: 0.0002173604550151524
Position 309: 0.00015295746237931418
Position 489: 0.0001199038810841851
Position 451: 8.614914949827235e-05
Position 300: 6.407271628096811e-05
Position 4333: 5.397766625986485e-05
Position 315: 5.281363761200018e-05
Position 457: 1.2481194537565056e-05
Position 224: 1.1973294832233748e-05
Position 220: 9.585930946476624e-06
Position 312: 8.35022798290078e-06
Position 403: 6.611907361697836e-06
Position 345: 5.161146628520742e-06
Position 320: 3.1401056577878913e-06
Position 217: 1.677877629543352e-06
Position 4734: 1.1852876889147318e-06
Position 226: 5.56132482419385e-07
Position 360: 2.9627631159383147e-07
Position 355: 2.880626399235502e-07
Position 324: 1.66726791484129e-09
