Gene = 1700031L13Rik
index = 17
Annotated 5SS: [105]
Annotated 3SS: [1595]
SMsplice 5SS: [407]
SMsplice 3SS: [622]
top_k =  100
Partition function (log Z): -9.634515885042688

Sorted 5' Splice Sites (High to Low Probability):
Position 407: 0.9896230326000932
Position 1419: 0.04536025641813891
Position 1322: 0.031054929897821725
Position 115: 0.030804237726801725
Position 1233: 0.02404845700853953
Position 1500: 0.005753410727164625
Position 203: 0.0006989547216994471
Position 146: 0.0004462964367790303
Position 44: 0.0002897756718808025
Position 95: 0.0001889096634651561
Position 89: 0.0001242706346135686
Position 4: 9.402489893301278e-05
Position 105: 5.228316038926275e-05
Position 48: 1.6118621091485907e-05
Position 260: 1.0616936405885862e-05
Position 16: 9.72994494360034e-06
Position 314: 3.515350642765749e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1850: 0.239567674819081
Position 622: 0.22499391412757935
Position 1153: 0.0932736864363865
Position 1595: 0.0811339295849696
Position 472: 0.07330523519115738
Position 2104: 0.06745882645111581
Position 1461: 0.04831380520579018
Position 1085: 0.04748424862857671
Position 1694: 0.04088303507935606
Position 635: 0.028118492242079116
Position 1206: 0.02753401837324477
Position 328: 0.019625179033037784
Position 833: 0.017589310519707715
Position 2085: 0.015631858967476483
Position 519: 0.010925123498030665
Position 2156: 0.009345366840890762
Position 1296: 0.009135826604911915
Position 680: 0.008964867643651469
Position 596: 0.008413594517235966
Position 1641: 0.006552318312103666
Position 1369: 0.006414065240761707
Position 649: 0.005652976383393346
Position 486: 0.005452048189954286
Position 1114: 0.004830173461809975
Position 1040: 0.003530380917744901
Position 943: 0.003118642650039775
Position 1122: 0.00304068886913827
Position 2176: 0.0029629389381377338
Position 2288: 0.002011414230718126
Position 1540: 0.001810947280297679
Position 1223: 0.0017430758598401923
Position 260: 0.0016752200606340842
Position 2236: 0.0016181145893145665
Position 1006: 0.0013770739137965054
Position 537: 0.0009994426905463982
Position 305: 0.0009821516800438046
Position 1183: 0.0009540917157569525
Position 1157: 0.0006719833230869694
Position 217: 0.00035829815320661596
Position 240: 0.0003057542562511479
Position 396: 0.00026368224847884915
Position 192: 0.00014141776035096708
Position 135: 0.00012999059827152446
Position 286: 9.419605109685528e-05
Position 1216: 7.993639114541327e-05
Position 307: 6.235733338452058e-05
Position 143: 3.950848317402486e-05
Position 373: 4.530193222110592e-06
Position 168: 1.717967781011742e-07
Position 173: 7.126706890775933e-08
