Gene = Scg3
index = 951
Annotated 5SS: [  422  1119  1783  2093  7388  8712 14842 18403 20864 22804 32426]
Annotated 3SS: [ 1065  1736  1876  7244  8561 14663 18285 20779 22665 32344 40111]
SMsplice 5SS: [  422  1119  1783  2093  7388  8712 14842 17344 18367 20864 32426 38215]
SMsplice 3SS: [ 1005  1736  1876  7244  8561 14663 17194 18285 20779 32344 38106 40111]
top_k =  100
Partition function (log Z): 8.623775131313534

Sorted 5' Splice Sites (High to Low Probability):
Position 8712: 1.0000000000000002
Position 7388: 0.9999999999999998
Position 422: 0.994131015419899
Position 2093: 0.9933673087576183
Position 32426: 0.9930328777721815
Position 14842: 0.9811054207770291
Position 20864: 0.969733024770078
Position 18367: 0.8993872931087795
Position 1783: 0.8176661517525519
Position 1119: 0.6801941935399854
Position 25097: 0.5279184623309837
Position 38215: 0.5265200592347145
Position 17344: 0.49896413530126726
Position 2453: 0.3188115869522173
Position 17326: 0.30900596184292245
Position 11639: 0.22261105413592686
Position 20393: 0.19506049853358773
Position 14146: 0.19186663370657508
Position 24852: 0.15303827301999778
Position 5420: 0.13164206037357598
Position 18403: 0.10043470130052222
Position 5034: 0.0975306746850571
Position 22804: 0.09576468761844407
Position 18522: 0.09195978585182159
Position 5508: 0.0516590726751185
Position 20849: 0.030266975229921944
Position 18539: 0.02299165326685815
Position 1123: 0.011293084454070788
Position 19850: 0.00806903339950851
Position 8368: 0.007285691414981338
Position 18543: 0.006354267366566467
Position 2109: 0.004503171539686234
Position 15122: 0.004458328917199383
Position 1343: 0.004186979892551287
Position 493: 0.003105830628478708
Position 2376: 0.00301105740718998
Position 22869: 0.0022120535604962513
Position 765: 0.0021801117398539157
Position 11672: 0.0017229681227165041
Position 14105: 0.0012838934890876722
Position 2052: 0.0005325052337917602
Position 536: 0.0005027230681642766
Position 1396: 0.0004753004872445109
Position 660: 0.00017824159630391582
Position 18357: 0.00017800559069870646
Position 565: 6.669217807680943e-05
Position 906: 5.5631879215411586e-05
Position 66: 3.7390897642211395e-05
Position 675: 3.667206307808235e-05
Position 227: 1.2969399153134914e-05
Position 44: 5.0670264788451725e-06
Position 1130: 6.906686329142019e-07
Position 370: 7.340468265879426e-08
Position 39: 9.690130277790607e-09
Position 366: 8.978557839147841e-09
Position 426: 6.9549459155424294e-09
Position 364: 4.148199525236844e-09
Position 486: 4.01719779304325e-09
Position 336: 2.732192125047138e-09
Position 448: 2.1940613257860778e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 18285: 0.9999999999999998
Position 7244: 0.9999999999999987
Position 32344: 0.998833280692686
Position 20779: 0.9834502039194666
Position 14663: 0.9468903126960382
Position 1876: 0.938477156345164
Position 8561: 0.9373861976190043
Position 17194: 0.8079700971441899
Position 1736: 0.791864137180305
Position 40111: 0.7104730251069777
Position 38106: 0.6801923534934954
Position 1005: 0.632617219990861
Position 24929: 0.5289535058342434
Position 2290: 0.24532951259997035
Position 13904: 0.1931505271956626
Position 5308: 0.18330113304869455
Position 20296: 0.1610980167139149
Position 24682: 0.15310662655929694
Position 18448: 0.12130570648524609
Position 11362: 0.11484923481437455
Position 11427: 0.10948478744426882
Position 4881: 0.09753067468505712
Position 22665: 0.08889853810964059
Position 2308: 0.07649313175943702
Position 37958: 0.06034048395833987
Position 32673: 0.0397926415225092
Position 1646: 0.03557336812189591
Position 8631: 0.035300246805638695
Position 14511: 0.0342151080809907
Position 20280: 0.03396248181967281
Position 2014: 0.02846377801316143
Position 1065: 0.02812886478736597
Position 8514: 0.027313555575357237
Position 34791: 0.019772074149857377
Position 20746: 0.01654979608053402
Position 860: 0.014258798528969186
Position 1427: 0.011673748019096987
Position 956: 0.010668828343403467
Position 19773: 0.008069033399508515
Position 1199: 0.006828740343063563
Position 32927: 0.006541898984712388
Position 22674: 0.0052945517048988856
Position 14997: 0.004458328917199383
Position 8256: 0.0038604618854010484
Position 22553: 0.003814182190750094
Position 8320: 0.00342522952958029
Position 34338: 0.0024404597910026677
Position 830: 0.00163353583170678
Position 1545: 0.0016197258797640613
Position 719: 0.0015628469923176082
Position 1553: 0.0014958988518655666
Position 1423: 0.0014604362399727947
Position 1942: 0.0013770463276455431
Position 530: 0.0013509313370169962
Position 1880: 0.0010728394354098036
Position 517: 0.0005537019077806291
Position 1084: 0.000437907013354764
Position 1810: 0.0003187382693187131
Position 1782: 0.0002683863033545871
Position 1884: 0.00023741833342610366
Position 554: 0.00022778684924610985
Position 577: 0.00016717406642996382
Position 527: 5.280821997694255e-05
Position 623: 3.7811845631469316e-05
Position 651: 2.8592443529855126e-05
Position 21099: 1.8272475617092684e-05
Position 311: 1.6588083503098927e-05
Position 306: 1.4904085500409226e-05
Position 220: 8.76387728915713e-06
Position 747: 8.528530434191872e-06
Position 21959: 7.413598285475931e-06
Position 579: 6.5175334976011415e-06
Position 168: 5.254131013054615e-06
Position 237: 4.759305061906797e-06
Position 276: 3.547278601455837e-06
Position 20930: 3.340048779407585e-06
Position 675: 2.9651013289411954e-06
Position 20953: 2.6142286502833256e-06
Position 270: 1.6079504541396911e-06
Position 21043: 1.1510870739007328e-06
Position 784: 1.7935707283215572e-07
Position 682: 3.287654488219583e-09
