Gene = Csn1s1
index = 299
Annotated 5SS: [   24  1065  2094  2801  3320  4686  4809  5316  5978  7049  7855  8009
  8822  9268  9396  9512  9640  9765  9899 10022 10148 10272 10389 10524
 10653 10778 10905 11408 11851 12817 13843 14730 15307]
Annotated 3SS: [ 1001  2060  2773  3280  4661  4769  5291  5953  7018  7821  7963  8779
  9249  9377  9493  9621  9746  9880 10003 10129 10253 10370 10505 10634
 10759 10886 11365 11808 12789 13818 14586 15262 15955]
SMsplice 5SS: [  792  1065  6056  7049  8009  9512  9765 10022 10524 10905 14730]
SMsplice 3SS: [ 1001  5953  7018  7963  9395  9639  9898 10370 10759 14643 15955]
top_k =  100
Partition function (log Z): 8.082590590720311

Sorted 5' Splice Sites (High to Low Probability):
Position 9512: 0.9983933268310524
Position 10524: 0.9739201868041552
Position 14730: 0.9714159084066856
Position 1065: 0.9543786843632207
Position 9765: 0.9390270351146275
Position 10022: 0.9074883080040316
Position 6056: 0.8931812111110385
Position 8009: 0.8197148334523319
Position 10905: 0.8149707533499049
Position 792: 0.637335594859175
Position 8822: 0.6110218574638899
Position 2801: 0.5856417587975311
Position 7049: 0.4877238830533296
Position 10272: 0.4005596746526594
Position 10778: 0.3404617664966966
Position 7093: 0.32950733106246033
Position 4809: 0.19701190992064407
Position 24: 0.1958920315445838
Position 8042: 0.16118854317364462
Position 554: 0.13670258213940042
Position 2998: 0.11706232104880723
Position 7855: 0.10594081436543368
Position 7572: 0.09689350752743144
Position 4321: 0.08792059381242126
Position 15307: 0.08685823618423957
Position 10148: 0.07413336813425014
Position 2094: 0.05852686853026964
Position 514: 0.047782711115560574
Position 1085: 0.04453895135994266
Position 7097: 0.041018425843659896
Position 7044: 0.037708402179343646
Position 10389: 0.026644580946322372
Position 5978: 0.025171582395250348
Position 2309: 0.02135187650811842
Position 5316: 0.019547314626782636
Position 3320: 0.018860977878514217
Position 9899: 0.017270089006168204
Position 6035: 0.016934334660773685
Position 453: 0.016428062320582488
Position 142: 0.013168085897722346
Position 5292: 0.011884983338749808
Position 7549: 0.009248587182125343
Position 388: 0.0057887062579622
Position 841: 0.004911184081781629
Position 798: 0.004829414691748849
Position 9640: 0.004598609596091365
Position 221: 0.004332545681007957
Position 297: 0.0032882298071426025
Position 690: 0.0026640341615630464
Position 2241: 0.0025328317007383616
Position 245: 0.002288664806946706
Position 596: 0.002237370997970497
Position 10653: 0.0015162428539768908
Position 215: 0.00143774319556832
Position 92: 0.001356166769216289
Position 112: 0.0011167668039943287
Position 210: 0.0007153554664959107
Position 174: 0.0005024387338729851
Position 1098: 0.0004035266412643097
Position 1355: 0.00031027854007248216
Position 116: 0.00023871581886113536
Position 342: 0.00021773415085543792
Position 578: 0.00018404723081509
Position 1154: 0.00011894698259058978
Position 558: 0.00011498951371929884
Position 278: 2.789138338839204e-05
Position 103: 2.58009970401905e-06
Position 17: 5.009661569642316e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1001: 0.9927454882053846
Position 5953: 0.9352871281670624
Position 10370: 0.9161926166307474
Position 15955: 0.8813233712388273
Position 7018: 0.8062455212494019
Position 7963: 0.8036967120271635
Position 14643: 0.6350095971441341
Position 8779: 0.6110218574638899
Position 9639: 0.5549908500804003
Position 9898: 0.5446212576983182
Position 9395: 0.5218284262058396
Position 9377: 0.471568869523907
Position 10759: 0.4649687933211336
Position 10634: 0.3877708302902042
Position 9621: 0.37660690773070016
Position 9880: 0.36883556499358583
Position 14586: 0.3433541916139038
Position 2698: 0.33397009928949367
Position 2773: 0.2964802827315966
Position 10886: 0.263883969630275
Position 10129: 0.18607014958183676
Position 7966: 0.177206664598813
Position 7468: 0.16498086907847498
Position 10253: 0.15791988034531043
Position 4769: 0.10226417848812248
Position 4233: 0.07960797204875805
Position 10190: 0.07694308289514162
Position 15262: 0.06939135183118501
Position 15125: 0.06613712453827084
Position 2734: 0.06439830800648981
Position 6985: 0.0605862230512243
Position 10147: 0.0568070221010384
Position 10003: 0.054858711196683015
Position 4661: 0.04769529550010117
Position 7316: 0.04710203999651549
Position 2060: 0.04431855836442991
Position 16171: 0.043615531073876744
Position 4772: 0.03832018168421357
Position 10652: 0.03608830778677578
Position 2032: 0.03485158605060233
Position 554: 0.025898392300207605
Position 6916: 0.023511272423884164
Position 387: 0.022918263885716248
Position 9746: 0.022090697231574835
Position 10505: 0.019743148074614785
Position 5291: 0.01954731462678263
Position 3280: 0.018860977878514228
Position 5063: 0.011884983338749808
Position 693: 0.010097984928853821
Position 492: 0.00901311499427546
Position 14860: 0.00898339091177136
Position 4602: 0.008732254248206839
Position 652: 0.008523395402634516
Position 4123: 0.007899154357507971
Position 2858: 0.007855389818758787
Position 949: 0.006947838016281711
Position 9249: 0.006602704270252107
Position 10271: 0.006476835619035877
Position 6802: 0.005615025414283208
Position 11009: 0.004585284960491973
Position 9764: 0.004193152810187737
Position 16338: 0.0023215196331385288
Position 600: 0.0021879318396861636
Position 658: 0.002010621691108753
Position 2223: 0.001703319434995424
Position 1813: 0.0015381128890988058
Position 16031: 0.0012419415279797939
Position 142: 0.0012201227317443085
Position 15405: 0.0012198554540737536
Position 635: 0.0008429741058147145
Position 11365: 0.0007165642377618482
Position 518: 0.0006355950089661823
Position 11808: 0.0002965841978828126
Position 4077: 0.0002337070320615029
Position 190: 0.00021575160678926668
Position 4149: 0.00017976037409370255
Position 902: 5.7061665425073294e-05
