Gene = Cdiptos
index = 241
Annotated 5SS: [ 410  617  984 1245 1471]
Annotated 3SS: [ 531  838 1210 1412 3015]
SMsplice 5SS: [ 617 1471]
SMsplice 3SS: [1412 3015]
top_k =  100
Partition function (log Z): -9.993373382622794

Sorted 5' Splice Sites (High to Low Probability):
Position 617: 0.8498293281663056
Position 1245: 0.6144380868957673
Position 1471: 0.604674316117702
Position 2496: 0.05091644181814101
Position 2476: 0.033248679622010516
Position 984: 0.015076958048427245
Position 1315: 0.014267970496399255
Position 254: 0.014234148130027142
Position 580: 0.010975271547691933
Position 2761: 0.006927952015935365
Position 1566: 0.005432171538202732
Position 1798: 0.0043776604202386575
Position 410: 0.0024312871339220495
Position 225: 0.002269512896493279
Position 190: 0.002142472021234257
Position 14: 0.002074863812967393
Position 414: 0.0019090770074806146
Position 606: 0.0013792881594066754
Position 1482: 0.0007550458092863698
Position 86: 0.0007504588265032804
Position 290: 0.00047082579885913864
Position 372: 0.000448175079288895
Position 98: 0.00033554785569169817
Position 635: 0.0002232728335589763
Position 208: 0.0001984633560820952
Position 470: 0.00019225553740454186
Position 56: 0.00015001986032236897
Position 268: 0.00011234480450929299
Position 738: 9.950993609160806e-05
Position 433: 8.561606637631268e-05
Position 421: 6.325991047849121e-05
Position 490: 3.8774744255606985e-05
Position 342: 3.561577329527037e-05
Position 496: 5.406739540411774e-06
Position 492: 5.270826225138626e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1412: 0.537272790556508
Position 3015: 0.5149150815117537
Position 2365: 0.28852025819200294
Position 1152: 0.1691767131955015
Position 838: 0.1611720285530737
Position 1080: 0.1325232459549858
Position 1369: 0.11686398411028713
Position 1383: 0.0677242519231627
Position 1725: 0.06488728588876547
Position 1125: 0.05145606894339407
Position 1210: 0.0324758121196742
Position 1052: 0.01733211944157296
Position 531: 0.013995960143547459
Position 1271: 0.01366424928044799
Position 1008: 0.010522292570510822
Position 3111: 0.009526386356240021
Position 1762: 0.008314557358902394
Position 2466: 0.007213844922260624
Position 1628: 0.005673612063701458
Position 1039: 0.003921383356178868
Position 1675: 0.002227684320609879
Position 1340: 0.001974412414546655
Position 1632: 0.001825930105765217
Position 1224: 0.0017746651943980898
Position 940: 0.0016118084552492074
Position 508: 0.001240318755392136
Position 876: 0.0007592971749889144
Position 1231: 0.0005487813813994235
Position 555: 0.0004955159212102074
Position 857: 0.0004640793969218717
Position 605: 0.00012063236533366224
Position 814: 0.00010906293890221179
Position 924: 0.00010631818161407332
Position 398: 8.690567827933474e-05
Position 1274: 5.7549603920161276e-05
Position 534: 9.220444918944977e-06
Position 403: 5.630236477289357e-06
Position 375: 5.610593723925039e-06
