Gene = Ptma
index = 875
Annotated 5SS: [ 225 2519 2827 3079]
Annotated 3SS: [2446 2729 3004 3238]
SMsplice 5SS: [ 225 2519 2827 3079]
SMsplice 3SS: [2446 2729 3004 3238]
top_k =  100
Partition function (log Z): 6.945894319647203

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9992359022535866
Position 3079: 0.9859048225800913
Position 2519: 0.9651892622597622
Position 2827: 0.9479145484772713
Position 2131: 0.5817236694661295
Position 1568: 0.17420483067631637
Position 1287: 0.05929767938790835
Position 2821: 0.04663476409875021
Position 3317: 0.024212205981433775
Position 2531: 0.022175584216404774
Position 1739: 0.007850162752633267
Position 845: 0.005755909968822832
Position 2173: 0.004929195077209446
Position 3090: 0.003649115580451942
Position 3061: 0.003382886901915207
Position 1187: 0.0030583787125276216
Position 1603: 0.0018479201287798389
Position 794: 0.0018320875539701333
Position 3085: 0.001433859915003856
Position 1474: 0.0014240302677854802
Position 2791: 0.001307299157550328
Position 3372: 0.001154346721421519
Position 1837: 0.0006898651282306865
Position 1903: 0.0006374130164700134
Position 1478: 0.0005725279598208837
Position 3005: 0.0005088065458611974
Position 2523: 4.6216856309978694e-05
Position 1234: 2.732932233528675e-05
Position 780: 1.9574980876030995e-05
Position 255: 1.685790883181155e-05
Position 523: 1.3556798049507217e-05
Position 3136: 1.2237533984149837e-05
Position 775: 8.205857854490164e-06
Position 998: 6.38720065692995e-06
Position 2632: 1.1188037982540764e-06
Position 266: 7.24433907798293e-07
Position 2849: 5.222881391246727e-07
Position 679: 5.046857553066718e-07
Position 119: 7.19522706293872e-10
Position 182: 6.501963042222878e-10
Position 170: 2.005011141327932e-10
Position 290: 1.8304300744826955e-11
Position 280: 1.7413400288549196e-11
Position 195: 1.1822559638186111e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2446: 0.9736028838033607
Position 2729: 0.960110717552609
Position 3238: 0.8131393785775692
Position 3004: 0.7524252122763857
Position 1959: 0.2686257706490318
Position 2961: 0.20683899459048508
Position 2048: 0.17186983163257422
Position 1434: 0.14318053797927668
Position 1981: 0.12989566669928226
Position 3400: 0.06419772687422978
Position 3658: 0.06367843066091722
Position 1122: 0.057910364611305644
Position 3348: 0.046644297538478804
Position 2921: 0.029848006439313846
Position 1334: 0.026141980181112048
Position 2667: 0.014431990568995377
Position 1738: 0.01348997803353033
Position 2418: 0.012281982315394444
Position 3590: 0.008239821818932958
Position 1474: 0.0075507039191679524
Position 2631: 0.006681337777855428
Position 3220: 0.006525098788532525
Position 2711: 0.006336109106422376
Position 2753: 0.00533169954746047
Position 1058: 0.005249666271758422
Position 3214: 0.004046288354112316
Position 3419: 0.004003212298017168
Position 670: 0.003638958379135696
Position 1520: 0.0032814819829359385
Position 3881: 0.003226930937478183
Position 1938: 0.0031336696236810304
Position 693: 0.003048810988806226
Position 2321: 0.002923251485146975
Position 3009: 0.002878803696398995
Position 3199: 0.002864282170000508
Position 3193: 0.0027255234892618906
Position 3015: 0.0022738094373672734
Position 1438: 0.0021828694011128587
Position 1202: 0.0017235383844834047
Position 3262: 0.0015931613222862362
Position 2900: 0.0015873078753774817
Position 3699: 0.0010639634008511084
Position 2968: 0.0010109249258052906
Position 3165: 0.0009795898113370053
Position 1767: 0.0009652260499397894
Position 1669: 0.0009371185499229482
Position 2250: 0.0008518229523355186
Position 2455: 0.0004784404075767317
Position 3259: 0.00046678353372060126
Position 2576: 0.0002398135841306978
Position 1247: 6.935808367012138e-05
Position 787: 5.781819625442989e-05
Position 773: 4.846433114944482e-05
Position 598: 4.556020928632075e-05
Position 843: 3.205989784834591e-05
Position 953: 2.531738493468498e-05
Position 1042: 2.0185415428337605e-05
Position 334: 9.491535617018297e-06
Position 1316: 5.613326487981323e-06
Position 1502: 5.491854572821184e-06
Position 354: 4.033860784533033e-06
Position 307: 3.1477231314951277e-06
