Gene = Tusc2
index = 1153
Annotated 5SS: [ 278 1442]
Annotated 3SS: [1320 1591]
SMsplice 5SS: [ 278 1442]
SMsplice 3SS: [1320 1591]
top_k =  100
Partition function (log Z): 0.8327586574933716

Sorted 5' Splice Sites (High to Low Probability):
Position 278: 0.9701395648664753
Position 1442: 0.8909955919907718
Position 451: 0.3213026667399898
Position 692: 0.289583963493305
Position 1418: 0.10033795701456945
Position 977: 0.09280189029117453
Position 1721: 0.042778285947262594
Position 986: 0.038842953709945
Position 1079: 0.03819284050736317
Position 1858: 0.023189055293397008
Position 845: 0.016118358590974036
Position 1652: 0.015745840995354095
Position 1031: 0.014656649878427287
Position 1219: 0.014555843078952092
Position 1869: 0.008257181578155996
Position 1946: 0.0074177508054132
Position 679: 0.004346555952386369
Position 228: 0.00335422687007395
Position 1133: 0.002893635408800107
Position 1256: 0.0027374019011470745
Position 1800: 0.002576731197317251
Position 712: 0.0008217605173607774
Position 870: 0.0007441743187626252
Position 801: 0.0007134272610302147
Position 1478: 0.0004290420545383307
Position 1448: 0.00027658551962415505
Position 290: 0.00019049668404933179
Position 428: 0.00010312816641367076
Position 106: 9.137219989638336e-05
Position 455: 8.327341912336862e-05
Position 261: 4.760472338408205e-05
Position 84: 2.7636417694051165e-05
Position 233: 8.967219771464869e-06
Position 67: 4.2017975581772814e-06
Position 221: 1.8110495823071144e-06
Position 685: 1.720532310575051e-06
Position 249: 1.6824695077420462e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1320: 0.9982958505946923
Position 1591: 0.6106047061588599
Position 2125: 0.3424954603665879
Position 573: 0.2053913266565185
Position 773: 0.2049463769924472
Position 372: 0.19548551562163563
Position 347: 0.10746234446266519
Position 612: 0.06419898746110173
Position 2557: 0.05688354748256228
Position 1908: 0.03469804999774487
Position 1141: 0.017324262951988998
Position 2332: 0.01678558697670741
Position 2174: 0.008839060544110615
Position 2301: 0.008138621033508807
Position 531: 0.007174380267259668
Position 1995: 0.006903074474110772
Position 637: 0.004853691949717582
Position 1573: 0.0036612361547017193
Position 378: 0.0017482700073710759
Position 424: 0.0017006411899778604
Position 2715: 0.001671297712181875
Position 1340: 0.0015858813006257779
Position 1820: 0.0013233814953270322
Position 579: 0.0013051704667588525
Position 463: 0.00028249563540496666
Position 545: 0.00016064166738895527
Position 437: 0.00012048891254067851
Position 409: 0.00011779741801528541
Position 1241: 8.725013279366659e-05
Position 388: 3.8164819800586095e-05
Position 382: 2.4708270382879885e-05
Position 582: 1.7344530845642006e-05
Position 670: 1.3159614550953573e-05
Position 855: 1.0047115163286133e-05
Position 385: 7.698349012283104e-06
Position 965: 7.5058588665114996e-06
Position 306: 3.55529725401272e-06
Position 399: 2.84088777453871e-06
Position 439: 1.4061273012767373e-06
Position 322: 3.5056027525538015e-09
