Gene = Iqcf3
index = 589
Annotated 5SS: [   69   288 17731]
Annotated 3SS: [  239 17667 19147]
SMsplice 5SS: [ 288 2519]
SMsplice 3SS: [2437 9071]
top_k =  100
Partition function (log Z): -15.474238477196073

Sorted 5' Splice Sites (High to Low Probability):
Position 915: 0.7779728124236293
Position 288: 0.5784022817356218
Position 457: 0.37443314250145154
Position 2519: 0.3300715725510909
Position 3108: 0.1868023581972805
Position 69: 0.11249190469438054
Position 993: 0.0850247179541258
Position 718: 0.07584291387204073
Position 3070: 0.05729068832941292
Position 1305: 0.025793786299314062
Position 1595: 0.022947754620923525
Position 391: 0.01716566579229096
Position 755: 0.01710779051184852
Position 292: 0.01175687265812186
Position 62: 0.005722946382507762
Position 140: 0.002602233669352416
Position 66: 0.0007895460035490507
Position 954: 4.925628892859015e-05
Position 360: 2.851129552459346e-05
Position 185: 1.4981521567714473e-05
Position 344: 1.4013219530652865e-05
Position 197: 1.2244957821581796e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.5485926149831836
Position 7222: 0.4213407698406911
Position 2437: 0.3300715725510909
Position 851: 0.3108550338647693
Position 9071: 0.25232170309084423
Position 1383: 0.16658096454059884
Position 3013: 0.14449501885685212
Position 1677: 0.13767589940238772
Position 2986: 0.12524144356611228
Position 239: 0.1066056423999065
Position 382: 0.036786700452311145
Position 1187: 0.021882757053965904
Position 385: 0.02061081812718272
Position 1408: 0.016297589995037633
Position 429: 0.013995678466780749
Position 610: 0.011086498426335838
Position 694: 0.006243103752062815
Position 1142: 0.003936273891413683
Position 569: 0.0020701317280569596
Position 629: 0.0012677618207350696
Position 351: 0.0011754872901588121
Position 1156: 0.0009436173630228107
Position 573: 0.0008529055236668972
Position 551: 0.0007598140026828821
Position 287: 0.0002675015693517434
Position 342: 0.00018097144701162464
Position 445: 0.00015583823694093684
Position 714: 1.7792650128491015e-05
Position 146: 3.6512094548000447e-06
Position 180: 3.587777657268603e-06
Position 160: 2.49471220972166e-06
Position 452: 1.3628005497030004e-06
Position 322: 6.929968426417765e-07
Position 291: 5.067205615969851e-07
Position 255: 4.3605177311308934e-07
Position 157: 3.3877628339204887e-07
Position 263: 2.953965794970656e-07
Position 359: 2.7706545818493373e-07
Position 134: 1.5971437646408335e-07
Position 174: 3.092565304317064e-08
Position 169: 5.857870024991222e-09
Position 267: 5.74638717857249e-09
