Gene = Mlip
index = 681
Annotated 5SS: [   83 12438 22345 34853 61158 61506 70478 77871 87065]
Annotated 3SS: [ 12044  20874  34780  61091  61445  70432  77825  86935 149435]
SMsplice 5SS: [    83    503  12126  12438  17044  34853  61158  70478  87065  91514
 104772 113212 134700 137426 143471]
SMsplice 3SS: [   398  12044  12331  16905  34780  61091  70432  86935  91333 104609
 113098 134476 137331 143367 149435]
top_k =  100
Partition function (log Z): -90.8189742250441

Sorted 5' Splice Sites (High to Low Probability):
Position 83: 0.9795570206606742
Position 503: 0.9572378420328058
Position 2781: 0.35220400395445267
Position 1628: 0.282233328311115
Position 2770: 0.24175784428436134
Position 2528: 0.014012013117617296
Position 1173: 0.013502178345974128
Position 998: 0.011430000009712601
Position 2161: 0.009908632840232696
Position 3084: 0.008427357461769888
Position 513: 0.007347394939137644
Position 139: 0.005848049294205644
Position 211: 0.0036208716851770972
Position 298: 0.0035042858646702132
Position 332: 0.003476492093696787
Position 113: 0.0015397846792225946
Position 153: 0.0005885127518056206
Position 304: 0.0005124194250451031
Position 155: 0.00036966836531943564
Position 2344: 0.0002144467051772997
Position 316: 0.000206691528590923
Position 93: 0.00016981379223480973
Position 531: 4.868962544784769e-05
Position 321: 3.6250185282085376e-05
Position 133: 2.318612793933751e-05
Position 258: 1.3937769644323515e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 398: 0.9649805705696707
Position 2623: 0.5331279298089362
Position 3827: 0.23151270620482817
Position 4498: 0.2250815449911917
Position 5047: 0.13165022363245008
Position 2463: 0.10898544102503947
Position 1538: 0.1085444001465802
Position 1545: 0.10577916790106338
Position 7610: 0.06806971517791381
Position 2606: 0.06200750597784167
Position 4347: 0.04516285241515094
Position 2986: 0.04226443602469091
Position 716: 0.038600153434398654
Position 1326: 0.030571629100562974
Position 1564: 0.0298233822465103
Position 3994: 0.02847228596055007
Position 585: 0.027922675423654304
Position 2657: 0.027601391367952463
Position 3494: 0.01381937204499695
Position 1579: 0.010567544400374126
Position 1430: 0.009715249990944839
Position 4223: 0.009658304505104243
Position 1057: 0.008159612273659952
Position 600: 0.004824594156648144
Position 2058: 0.004282708654736277
Position 595: 0.0036608054508495123
Position 2322: 0.0036538120137428556
Position 621: 0.0035533055561958403
Position 332: 0.0034226543613483235
Position 1756: 0.0029591894715036197
Position 1994: 0.002354550314267402
Position 2132: 0.0016468863982439827
Position 1927: 0.0016244874729850005
Position 1071: 0.0010295692757059563
Position 969: 0.000906973673808459
Position 740: 0.0006308360586907585
Position 220: 0.0002783720520068509
Position 207: 0.00026892635609150904
Position 336: 0.00015162699717274092
Position 406: 8.37196205669468e-05
Position 2182: 7.657687217117467e-05
Position 2160: 7.243875760139973e-05
Position 2210: 6.543107540472529e-05
Position 490: 3.3989765673668365e-05
Position 990: 3.0506692903922745e-05
Position 931: 2.8883546526634225e-05
Position 883: 2.7425490519323848e-05
Position 296: 9.795594170415385e-06
Position 409: 8.637864584405853e-06
Position 268: 7.900019844853344e-06
Position 338: 4.32805074447568e-06
Position 274: 4.15224067136256e-06
Position 452: 2.735554226120904e-06
Position 432: 1.969105677723212e-06
Position 413: 1.804193007347035e-06
Position 425: 7.882016090003287e-07
Position 298: 7.013776218572537e-07
Position 224: 6.349881698894146e-07
Position 151: 5.233813914571835e-07
Position 245: 2.2704205557797816e-07
Position 226: 7.703031600643908e-08
Position 159: 7.649779313559128e-08
