Gene = Cd3eap
index = 238
Annotated 5SS: [ 94 392]
Annotated 3SS: [ 249 1464]
SMsplice 5SS: [  94  392 1601]
SMsplice 3SS: [ 249 1464 1696]
top_k =  100
Partition function (log Z): -2.1586753668057757

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9908972998169195
Position 94: 0.8446731656882277
Position 1605: 0.35282292857959663
Position 177: 0.10423842408033969
Position 1544: 0.05282219677514891
Position 1845: 0.05185231315687778
Position 79: 0.03203925468073833
Position 1788: 0.014730338489922726
Position 138: 0.011134141107699357
Position 144: 0.00439575521159099
Position 1807: 0.001688241594181356
Position 44: 0.0014235590079542315
Position 337: 0.0011812892754028026
Position 764: 0.0011413879473355874
Position 155: 0.0008604518963504466
Position 113: 0.0007649918391841536
Position 776: 0.00046900054881480953
Position 699: 0.0002710443118924232
Position 24: 0.0002547718357301715
Position 1350: 0.0001672140356705465
Position 1166: 0.00015255102367834367
Position 98: 7.832798476438261e-05
Position 1000: 6.772765512337563e-05
Position 192: 2.9913413847383917e-05
Position 250: 2.4901487127685517e-05
Position 51: 1.9585045598747312e-05
Position 21: 1.3116753544809048e-05
Position 204: 1.0867821569754056e-05
Position 1557: 3.5615902486562266e-06
Position 33: 1.5735867479458427e-06
Position 238: 6.589348793364892e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9965520729948446
Position 1464: 0.5975391097917775
Position 1696: 0.5950153823630513
Position 1963: 0.08560801417927835
Position 1925: 0.027569892212247555
Position 2935: 0.022166513367118428
Position 1635: 0.018435582180402633
Position 1501: 0.015872359960891237
Position 1767: 0.012659471540033749
Position 1046: 0.011871085766709897
Position 1723: 0.011561756350109984
Position 1787: 0.010574972554388436
Position 2025: 0.008432992332124434
Position 2028: 0.0053687902240444315
Position 850: 0.005068998715778053
Position 2997: 0.004430294150283082
Position 2383: 0.004393343977314493
Position 514: 0.004345061470608335
Position 2257: 0.003996783580284746
Position 2254: 0.0036159543407289665
Position 2206: 0.003443583512312731
Position 689: 0.00263708349266238
Position 1598: 0.0024912653544594755
Position 790: 0.0024610581299784238
Position 326: 0.001971025785846696
Position 529: 0.0019444264552739847
Position 2380: 0.0017759266328101855
Position 889: 0.0016192134218421695
Position 1059: 0.0013265629375477524
Position 336: 0.000930468625576222
Position 1069: 0.0007951774449159704
Position 1406: 0.0004131062232497359
Position 1557: 0.00031537868028325784
Position 297: 0.0003125997459103231
Position 1554: 0.00019796235844661843
Position 580: 0.00011017672639612094
Position 1371: 9.127823292662974e-05
Position 544: 8.297667716540819e-05
Position 287: 7.208886477591573e-05
Position 220: 6.508776394526085e-05
Position 702: 5.5422681372304985e-05
Position 638: 3.9435574847008174e-05
Position 375: 4.9253639168507404e-08
Position 203: 4.332884393427645e-08
Position 342: 2.1209136461819104e-08
Position 201: 1.6169779388444334e-08
Position 348: 1.5309875280577168e-08
Position 366: 1.3596058266280366e-08
