Gene = A130010J15Rik
index = 76
Annotated 5SS: [ 86 590]
Annotated 3SS: [ 470 6198]
SMsplice 5SS: [ 86 590]
SMsplice 3SS: [ 470 1235]
top_k =  100
Partition function (log Z): -10.491977708908633

Sorted 5' Splice Sites (High to Low Probability):
Position 590: 0.9740639424930502
Position 86: 0.8962214294125715
Position 1472: 0.20730047787335965
Position 326: 0.08057981605970731
Position 1070: 0.018914160471835865
Position 389: 0.006530303435400374
Position 2134: 0.0030227691894689035
Position 305: 0.0030222114920787327
Position 313: 0.0027753726310472933
Position 160: 0.0012447333329023659
Position 281: 0.0008376239028926216
Position 319: 0.0006206956708863802
Position 339: 0.0003812078143457092
Position 704: 0.0003038556123108641
Position 142: 0.00016798655366307322
Position 139: 0.00012066201243535084
Position 291: 9.471021259252607e-05
Position 192: 6.216943186941276e-07
Position 133: 4.6752608878558426e-07
Position 72: 2.9018222964969514e-07
Position 94: 1.4802434245657233e-07
Position 61: 8.219535836424584e-08
Position 210: 4.1379652562239624e-08
Position 34: 2.5709300405498936e-08
Position 4: 7.352180598334692e-10
Position 196: 6.735566046353288e-10
Position 194: 1.2019645493699555e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 470: 0.8906921227170079
Position 1303: 0.24683147225508834
Position 1235: 0.1757162487260424
Position 5306: 0.1250572462107482
Position 6290: 0.10907442204300133
Position 6198: 0.08764683978623992
Position 5453: 0.050680249220148146
Position 2344: 0.0462608121300563
Position 431: 0.0371171344864217
Position 5871: 0.03646279398495906
Position 1322: 0.034331746712202786
Position 3644: 0.03121267310542291
Position 6398: 0.028955830128357223
Position 487: 0.02665877915920723
Position 984: 0.02261704833116488
Position 3560: 0.021492980013593968
Position 3402: 0.021481929136569714
Position 3719: 0.019957536683543012
Position 5580: 0.01765870168464104
Position 2758: 0.016954173004733404
Position 2695: 0.01639182167368554
Position 1659: 0.014617302645709238
Position 4709: 0.014379181264392785
Position 1335: 0.012454507164472056
Position 3484: 0.009295793115069648
Position 1394: 0.009064781076631962
Position 1907: 0.008868707493778097
Position 1679: 0.007863359711222415
Position 1309: 0.007729302513843395
Position 1941: 0.007616448855772121
Position 1867: 0.006231033537085252
Position 371: 0.006197450835588953
Position 1995: 0.004714424450090024
Position 276: 0.0046415305131471685
Position 435: 0.004037159648893606
Position 2650: 0.003969194050346016
Position 1206: 0.003053198464880011
Position 735: 0.00137619164350515
Position 491: 0.001224213039166966
Position 412: 0.0011599399263337285
Position 223: 0.0006579967508258163
Position 892: 0.0006286375988473004
Position 819: 0.0005548920654944253
Position 472: 0.0004880045062264619
Position 955: 0.0004057656877396912
Position 210: 0.0003598685273327482
Position 496: 0.000268723798102228
Position 1361: 0.00019564350610305127
Position 751: 0.00015933328499117224
Position 437: 0.0001311867166055869
Position 542: 0.00012891443365451713
Position 544: 9.663942540687794e-05
Position 920: 9.04487977735598e-05
Position 233: 7.169248319990788e-05
Position 251: 6.655434853477335e-05
Position 230: 4.03736601939936e-05
Position 336: 2.9470026331162173e-05
Position 447: 2.9113095391331265e-05
Position 192: 2.86071512031863e-05
Position 256: 9.540087460936832e-06
Position 159: 5.489965003361819e-06
Position 284: 4.842831325013603e-06
Position 165: 3.378841030247294e-06
Position 551: 2.0579940027789168e-06
Position 152: 1.7968526547976864e-07
