Gene = Hinfp
index = 539
Annotated 5SS: [  56 3262 6109 6459 6799 7338 7548 7773 7979]
Annotated 3SS: [3083 5878 6346 6645 7259 7426 7633 7853 9090]
SMsplice 5SS: [ 537 3084 6109 6459 7338 7548 7773 7979]
SMsplice 3SS: [2898 5904 6319 7259 7426 7633 7853 9090]
top_k =  100
Partition function (log Z): 13.011705389308322

Sorted 5' Splice Sites (High to Low Probability):
Position 7548: 0.9963559728041126
Position 7338: 0.992739003160608
Position 7979: 0.9696958987745449
Position 6459: 0.9246720140775003
Position 6109: 0.9014700986411216
Position 3084: 0.8042708390310344
Position 7773: 0.7320615992500024
Position 9491: 0.6602601250946414
Position 9136: 0.5473018351815043
Position 537: 0.5432613327445512
Position 9288: 0.3199918740432869
Position 6799: 0.30565428343835216
Position 3262: 0.29040032070617045
Position 7777: 0.24725916047275634
Position 56: 0.20306389931453275
Position 400: 0.1824484019934134
Position 4324: 0.18157454147458144
Position 7100: 0.1205028951354517
Position 890: 0.11859247168884884
Position 6218: 0.057918027535573804
Position 145: 0.0533396053435658
Position 6850: 0.02821455978750013
Position 6714: 0.027124140854107005
Position 1410: 0.022818831076937083
Position 152: 0.017299990964557404
Position 7130: 0.014030168658663418
Position 19: 0.012956626201266919
Position 2102: 0.008227452088812318
Position 7697: 0.007976527258753646
Position 7730: 0.006355345295435829
Position 396: 0.006076258029520831
Position 880: 0.004206905195195147
Position 1437: 0.002622143813144483
Position 1374: 0.0018375575290591297
Position 6862: 0.0013364837702733929
Position 878: 0.001288187955160567
Position 8697: 0.001039865896502063
Position 7381: 0.0009457007102094329
Position 7508: 0.0009414801963740829
Position 7818: 0.0008959058050319038
Position 7871: 0.0007612442192800634
Position 7764: 0.0005251642726708039
Position 8714: 0.000452885230999432
Position 7564: 0.0004326862878523444
Position 7529: 0.0003521522016623457
Position 7952: 0.00010271149386125358
Position 7535: 7.424531826229398e-05
Position 193: 6.331936231110052e-05
Position 5: 1.2986137364720793e-05
Position 12: 6.727058436487725e-06
Position 156: 5.60647599602892e-06
Position 147: 3.290996490746184e-06
Position 7723: 6.051294828024203e-07
Position 7538: 1.9842485996343655e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7633: 0.9967538336397945
Position 7426: 0.9952080148336174
Position 7853: 0.9458368497849068
Position 2898: 0.85712173522197
Position 7259: 0.7457327667133262
Position 6319: 0.7232929783480889
Position 9410: 0.596046917838733
Position 9047: 0.5200227443430051
Position 9090: 0.47351725984876397
Position 5904: 0.3261404194430291
Position 6645: 0.30725019751879007
Position 5878: 0.24260859724572076
Position 10741: 0.2400657615797896
Position 5930: 0.22074547842417275
Position 7230: 0.218085849245772
Position 9907: 0.20033267379328829
Position 6048: 0.17003873158233362
Position 7044: 0.15699020664529637
Position 3083: 0.13578569550124553
Position 9785: 0.13343863069797407
Position 10698: 0.1308763574548032
Position 6332: 0.10482786161663875
Position 724: 0.09056664220094451
Position 6346: 0.07983954883782071
Position 4279: 0.07556458075812159
Position 10282: 0.07546917149232582
Position 4233: 0.06378295545166601
Position 6665: 0.05078225960163774
Position 12804: 0.04903279919398847
Position 3206: 0.045201914526116896
Position 3182: 0.04149319893054721
Position 4212: 0.036624674657782574
Position 9416: 0.03593685363111998
Position 10125: 0.027008000254247818
Position 1326: 0.023312999251538253
Position 10085: 0.02109590028108873
Position 6255: 0.016566524756390366
Position 7857: 0.01462505253525289
Position 302: 0.012904318429498898
Position 779: 0.012196770167750821
Position 9325: 0.01161435550289475
Position 2049: 0.008227452088812315
Position 7863: 0.007077062593315686
Position 447: 0.0067287852433265995
Position 9597: 0.006618795642910811
Position 2856: 0.006434397636037681
Position 415: 0.005616331135160507
Position 4255: 0.005602330607011044
Position 3185: 0.005410686896773934
Position 281: 0.004476681959975749
Position 9245: 0.004442568181066606
Position 6978: 0.004322203248622535
Position 6707: 0.004297010729804599
Position 728: 0.004181635976186532
Position 6930: 0.003838545153020412
Position 1099: 0.003274358652485838
Position 3215: 0.0025653593837661297
Position 7508: 0.0021969170584011043
Position 9127: 0.0018706838619403652
Position 309: 0.0015008793241230256
Position 169: 0.0013532843003875004
Position 822: 0.0010727792810688534
Position 522: 0.0009490818752031514
Position 8548: 0.0007988105442943993
Position 1149: 0.0006911745151166432
Position 2902: 0.0006581716407482205
Position 470: 0.0006308604708926672
Position 7661: 0.0006200283379577887
Position 8571: 0.0004506701669164402
Position 189: 0.0004475590966927935
Position 7640: 0.00040683617455714667
Position 8526: 0.00024327041629065564
Position 7678: 0.00020551739368103152
Position 8980: 0.00016375670418264628
Position 7668: 8.046952095967e-05
Position 7696: 2.806791139394535e-05
Position 8741: 6.040173094201755e-07
Position 7937: 4.4408000136623274e-07
