Gene = Bri3
index = 187
Annotated 5SS: [286 679]
Annotated 3SS: [ 575 8774]
SMsplice 5SS: [286 679]
SMsplice 3SS: [ 575 8774]
top_k =  100
Partition function (log Z): -4.706104162148964

Sorted 5' Splice Sites (High to Low Probability):
Position 679: 0.9966140493728317
Position 286: 0.9381203206641953
Position 2403: 0.40272844985083783
Position 2660: 0.38408814608877984
Position 3279: 0.22133130676873863
Position 2573: 0.21444341334317474
Position 6645: 0.08483360912478308
Position 2581: 0.02711510028709705
Position 3335: 0.018267628979884445
Position 3233: 0.014874536294325879
Position 1398: 0.0077392752024832
Position 1310: 0.006897391718380024
Position 4170: 0.0068832779580186455
Position 4194: 0.00653998734449223
Position 215: 0.00486115456232777
Position 1147: 0.0009119207034170882
Position 411: 0.0008773765044245981
Position 436: 0.0007431409100205427
Position 428: 0.0006648501863810729
Position 417: 0.0002582335095799803
Position 341: 0.0002518785846210248
Position 1013: 0.00023750968263210786
Position 1650: 0.0002168120133169893
Position 307: 0.00017224617067619535
Position 2288: 0.000123882542203212
Position 426: 5.186201243553054e-05
Position 482: 2.462500916022761e-05
Position 279: 2.1284238569343322e-05
Position 60: 2.0296942047600995e-05
Position 161: 1.7433268548469975e-05
Position 831: 3.1051448040667486e-07
Position 671: 2.932416316894057e-07
Position 631: 2.856093565428871e-07
Position 698: 2.0130135920537605e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8774: 0.9787122602981263
Position 575: 0.9043782082523995
Position 2521: 0.43220102289717194
Position 2202: 0.35874558144963364
Position 2495: 0.2007192747894001
Position 3112: 0.19234387994663674
Position 6554: 0.08483360912478308
Position 2972: 0.043114259320558644
Position 2138: 0.03529477354431978
Position 3144: 0.02159939140131588
Position 588: 0.018017734855956525
Position 615: 0.015732231154437726
Position 4032: 0.013423265302510872
Position 2936: 0.007620613132544434
Position 2240: 0.004451375133820482
Position 987: 0.004117865364911821
Position 1026: 0.0034870442206642507
Position 2209: 0.003434446066724732
Position 559: 0.0032395935433881633
Position 1194: 0.0024211083264717836
Position 2352: 0.0020063008452077674
Position 1309: 0.00178901627657714
Position 1041: 0.0016610901054605874
Position 2631: 0.0014839487493553151
Position 1337: 0.0008106300513937767
Position 454: 0.0007511796755015984
Position 1092: 0.000637610911679269
Position 1238: 0.0004551993904752389
Position 4317: 0.00040400412160310786
Position 2659: 0.00039594713148931066
Position 467: 0.0003796117588062152
Position 1284: 0.00033727362297823076
Position 1341: 0.0003095420321579939
Position 399: 0.0001807917923295196
Position 1507: 0.00015761076397865305
Position 792: 0.00012293092163824987
Position 874: 5.927500520059381e-05
Position 1492: 5.920124933833638e-05
Position 2448: 2.1380601733357852e-05
Position 541: 1.21400887633204e-05
Position 370: 2.4575964438020897e-06
Position 1316: 1.63003831695262e-06
Position 531: 1.589613255500899e-06
Position 488: 1.4894361207106312e-06
Position 534: 8.854298918367527e-07
Position 477: 8.3440572763924e-07
Position 523: 1.8049348671814202e-07
Position 426: 1.7287910130364974e-07
Position 496: 1.6819328238856127e-07
Position 285: 1.356795139546194e-07
Position 509: 5.137025382356863e-08
Position 515: 4.939089035527016e-08
Position 662: 4.0412823581680917e-08
Position 456: 1.0032258176157103e-09
Position 383: 1.7021436806126571e-10
