Gene = Pfdn2
index = 811
Annotated 5SS: [  117 10949 11159]
Annotated 3SS: [10859 11034 12179]
SMsplice 5SS: [  117 10949 11159]
SMsplice 3SS: [10859 11034 12179]
top_k =  100
Partition function (log Z): -0.45050934164997447

Sorted 5' Splice Sites (High to Low Probability):
Position 10949: 0.9987499616529188
Position 11159: 0.9866520132167942
Position 117: 0.9761997706999019
Position 2411: 0.18240302708479644
Position 1269: 0.0683966807144275
Position 1819: 0.05821625369743636
Position 1410: 0.05504310346707916
Position 4714: 0.051071426208879396
Position 6413: 0.04120114244284924
Position 5949: 0.03867169929116699
Position 6300: 0.03823319558305876
Position 6804: 0.035497285651025556
Position 280: 0.013883529597753566
Position 13270: 0.006098551975345395
Position 11207: 0.00525211390379283
Position 13366: 0.005004225106647544
Position 284: 0.004917838164441344
Position 472: 0.00304952104338069
Position 11097: 0.0024494023477701636
Position 11211: 0.002369918972998713
Position 12265: 0.0019791421716660535
Position 11925: 0.0015574042131740091
Position 11869: 0.0013541556458444544
Position 13313: 0.001091288721528192
Position 11981: 0.0010608324138595185
Position 814: 0.000811568842611623
Position 406: 0.0007313483970470315
Position 33: 0.000633627669752936
Position 253: 0.0005780952482866742
Position 13331: 0.0004826150493373814
Position 598: 3.578489694370073e-06
Position 570: 2.690689740419779e-06
Position 11200: 1.973888875103106e-06
Position 11595: 3.446147829610312e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10859: 0.9988636315585737
Position 11034: 0.9977204227410403
Position 12179: 0.8082740205906618
Position 1215: 0.10062761715533292
Position 2201: 0.08341132442251332
Position 2263: 0.06758841070847292
Position 13457: 0.05709063753280312
Position 4538: 0.051071426208879396
Position 13147: 0.044990035230226134
Position 6359: 0.04120114244284924
Position 5843: 0.03867169929116699
Position 6065: 0.03823319558305876
Position 1650: 0.03634842273787037
Position 6735: 0.035497285651025556
Position 12117: 0.02342447526533554
Position 12889: 0.022241263795251272
Position 2381: 0.0212889742264036
Position 1178: 0.019923194836772077
Position 12529: 0.016024250131435967
Position 1598: 0.011511035563329549
Position 12736: 0.010854292107252713
Position 1774: 0.009961075536305524
Position 2223: 0.00730816064192527
Position 13108: 0.006466949567195203
Position 12587: 0.005321362989504166
Position 11405: 0.005195195347525167
Position 11914: 0.0036549382103689305
Position 2266: 0.002806157085481386
Position 1135: 0.0022174352160423713
Position 13482: 0.0019330770136500993
Position 12185: 0.0017861553244979938
Position 13028: 0.0016596968927304373
Position 11806: 0.0016327644924280594
Position 12793: 0.0015024737321197926
Position 12218: 0.0014366523518053128
Position 11779: 0.0012787953665904066
Position 12212: 0.0010955628794995565
Position 13557: 0.000865105488062775
Position 11056: 0.000792185286775895
Position 690: 0.0006501603264092221
Position 1401: 0.0003605928285714556
Position 1034: 0.0002640385979000205
Position 1446: 0.00018454554517259003
Position 627: 0.00016140851620240074
Position 1043: 0.0001407905883290572
Position 1024: 0.00011728927331709501
