Gene = Atrip
index = 154
Annotated 5SS: [  370  1518  2407  4846  6372  7108  8159  8997 12593 13015 13496 13862]
Annotated 3SS: [ 1386  2235  4726  6213  7005  8031  8324 12455 12922 13414 13611 14215]
SMsplice 5SS: [  370  2407  4846  7108  8159 12593 13015 13496]
SMsplice 3SS: [ 2235  4726  7005  8031 12455 12922 13414 13611]
top_k =  1000
Partition function (log Z): 10.584481725785803

Sorted 5' Splice Sites (High to Low Probability):
Position 4846: 0.9993362685205256
Position 12593: 0.9871221649476413
Position 8159: 0.921967421172067
Position 7108: 0.8446973153240946
Position 2407: 0.7918754218361977
Position 13015: 0.7536166074746165
Position 370: 0.7251397129341435
Position 13862: 0.6912900202738091
Position 13496: 0.5761222180368586
Position 1518: 0.5056629293094366
Position 2837: 0.36425607840875335
Position 5643: 0.31871219656989747
Position 13569: 0.2983319890457152
Position 6372: 0.2755384219539162
Position 5301: 0.2443729039179116
Position 4344: 0.24394683578567555
Position 10478: 0.2287439691711518
Position 4657: 0.21346740337544629
Position 271: 0.20482774453661176
Position 9155: 0.15926454038896426
Position 569: 0.14129071659861678
Position 4175: 0.112226705327679
Position 13804: 0.10169803512579574
Position 895: 0.10013920091456481
Position 12411: 0.08283278748959479
Position 1951: 0.07736683845112215
Position 8997: 0.06593150629935846
Position 13255: 0.06151410601907734
Position 6632: 0.0604712231938186
Position 8912: 0.06033443334919841
Position 13573: 0.05981574996753581
Position 11071: 0.05332488972983982
Position 5051: 0.04809939057535819
Position 5711: 0.04777148397283561
Position 13244: 0.0393055021178871
Position 426: 0.037025196575567354
Position 941: 0.033503778130521196
Position 114: 0.029080807655251287
Position 2171: 0.027179268331650658
Position 5567: 0.02335194344251362
Position 11029: 0.023158676208859134
Position 13564: 0.0166709129707837
Position 12813: 0.016445438190214802
Position 14128: 0.016069374773105178
Position 5969: 0.010945500934853086
Position 13133: 0.009175273660607474
Position 10274: 0.009084460715341889
Position 4230: 0.008891048133722849
Position 9171: 0.008156031962170242
Position 184: 0.007943515684961173
Position 1398: 0.007600256819105096
Position 7807: 0.007427190152652658
Position 1942: 0.0067648206917326975
Position 13657: 0.006336907979896207
Position 13794: 0.005621655333451686
Position 13530: 0.005422269564823957
Position 4326: 0.005204091092549472
Position 466: 0.004162143745953402
Position 824: 0.00401633443292438
Position 2134: 0.0035919962566287036
Position 9286: 0.003363622145256995
Position 5254: 0.0032804722958307054
Position 5059: 0.0026104054756634345
Position 4236: 0.0023886835654721573
Position 2849: 0.0022505198239754598
Position 1915: 0.0020822380641672095
Position 9304: 0.0019789016886025074
Position 13816: 0.0018645698327944046
Position 10218: 0.0016903117327234593
Position 5117: 0.0016416774356088713
Position 7296: 0.0016115434173568897
Position 13783: 0.0015515153994549128
Position 4142: 0.0014951600208847028
Position 9860: 0.0014641118725191539
Position 1387: 0.0011874983016332283
Position 9851: 0.0011779424299074854
Position 5279: 0.0011633877237122532
Position 9817: 0.0011425350008319607
Position 13415: 0.001033737086263652
Position 1081: 0.0009323018570695005
Position 8719: 0.0008425450251009032
Position 2596: 0.0007948388919136374
Position 10249: 0.0007382545956499897
Position 9583: 0.0006146205303430157
Position 1076: 0.0006008643088955514
Position 5025: 0.0005614458031542532
Position 10037: 0.0005404122432743971
Position 4273: 0.0004999969456079763
Position 1214: 0.00048389224563987913
Position 5284: 0.0003362158031862496
Position 4198: 0.0003085358118817996
Position 4841: 0.0003074293727161968
Position 1266: 0.000306888272840661
Position 6359: 0.0003000492624954112
Position 5348: 0.00026783438819620147
Position 9604: 0.00023818231165192584
Position 13995: 0.0002284788098395027
Position 47: 0.00021021459164849313
Position 4410: 0.00019769709482675798
Position 6799: 0.0001798124965278425
Position 3958: 0.0001266419206323576
Position 1072: 0.00011946380807159846
Position 13986: 0.00011849524878688588
Position 1763: 0.00011718130095990525
Position 4967: 0.00011386799965545273
Position 13534: 0.0001123724678811939
Position 3476: 0.00010599065523500936
Position 5166: 0.00010561555713770526
Position 2537: 9.437003678640185e-05
Position 188: 8.898096183806086e-05
Position 5486: 8.532467177660746e-05
Position 5027: 8.410475036031359e-05
Position 2993: 8.3849784589798e-05
Position 5775: 8.372898689002223e-05
Position 107: 6.601255683695711e-05
Position 1018: 6.516247151269148e-05
Position 5234: 6.376460816690988e-05
Position 9757: 5.285649218916426e-05
Position 348: 4.438304317573903e-05
Position 160: 4.389185911726475e-05
Position 365: 3.981629942056156e-05
Position 6166: 3.8240045816258115e-05
Position 664: 3.295471383213972e-05
Position 374: 3.0510856623563368e-05
Position 341: 2.569541113707151e-05
Position 5012: 2.46300189454709e-05
Position 648: 1.8990730852939735e-05
Position 2547: 1.6612169270000868e-05
Position 5004: 1.6339583538907713e-05
Position 402: 1.4116810184442597e-05
Position 480: 1.2348048314199081e-05
Position 343: 1.1902127495936469e-05
