Gene = Psph
index = 871
Annotated 5SS: [  495  8088  8428 15974 16844 18211 21031]
Annotated 3SS: [ 8004  8200 15816 16708 18064 20881 21550]
SMsplice 5SS: [  260  8088  8428 15974 16844 18211 21031]
SMsplice 3SS: [ 8004  8200 15816 16708 18064 20881 21550]
top_k =  1000
Partition function (log Z): -1.5704463467872234

Sorted 5' Splice Sites (High to Low Probability):
Position 8088: 0.9917382895804432
Position 8428: 0.9580718001904799
Position 16844: 0.9394924081136886
Position 18211: 0.9384279245149322
Position 15974: 0.4380521756847099
Position 260: 0.32362548751567655
Position 16006: 0.29896102984782885
Position 21031: 0.29650293778152903
Position 290: 0.2812655654696178
Position 20517: 0.26910588322498585
Position 21425: 0.25535455212320557
Position 10620: 0.22007696793282158
Position 8938: 0.162228580966291
Position 15008: 0.14338302616058232
Position 11204: 0.1426123806811277
Position 20941: 0.12880635004501204
Position 859: 0.12774417563731563
Position 16463: 0.11059569554970107
Position 20318: 0.1038107781947151
Position 358: 0.08986273584640689
Position 20594: 0.08849496357332434
Position 9246: 0.07812994575726692
Position 9250: 0.07760425034667329
Position 1303: 0.06978831126023828
Position 1439: 0.06564422408066475
Position 11161: 0.057403533191943454
Position 13458: 0.055232919923814364
Position 21454: 0.05140976207333866
Position 20927: 0.043320862285752035
Position 20758: 0.04008577032870888
Position 8388: 0.03927744708189797
Position 7138: 0.037976894931446264
Position 615: 0.03279303092346571
Position 10664: 0.02984001215985054
Position 15001: 0.028568452527164934
Position 13452: 0.028493086216719574
Position 694: 0.02206070864999455
Position 365: 0.02099417222596757
Position 9308: 0.019636446922575875
Position 4142: 0.016985884733977424
Position 338: 0.016138314983032368
Position 21655: 0.015309973041370589
Position 7533: 0.014733624263776099
Position 495: 0.013732657528836983
Position 6159: 0.013382499552297965
Position 1891: 0.013231151151959516
Position 20708: 0.012660142361523378
Position 1211: 0.012265414867564316
Position 8810: 0.011446086179682012
Position 12495: 0.011444107139798146
Position 19380: 0.011244894744767071
Position 15949: 0.010090228978460306
Position 9912: 0.009891284529995754
Position 2172: 0.008081712254261816
Position 265: 0.007602469375489513
Position 21035: 0.0073750435204221875
Position 12868: 0.007213564651620954
Position 21411: 0.006893887649095029
Position 20581: 0.006704192664175319
Position 10215: 0.006042520097245068
Position 398: 0.005774053276761465
Position 644: 0.005676240501470148
Position 21709: 0.005188379093905575
Position 361: 0.005123023846191158
Position 2826: 0.004209796856395826
Position 8682: 0.004108471424757561
Position 14013: 0.004091725519170796
Position 21076: 0.0039991833022182165
