Gene = Zpr1
index = 1206
Annotated 5SS: [ 304  576 1083 1664 2387 2790 3184 3415 3799 4672 5351 6692 6918]
Annotated 3SS: [ 413  991 1592 2299 2666 3135 3347 3727 4581 5239 6604 6851 7973]
SMsplice 5SS: [ 304  576 1083 2387 2790 3184 3799 4672 5351 6692 6918]
SMsplice 3SS: [ 413  991 2299 2666 3135 3727 4581 5239 6604 6807 7973]
top_k =  1000
Partition function (log Z): 23.353887479939758

Sorted 5' Splice Sites (High to Low Probability):
Position 304: 0.9978560233419498
Position 2790: 0.9829215377314766
Position 6692: 0.9680494939302403
Position 6918: 0.9572007065280557
Position 1083: 0.9266847558241929
Position 5351: 0.9027778537976247
Position 576: 0.8469926940984758
Position 3799: 0.7228558191892863
Position 3184: 0.6600074893003471
Position 2387: 0.6591037052827887
Position 1664: 0.6483518448397986
Position 4672: 0.6239022796314171
Position 3523: 0.46881006984201373
Position 4532: 0.30081417985308906
Position 2489: 0.27961298352483754
Position 596: 0.12010861500980755
Position 3228: 0.1015980709844323
Position 4490: 0.10093469511080315
Position 4913: 0.05530024249857294
Position 3594: 0.052824310055556385
Position 1100: 0.04180450368601859
Position 8018: 0.03555595718505842
Position 8236: 0.031113768324013857
Position 3582: 0.029629600388566907
Position 4031: 0.028771366631547547
Position 2182: 0.027440983620527895
Position 3415: 0.021701292859975713
Position 7045: 0.021651855348733942
Position 1464: 0.020843574307191266
Position 1991: 0.020173174286298976
Position 2534: 0.019384222135061198
Position 1109: 0.019332594176925233
Position 561: 0.019009780420903625
Position 5405: 0.017400246489478893
Position 3249: 0.015951295570181163
Position 7395: 0.01574148465028188
Position 4105: 0.014510598414706427
Position 8105: 0.014103636100924502
Position 3275: 0.013959061323614574
Position 4828: 0.013018169226826526
Position 8010: 0.012341465621177047
Position 1225: 0.011365945171909928
Position 3224: 0.011350338545128591
Position 3309: 0.01042919069543141
Position 8502: 0.010380899898573657
Position 1860: 0.008801884165241792
Position 2419: 0.007819894154666173
Position 5934: 0.0075251675599862355
Position 5006: 0.0072569846227180206
Position 7367: 0.006498465787057311
Position 2460: 0.005901599219330184
Position 4582: 0.0052376911662611264
Position 3803: 0.0047987647686919075
Position 7417: 0.004729281335780711
Position 7258: 0.004619120401661866
Position 4102: 0.004140418790727103
Position 3770: 0.00409165408749575
Position 3819: 0.0034776581860738423
Position 1773: 0.002754479898059408
Position 5423: 0.002333054635513332
Position 3221: 0.002229000335670543
Position 3437: 0.002154446009108641
Position 4725: 0.0020758724555150817
Position 3590: 0.0019499307112655633
Position 5654: 0.0017461116904016296
Position 4925: 0.0016818110108450652
Position 3411: 0.0016358718190676487
Position 3348: 0.0015381932114652702
Position 801: 0.001509878651592308
Position 543: 0.0014459908768395225
Position 3191: 0.0014290462051698707
Position 3466: 0.001395422015571873
Position 6472: 0.001351602585564848
Position 4613: 0.0013410870224210317
Position 76: 0.0012870166108574343
