Gene = Apoa2
index = 127
Annotated 5SS: [ 68 313 745]
Annotated 3SS: [ 232  611 1088]
SMsplice 5SS: [313 530 745]
SMsplice 3SS: [395 611 888]
top_k =  1000
Partition function (log Z): -2.6934375196320275

Sorted 5' Splice Sites (High to Low Probability):
Position 745: 0.9595001098833174
Position 313: 0.7879849367469715
Position 530: 0.47300759484158855
Position 68: 0.31284673695518345
Position 995: 0.28105321920212784
Position 153: 0.14296172042254773
Position 1005: 0.13388642036342582
Position 350: 0.1207506984227822
Position 93: 0.06239384301203359
Position 89: 0.013137992487487368
Position 1134: 0.0112986482687472
Position 102: 0.007094419801406017
Position 490: 0.006764928309624374
Position 1026: 0.004914991634902981
Position 147: 0.004533019545240136
Position 546: 0.002614334726867146
Position 534: 0.00255625263690822
Position 544: 0.0024405989231004004
Position 169: 0.0022104327111336967
Position 318: 0.001300053142147999
Position 539: 0.0006764087450947329
Position 127: 0.0005222160806323432
Position 301: 0.0005205745198794852
Position 1153: 0.0002694098054680959
Position 608: 0.00019432696683669147
Position 593: 0.00019019385498970657
Position 291: 0.0001624114848653212
Position 905: 0.000137424662913116
Position 447: 9.559115878581425e-05
Position 931: 5.82480286459973e-05
Position 279: 4.5291889915492165e-05
Position 749: 4.13568616268268e-05
Position 602: 3.7752223733502496e-05
Position 806: 3.761259270609485e-05
Position 38: 3.6831577312484907e-05
Position 6: 3.486326095011977e-05
Position 396: 1.997686822225547e-05
Position 1209: 1.769757126735239e-05
Position 620: 1.7045085631803474e-05
Position 576: 1.4437112139919537e-05
Position 390: 9.054197449470645e-06
Position 359: 8.76924289621147e-06
Position 922: 6.123007792356301e-06
Position 401: 5.475111998531282e-06
Position 26: 4.965252287989322e-06
Position 4: 3.5054294933030024e-06
Position 1169: 3.368970925338687e-06
Position 1129: 1.0907944281224159e-06
Position 606: 9.906261166482643e-07
Position 381: 8.392032620991147e-07
Position 251: 5.934925817210024e-07
Position 658: 5.480618455851418e-07
Position 237: 2.7595801666225503e-07
Position 215: 1.847777087162233e-07
Position 213: 6.342701582189075e-08
Position 831: 7.189084955680283e-09
Position 413: 1.4959730082641185e-10
Position 1030: 1.203867926903511e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.8334070656104966
Position 395: 0.6348972394399048
Position 611: 0.5837859949524429
Position 1088: 0.5562243950998397
Position 232: 0.23179347589504595
Position 676: 0.17986295195665314
Position 229: 0.15991486577097064
Position 244: 0.04009332253115899
Position 213: 0.035781831285625246
Position 1242: 0.014048852080676714
Position 631: 0.00885924285022232
Position 1133: 0.008443034056261121
Position 447: 0.007742549495232827
Position 614: 0.006338663123349432
Position 587: 0.004052529516034083
Position 652: 0.003928155362283559
Position 576: 0.003033462662183825
Position 625: 0.002575133273886601
Position 425: 0.0025546715306916444
Position 978: 0.002120330042384394
Position 1169: 0.0015596180931742069
Position 189: 0.0014060193915772271
Position 266: 0.0013832951732121066
Position 698: 0.0013549538925660977
Position 1026: 0.0011448611254404465
Position 627: 0.0010846897102385037
Position 482: 0.0009420395056015626
Position 893: 0.0009047781722595146
Position 198: 0.000649536666586013
Position 1058: 0.000634537265564699
Position 635: 0.0006259698391126308
Position 1166: 0.0006253530001647039
Position 304: 0.0005272974793422541
Position 993: 0.00046675524824584696
Position 251: 0.0004627272831049509
Position 828: 0.0003235072718730456
Position 1264: 0.0003069674542752115
Position 922: 0.0003047313644223139
Position 1141: 0.00024537539816416065
Position 1209: 0.00024517389000597956
Position 1138: 0.00020985434935478435
Position 429: 0.00018565235618971427
Position 678: 0.00017221888404962823
Position 929: 0.00014891970277896912
Position 139: 0.00013750991813371965
Position 851: 0.00011660038146673426
Position 654: 0.00010407747769240436
Position 841: 8.231942883966112e-05
Position 1104: 6.772697653539814e-05
Position 401: 6.204389960462659e-05
Position 1311: 5.889976197324199e-05
Position 898: 5.238592308050438e-05
Position 837: 3.713483764886084e-05
Position 718: 3.647444293144092e-05
Position 712: 3.225349776065947e-05
Position 496: 2.934976028679235e-05
Position 1030: 2.6313572726105494e-05
Position 1185: 2.337335535447442e-05
Position 413: 1.627284730078349e-05
Position 589: 1.5364642947909252e-05
Position 1188: 1.381328240754112e-05
Position 904: 1.3753775880675843e-05
Position 902: 1.3649707850251755e-05
Position 493: 1.3095605388915361e-05
Position 1101: 1.2830415476874741e-05
Position 550: 1.164529535338747e-05
Position 514: 1.069483637040017e-05
Position 1116: 1.0273757375244361e-05
Position 1222: 7.64043940418229e-06
Position 132: 7.0819590434181114e-06
Position 1228: 6.87436143209553e-06
Position 555: 5.9488883188917335e-06
Position 142: 3.442210746263257e-06
Position 1314: 3.3075389078448136e-06
Position 866: 2.80898472607345e-06
Position 1003: 2.6496899884937324e-06
Position 1266: 2.6150845575268303e-06
Position 151: 2.571265208627023e-06
Position 709: 2.4704888434654113e-06
Position 524: 2.0123622914824853e-06
Position 341: 1.6716333307508068e-06
Position 153: 1.289394595474048e-06
Position 134: 1.049132176164613e-06
Position 733: 6.236202675906446e-07
Position 147: 6.023937458457634e-07
Position 312: 5.254283052074878e-07
Position 157: 3.682594942953343e-07
Position 739: 1.0953922271451764e-07
Position 349: 1.0749353475746161e-07
Position 346: 9.273699898240288e-08
Position 317: 8.437785345101529e-08
Position 725: 6.389665116376127e-08
Position 84: 8.909482326708708e-09
Position 86: 4.1592442755134654e-10
Position 109: 3.475604933692949e-10
Position 77: 8.1740427064338e-11
Position 111: 1.46557188002639e-11
Position 357: 4.771138810961371e-15
Position 359: 1.9120606468081868e-15
