Gene = Csn2
index = 300
Annotated 5SS: [ 252 1603 2374 2511 3477 3603 5154 5798]
Annotated 3SS: [1539 2349 2489 3452 3557 4628 5752 6676]
SMsplice 5SS: [ 252 1603 3603]
SMsplice 3SS: [1539 3452 4628]
top_k =  1000
Partition function (log Z): -5.109686956222653

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.6849556944587911
Position 3603: 0.5875762614144058
Position 1603: 0.5110371344379904
Position 267: 0.30816409859458394
Position 5154: 0.1915365123740051
Position 966: 0.18171283495990603
Position 3573: 0.17928881057225796
Position 3477: 0.11826966291636733
Position 1954: 0.07198713840499378
Position 2511: 0.03227181595352462
Position 1656: 0.024558046549805104
Position 1962: 0.02429559592946728
Position 2374: 0.019417593023492403
Position 3315: 0.012362613166563141
Position 2256: 0.012269208322307903
Position 4554: 0.011633161511378715
Position 4518: 0.008631905410684919
Position 2283: 0.006792976037014629
Position 6216: 0.005257874759779013
Position 4496: 0.004295113533148216
Position 870: 0.0034616354132053447
Position 5798: 0.0026098686422188835
Position 1228: 0.002034371614002819
Position 6126: 0.0017219364512288924
Position 1607: 0.001720276739426825
Position 874: 0.0015981732719334194
Position 1915: 0.001470290855496311
Position 1861: 0.0012806713067931496
Position 3642: 0.0012300952537411024
Position 3541: 0.0012281189789868797
Position 535: 0.001098852388751855
Position 1669: 0.0010373551923966073
Position 4956: 0.0009536381951788585
Position 5511: 0.0008834815512114685
Position 828: 0.0008101245500531207
Position 1628: 0.0007461307142920671
Position 1461: 0.0006017998075239507
Position 1881: 0.0005585786019427383
Position 1647: 0.0005573716484219406
Position 526: 0.000501247134023912
Position 1352: 0.0004452198434533894
Position 4015: 0.00042353005725133906
Position 4202: 0.0003900797285914135
Position 6151: 0.0003728279525024372
Position 1558: 0.0003544241675442043
Position 1785: 0.00032580233380146865
Position 1451: 0.00032103865264797847
Position 1443: 0.0003149234849661062
Position 1194: 0.000294296212436074
Position 1428: 0.00026208779070463636
Position 432: 0.00024615932767459956
Position 1745: 0.000245510516755291
Position 53: 0.00022155977684051
Position 1326: 0.0002212630537904676
Position 3846: 0.00019919474716465128
Position 2470: 0.0001975992299715647
Position 2362: 0.00019715109390716767
Position 2843: 0.0001961778713969071
Position 1893: 0.00019501825488531306
Position 2037: 0.00018715330497248055
Position 2616: 0.00017972300091190655
Position 1456: 0.00016273007760334973
Position 1411: 0.00016216610253696735
Position 3525: 0.0001472008739883813
Position 1936: 0.00014235674766290102
Position 1904: 0.00013680227558812835
Position 496: 0.0001298823243382941
Position 2085: 0.00011650722839735276
Position 475: 0.00010152423208215956
Position 559: 9.130033119902259e-05
Position 2506: 9.116476933434449e-05
Position 138: 7.640197605890658e-05
Position 2945: 7.552518876537045e-05
Position 4478: 6.730553574426845e-05
Position 3039: 6.550219449490405e-05
Position 3843: 6.413068191505423e-05
Position 106: 6.213290651648576e-05
Position 1467: 5.949272599740251e-05
Position 478: 5.6641717599035026e-05
Position 2801: 5.190533898183747e-05
Position 3280: 5.147409932236782e-05
Position 1925: 4.7302095569269e-05
Position 1674: 4.046007406272503e-05
Position 879: 3.878191256463364e-05
Position 1731: 3.7188604761765775e-05
Position 1750: 3.673470823305587e-05
Position 667: 3.446859164382647e-05
Position 2300: 3.3618647517291016e-05
Position 1777: 3.190234129414493e-05
Position 1685: 2.9158107428821265e-05
Position 816: 2.912083815756638e-05
Position 15: 2.6574878819548133e-05
Position 567: 2.6488010206639137e-05
Position 2876: 2.5916925042042966e-05
Position 1449: 2.4327060560293077e-05
Position 189: 2.3515055350467364e-05
Position 271: 2.259260549130496e-05
Position 178: 1.9593590272278603e-05
Position 1132: 1.9416404815003477e-05
Position 1739: 1.9283828353226447e-05
Position 716: 1.845859666571477e-05
Position 1285: 1.693637258098287e-05
Position 2536: 1.6601277581995488e-05
