Gene = Cytl1
index = 313
Annotated 5SS: [ 191 1888 2192]
Annotated 3SS: [1842 2062 3692]
SMsplice 5SS: [ 191 2192]
SMsplice 3SS: [2062 3692]
top_k =  1000
Partition function (log Z): 1.1822333964088596

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9980864507478302
Position 2192: 0.9965239345677565
Position 1906: 0.17967398235410287
Position 3805: 0.11360577353630628
Position 1888: 0.10542867277828043
Position 1910: 0.06903860261086835
Position 600: 0.06258578924891095
Position 1857: 0.04888865143978016
Position 1197: 0.04008853486331035
Position 1919: 0.03718339590718175
Position 749: 0.03579642668171949
Position 3781: 0.030881641904156123
Position 682: 0.02635434043689493
Position 3568: 0.02365853190603903
Position 3857: 0.01570435640386104
Position 624: 0.015406298003936409
Position 3371: 0.010721833657861078
Position 3272: 0.009756621619244314
Position 3428: 0.00948927421627051
Position 2404: 0.007845277171335716
Position 1914: 0.007777248224517707
Position 3512: 0.006878520434800297
Position 3610: 0.005744455484905247
Position 695: 0.004081569363564399
Position 1310: 0.003582863001865203
Position 1720: 0.0028614749254381572
Position 1034: 0.0027702082424237496
Position 2642: 0.002492639147299674
Position 3990: 0.0017701180075563956
Position 588: 0.0017371720171690133
Position 3350: 0.0015740479146101225
Position 2614: 0.0015001474727272715
Position 2196: 0.0013421760205559892
Position 3530: 0.0013252977388903359
Position 3496: 0.0012682744798120074
Position 1067: 0.0012497978456917636
Position 1180: 0.0009661339153454338
Position 1698: 0.0009480956494731053
Position 3950: 0.0009013060209165876
Position 3196: 0.000728844852301737
Position 1732: 0.0007042292155626807
Position 1969: 0.0006894642896344644
Position 144: 0.0004624029425513222
Position 1980: 0.0004561939312191497
Position 3821: 0.00043594755379364826
Position 1784: 0.000423129042872125
Position 886: 0.0004203374938531287
Position 1852: 0.0004119100209905313
Position 2161: 0.00039248251613459236
Position 3202: 0.0003804522952534212
Position 1597: 0.00035885756373725585
Position 3133: 0.0003281449833413483
Position 3876: 0.00027904427149420146
Position 3824: 0.0002491196944630374
Position 1930: 0.00024730357313885944
Position 1924: 0.0002376251343184236
Position 1724: 0.00023740712915619225
Position 3831: 0.00023611421200895146
Position 375: 0.00022909408049271075
Position 1621: 0.00021430688481584762
Position 3438: 0.00016664864019457992
Position 3543: 0.0001516374301804766
Position 3754: 0.00014381114673098997
Position 388: 0.00014142688854181507
Position 2150: 0.0001413379538367001
Position 2442: 0.00012316129269651863
Position 2438: 0.00012254130377589785
Position 2448: 0.00011583204997843582
Position 3212: 0.00011576679980247404
Position 2440: 0.00011225463017910982
Position 2587: 0.00011149221419531026
Position 2446: 0.00011091257469021868
Position 2444: 0.00010974500261004441
Position 3914: 9.58730666230462e-05
Position 796: 9.046604720710469e-05
Position 3699: 9.030000204601868e-05
Position 1778: 8.97259001594981e-05
Position 3487: 8.972276563282803e-05
Position 3395: 8.764473926136103e-05
Position 2450: 7.937900466676994e-05
Position 834: 7.873824571784225e-05
Position 945: 7.157161553360863e-05
Position 3183: 6.489124536147189e-05
Position 1678: 6.310083745758975e-05
Position 2452: 5.7137261138010465e-05
Position 1019: 4.945281972944179e-05
Position 1985: 4.835985764939371e-05
Position 468: 4.381455003883775e-05
Position 74: 4.091368035559438e-05
Position 4072: 3.432533446508499e-05
Position 1813: 3.4257181009796704e-05
Position 363: 3.4124680977157504e-05
Position 639: 3.357969868367312e-05
Position 546: 3.3148371731459425e-05
Position 458: 3.1085100358927675e-05
Position 1187: 3.0852159866526066e-05
Position 1659: 2.8175229216219512e-05
Position 959: 2.2505655321752892e-05
Position 1764: 2.2425392291674937e-05
Position 1715: 1.9711861501274447e-05
Position 1004: 1.8676664462282473e-05
Position 986: 1.8039911926500606e-05
Position 740: 1.7328798946977794e-05
Position 1793: 1.723807411559995e-05
Position 989: 1.668460059562594e-05
Position 13: 1.6527897942699047e-05
Position 4113: 1.5232278509267444e-05
Position 195: 1.4947891535996357e-05
Position 1001: 1.06658868681826e-05
Position 489: 9.526536028667204e-06
Position 983: 9.48296220275573e-06
Position 3402: 8.803150936438192e-06
Position 974: 8.70133309888029e-06
Position 977: 8.672696973954012e-06
Position 971: 8.639242342755423e-06
Position 2220: 8.596358460680437e-06
Position 2454: 8.516322339053945e-06
Position 2006: 8.465946108996712e-06
Position 1424: 7.779492287285516e-06
Position 2659: 6.472167545475539e-06
Position 980: 6.069407399149545e-06
Position 2456: 5.970281323783097e-06
Position 1654: 5.61730362947092e-06
Position 968: 5.551090865519483e-06
Position 440: 5.479495339610783e-06
Position 1429: 5.315118408983448e-06
Position 2458: 4.954828803205896e-06
Position 2460: 4.334392278683396e-06
Position 3404: 3.970009363361953e-06
Position 2496: 3.941152963586482e-06
Position 3480: 3.204666385139719e-06
Position 1007: 2.9256273419573386e-06
Position 1010: 2.1383625000643775e-06
Position 992: 2.067834010854776e-06
Position 998: 1.8098629170003082e-06
Position 2397: 1.7315809953614271e-06
Position 995: 1.5071234141205766e-06
Position 65: 1.3645648274095817e-06
Position 100: 1.1489025327739573e-06
Position 95: 7.163833013992778e-07
Position 71: 5.426981201496168e-07
Position 68: 4.480737717118286e-07
Position 535: 4.105267914750283e-07
Position 1303: 3.391706994181463e-07
Position 2462: 2.9630662265913696e-07
Position 537: 2.811597341965864e-07
Position 52: 5.82549914334124e-08
Position 31: 4.8244317823054977e-08
Position 491: 1.9285377677466548e-08
Position 351: 1.6294479277297498e-08
Position 306: 8.284224743228959e-09
Position 2129: 6.578491090565837e-09
Position 2291: 5.371794244495263e-09
Position 313: 2.775616504523849e-09
Position 298: 1.664310254690982e-09
Position 697: 1.2988242764806448e-09
Position 1639: 6.180247090513934e-10
Position 962: 5.086583987121506e-14
