Gene = Pign
index = 820
Annotated 5SS: [   144   4351   4757   6042   6978   7710  10540  14361  15535  16946
  19165  22979  25461  26134  64595  65976  72022  74418  74595  75664
  78655  83722  97496 105656 106181]
Annotated 3SS: [  4276   4636   5792   6855   7610  10432  14235  15403  16828  19123
  22918  25367  26077  64515  65792  71881  74317  74501  75571  78545
  83612  97392 105552 106093 109743]
SMsplice 5SS: [   144   4351   4757   7710  10540  14361  15535  16946  25461  26134
  26889  48432  64595  65976  72022  74418  74595  78655 105656]
SMsplice 3SS: [  4276   4636   7610  10432  14235  15403  16828  25367  26077  26784
  48325  64515  65792  71881  74317  74501  78545 105552 106093]
top_k =  1000
Partition function (log Z): -35.5465309342941

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9844908421408537
Position 16946: 0.9535413102992197
Position 4351: 0.9239774356989416
Position 7710: 0.8990524616981997
Position 25461: 0.8140159896290422
Position 26889: 0.7925255633998414
Position 4757: 0.736563100414337
Position 26134: 0.7076474544918397
Position 10540: 0.693859138379064
Position 6042: 0.5715938631198666
Position 15535: 0.5616750893317393
Position 14361: 0.5390695827825173
Position 22979: 0.4517684944677909
Position 18629: 0.3389408190332631
Position 6978: 0.32285065544702707
Position 6727: 0.23190894455703884
Position 10518: 0.15307330456860666
Position 10666: 0.1520846537210156
Position 15857: 0.13259907209954572
Position 9986: 0.10656128119214679
Position 8256: 0.08739243771209564
Position 15626: 0.07161134028668233
Position 4728: 0.06383325434540445
Position 29962: 0.06258549936394096
Position 7211: 0.059786668704203474
Position 5330: 0.05840423815876501
Position 14657: 0.0560943299580097
Position 19165: 0.05152337582939183
Position 17318: 0.048076721444732594
Position 15892: 0.046334854017217604
Position 7735: 0.04604273671527821
Position 6959: 0.04595635072002612
Position 14686: 0.04244274894580717
Position 10534: 0.031275975214160485
Position 501: 0.03077800804797142
Position 15875: 0.030075168454129757
Position 26306: 0.02755338426243729
Position 9584: 0.02677252858237266
Position 1120: 0.020088431084206
Position 6067: 0.019878220382616475
Position 19338: 0.01919227390629785
Position 14117: 0.01815999910945653
Position 9503: 0.017265033420379446
Position 27189: 0.014941209626830293
Position 444: 0.014899213293654656
Position 5778: 0.014532210508513027
Position 5805: 0.01416553784363287
Position 15908: 0.013998395970877011
Position 27214: 0.012154861666336543
Position 3842: 0.01183435789958338
Position 9370: 0.01179962506509298
Position 2856: 0.010984819539440504
Position 3569: 0.01063126234863355
Position 2434: 0.010070515116888841
Position 377: 0.009610042838369857
Position 4949: 0.009274959336989536
Position 20629: 0.00902161634258017
Position 1163: 0.00848858807537548
Position 10275: 0.008402756035567161
Position 7217: 0.008182907295330404
Position 27888: 0.007952896195803744
Position 5583: 0.007547400656983188
Position 18087: 0.007406361813967085
Position 2375: 0.007118777098507151
Position 17981: 0.006725032405301982
Position 1145: 0.00662380558708418
Position 2111: 0.0064018686806168595
Position 2419: 0.005933537701097739
Position 16467: 0.005880347094477432
Position 17: 0.0057429339844715195
Position 8453: 0.0055881587015847575
Position 3743: 0.004848601632223581
Position 7115: 0.004838677184666653
Position 9278: 0.004769638250818609
Position 407: 0.004165562615595707
Position 10946: 0.0038488314238066903
Position 4544: 0.003815047412319616
Position 7972: 0.003747388455372959
Position 4923: 0.0036677308412938732
Position 10056: 0.0035533777681813414
Position 260: 0.003528703645399738
