Gene = Cdv3
index = 242
Annotated 5SS: [ 787 1866 5965 9561]
Annotated 3SS: [ 1788  5821  9400 10526]
SMsplice 5SS: [ 787 1866 5965]
SMsplice 3SS: [1788 5821 6072]
top_k =  1000
Partition function (log Z): -7.814212350917565

Sorted 5' Splice Sites (High to Low Probability):
Position 5965: 0.7876007952914268
Position 1866: 0.7695867914237305
Position 787: 0.678271834614686
Position 6209: 0.4551328713427325
Position 4035: 0.4374552028942288
Position 8944: 0.4052953129499666
Position 3342: 0.2903731073546918
Position 9561: 0.231331170876107
Position 224: 0.22173192623001337
Position 10705: 0.18638727157527127
Position 5937: 0.15268464029858914
Position 7505: 0.1414561638520881
Position 1693: 0.1374523039500109
Position 1378: 0.12659428828570002
Position 2656: 0.11636915251157318
Position 3491: 0.09118471940437257
Position 3507: 0.08987664048265599
Position 5349: 0.07290315201650104
Position 1893: 0.058460342736172774
Position 7536: 0.05346612582526243
Position 4109: 0.04361652801108052
Position 678: 0.03530331282196028
Position 5914: 0.03378890043541267
Position 642: 0.029808194660821512
Position 5053: 0.024777336644581427
Position 3691: 0.023424607599386443
Position 4294: 0.023294282926130918
Position 5295: 0.02171663712906513
Position 3748: 0.021628135602986806
Position 4113: 0.020793546658143598
Position 2813: 0.018831873250497608
Position 2515: 0.017442221136106946
Position 4088: 0.01584210578786033
Position 3375: 0.014894767196292092
Position 3726: 0.014317419202963288
Position 738: 0.011143865232611813
Position 4442: 0.010292183775022895
Position 8931: 0.008874836434500134
Position 2826: 0.008755964178912437
Position 4096: 0.007820654856974944
Position 11466: 0.007421795522242769
Position 2549: 0.0067838589849689695
Position 3035: 0.006698276086244437
Position 3468: 0.006462629451987289
Position 10226: 0.004838536890495498
Position 987: 0.004724208866659788
Position 714: 0.004362657858519828
Position 10845: 0.004113230123483542
Position 11609: 0.0038343658809762947
Position 5958: 0.003759529803438593
Position 9613: 0.003438990406753573
Position 1300: 0.0028597691539993465
Position 1054: 0.0027706562778335975
Position 548: 0.002643034152900286
Position 4895: 0.0025654825892247996
Position 2746: 0.0022819557294500316
Position 5881: 0.0022241710762716358
Position 300: 0.002147609480208978
Position 6720: 0.0018328072331805422
Position 4732: 0.0017504265536537299
Position 4926: 0.0017190231121959807
Position 2076: 0.0016645314270917302
Position 116: 0.0015832880791088997
Position 1519: 0.0015453035427716963
Position 2349: 0.0014828864437861052
Position 1506: 0.0014268260691162379
Position 793: 0.0013995582285404715
Position 9565: 0.0013915473696994992
Position 3055: 0.0012930077326827145
Position 2269: 0.0011958540672200911
Position 2848: 0.0010765850529339564
Position 1319: 0.0010158842488489491
Position 1873: 0.0009742384411180983
Position 849: 0.0008500984826142171
Position 5018: 0.0008002579040957669
Position 2672: 0.0007921518860954387
Position 635: 0.0007792444478638322
Position 5325: 0.0007711990199009306
Position 1684: 0.0007454717105049866
Position 4098: 0.0006859507407028178
Position 2335: 0.0006763062367658669
Position 4148: 0.0006588618220991666
Position 6213: 0.0005795031699193545
Position 4735: 0.0005726195851977152
Position 1308: 0.0005651035663685592
Position 2422: 0.0005413763821441559
Position 929: 0.0004585766168546042
Position 10362: 0.00045012331430959693
Position 1652: 0.00044151556917954845
Position 979: 0.0004316188171015849
Position 970: 0.00041245866933963953
Position 9247: 0.0003812278957320618
Position 2254: 0.0003224046078539351
