Gene = Fkrp
index = 411
Annotated 5SS: [  33 1669]
Annotated 3SS: [1605 4755]
SMsplice 5SS: [  33 1669]
SMsplice 3SS: [1605 4755]
top_k =  1000
Partition function (log Z): -10.526825706106248

Sorted 5' Splice Sites (High to Low Probability):
Position 1669: 0.8158598189993748
Position 33: 0.46409677712914893
Position 921: 0.2957775080411317
Position 6870: 0.20188016093325065
Position 561: 0.15470644188337787
Position 5625: 0.1005376144400596
Position 2516: 0.08300740392273316
Position 2331: 0.030765126693851643
Position 1090: 0.022248934212556755
Position 3269: 0.02183047948643966
Position 4295: 0.021202185005450645
Position 5572: 0.01930556157116024
Position 999: 0.017235389613421297
Position 4703: 0.01554539535061167
Position 1703: 0.013738465625449123
Position 1472: 0.011285714096804459
Position 2356: 0.010158900168830181
Position 4051: 0.009669004806059586
Position 1295: 0.00966236895939174
Position 467: 0.008336050631939698
Position 170: 0.008307601931247497
Position 210: 0.006926938263544022
Position 1139: 0.006784151784270335
Position 6309: 0.005967729834805424
Position 5952: 0.005554337720343674
Position 2267: 0.0051153775019768906
Position 5689: 0.004056232369870953
Position 577: 0.0030428583950468367
Position 558: 0.0029910274014990084
Position 6289: 0.0029528367493466073
Position 5034: 0.002694419950258155
Position 1540: 0.0026667754313986695
Position 4193: 0.0026648430465837526
Position 299: 0.0024422498339738458
Position 3399: 0.002308096988855544
Position 2335: 0.0020419449918760335
Position 7205: 0.001852523966775292
Position 912: 0.0018046461050199383
Position 148: 0.001660729006386533
Position 1290: 0.0016433968865788961
Position 610: 0.0015896586998685532
Position 4983: 0.0013163729789031423
Position 1360: 0.0013065697861928162
Position 160: 0.0012485717402606663
Position 3961: 0.0012042832930281976
Position 4909: 0.001199708145864073
Position 2583: 0.001109350431655867
Position 697: 0.001088889913196639
Position 1507: 0.001059510285689529
Position 790: 0.001012733897582104
Position 4947: 0.0010120110115502976
Position 6938: 0.0009841715579083127
Position 3076: 0.0009587736327117628
Position 817: 0.0009372530500967812
Position 2167: 0.0007073676257436687
Position 1624: 0.0005882597898209315
Position 4026: 0.0005368712908868499
Position 1691: 0.0005148184098402172
Position 2133: 0.0004881652805400046
Position 1224: 0.0004696258421534433
Position 3078: 0.0004518976043232274
Position 2432: 0.0003802781621333985
Position 1923: 0.00035665041427445173
Position 548: 0.0003370671986130994
Position 3240: 0.0003318208451104193
