Gene = Paics
index = 790
Annotated 5SS: [  529  5437  8187  9983 10200 11204 13316 15099]
Annotated 3SS: [ 5238  8007  9802 10085 11119 13134 14939 15340]
SMsplice 5SS: [  362   529  3251  5540  8187  9983 10200 11204 13316 15099]
SMsplice 3SS: [  461  3133  5463  8007  9881 10085 11119 13134 14979 15340]
top_k =  1000
Partition function (log Z): 4.295933176422903

Sorted 5' Splice Sites (High to Low Probability):
Position 10200: 0.9740884697157739
Position 11204: 0.9614460151229269
Position 9983: 0.8300239461298582
Position 13316: 0.8111621822357634
Position 8187: 0.6685877944467613
Position 3251: 0.5477296415094358
Position 15099: 0.45928028874722165
Position 5900: 0.4379809543606599
Position 362: 0.4367904657718
Position 5540: 0.41167511046188965
Position 5437: 0.4109721048604312
Position 529: 0.3950565471265887
Position 379: 0.37083487761945033
Position 711: 0.364855224966512
Position 3255: 0.26245256644000614
Position 15146: 0.21792406266550912
Position 6551: 0.162217971409544
Position 13588: 0.14869557583754392
Position 15487: 0.1322463406244306
Position 12022: 0.12808056824954325
Position 9963: 0.07804655222366852
Position 371: 0.06845938591912464
Position 12930: 0.052624520035703545
Position 9998: 0.04777996820860158
Position 8290: 0.03887417995892264
Position 4598: 0.03838084888432254
Position 3297: 0.030184879978569976
Position 525: 0.0291339293888688
Position 6931: 0.0271008838432418
Position 4218: 0.0259451174897192
Position 12975: 0.025795034933868317
Position 3702: 0.021229122931705806
Position 95: 0.02059807180582304
Position 12030: 0.019652474675475543
Position 10240: 0.018333600814440527
Position 36: 0.016909115812593828
Position 99: 0.01590575551965773
Position 19: 0.0158395927736603
Position 12915: 0.015504173167801722
Position 11681: 0.014870920483879111
Position 8136: 0.013970988661084795
Position 3503: 0.013288801580869083
Position 12414: 0.012794795514947888
Position 12313: 0.01239358933885106
Position 125: 0.011715752892320522
Position 808: 0.010907517552777581
Position 7043: 0.010728543521603613
Position 12403: 0.009192577770628648
Position 12544: 0.008502619682174656
Position 4090: 0.00768574900649726
Position 10552: 0.007685123037530115
Position 11277: 0.007176898961555325
Position 3243: 0.006935449517649046
Position 12643: 0.00682470142710922
Position 3568: 0.0067492595386053405
Position 8309: 0.006740468454449856
Position 11165: 0.0060316602614954185
Position 12621: 0.005426325348259094
Position 615: 0.0048718107611803955
Position 12261: 0.004862172499041487
Position 4752: 0.004811375657574695
Position 11008: 0.0047941924600884344
Position 9971: 0.004587323592070824
Position 12002: 0.003964186777515962
Position 10902: 0.0038008301269134527
Position 6828: 0.0037878138664173165
Position 5925: 0.0036507148860645926
Position 10207: 0.0035808119097892385
Position 8360: 0.0035722755078278555
Position 5269: 0.0034305995666530633
Position 13360: 0.003097074904500858
Position 8147: 0.003021493855459402
Position 1596: 0.0030046002991153758
Position 13927: 0.0029630384947001522
Position 12399: 0.0027831877450028623
Position 693: 0.002750395065738613
Position 900: 0.0027179162538831405
Position 7560: 0.002698142833830515
Position 11441: 0.002282840893598354
Position 11379: 0.0022623706297224804
Position 5119: 0.0021861176589989826
Position 10736: 0.002162645066738069
Position 11565: 0.0021042025606424412
Position 8459: 0.0020678549031968034
Position 11390: 0.001966040300721224
Position 3199: 0.0017171134848620055
Position 11431: 0.0016578189588829263
Position 6460: 0.0016543311178160022
Position 6967: 0.001452840498110541
Position 150: 0.0012934123687573247
Position 10783: 0.001267293304153896
Position 8088: 0.001198112736196631
Position 196: 0.0011715756605986346
