Gene = Cspg5
index = 302
Annotated 5SS: [ 1912  3608  7365 12519]
Annotated 3SS: [ 2511  7175 12361 18276]
SMsplice 5SS: [  417  7365 12519 18389]
SMsplice 3SS: [ 7175 12361 18276 18575]
top_k =  1000
Partition function (log Z): -5.193218272064016

Sorted 5' Splice Sites (High to Low Probability):
Position 7365: 0.9476562090420148
Position 12519: 0.7357292829096991
Position 417: 0.5528452738829717
Position 18389: 0.49792055294336035
Position 3527: 0.3928895181956142
Position 3608: 0.3798790011162325
Position 631: 0.36112286274118627
Position 9024: 0.288891246588693
Position 8680: 0.2464278932307711
Position 11227: 0.2450651389183536
Position 2667: 0.23356606050480364
Position 12438: 0.2265228992377845
Position 2653: 0.20245826313825277
Position 2550: 0.1872426802337834
Position 6927: 0.15013505008241856
Position 3699: 0.1255226855557945
Position 8622: 0.0964958990514468
Position 11169: 0.09013932031533231
Position 10910: 0.08569714513108272
Position 12697: 0.08451183666764563
Position 3720: 0.0837724368975152
Position 4086: 0.0837622278084346
Position 15519: 0.07624732447942024
Position 7243: 0.06023993954464648
Position 12883: 0.059995887200688165
Position 1364: 0.059980957417818816
Position 404: 0.052121882598858464
Position 8630: 0.04644492635895025
Position 6693: 0.04447515319688011
Position 11177: 0.044409294034980534
Position 999: 0.041503062695405483
Position 15507: 0.040044696882430134
Position 9843: 0.034985919973757044
Position 1912: 0.0309159548179751
Position 1229: 0.029260929953972743
Position 8860: 0.025511718238736533
Position 9030: 0.025294218038279612
Position 134: 0.024077163085646874
Position 7248: 0.023262329891511124
Position 17283: 0.022799138095465382
Position 459: 0.02190109319614377
Position 803: 0.021693594358296084
Position 130: 0.017668423404489052
Position 4026: 0.017667824673183806
Position 6717: 0.017558370108921566
Position 10901: 0.01740987957454621
Position 101: 0.01694621846154882
Position 15041: 0.014651074006794036
Position 1379: 0.014374105406638452
Position 8949: 0.013887762869118803
Position 12665: 0.01318262250013411
Position 113: 0.01185315367035345
Position 15872: 0.011627166776948084
Position 6264: 0.0114213704026755
Position 2142: 0.009458811534558706
Position 3286: 0.009387998967572277
Position 7032: 0.009384018331886557
Position 15331: 0.00923017354352327
Position 2171: 0.00798757431843536
Position 18409: 0.007742554142636487
Position 846: 0.00761568024377602
Position 14234: 0.007117653009002115
Position 7217: 0.0067469421212414575
Position 18466: 0.0066793958017507815
Position 4884: 0.0065836436790584416
Position 3279: 0.004542295593205571
Position 4193: 0.004497769669166435
Position 2679: 0.003968517001030277
Position 10848: 0.0038131620625625195
Position 341: 0.0031895136251263176
Position 3176: 0.0029543612319126657
Position 13155: 0.002726720601851625
Position 3740: 0.002708813640804199
Position 12802: 0.0026704442991254485
Position 1090: 0.0026416732534797187
Position 242: 0.002515747429989723
Position 3337: 0.002163373446492823
Position 752: 0.0020910335181492786
Position 950: 0.0020572322174187917
Position 8363: 0.0017204978178771957
Position 585: 0.0014515970704168212
Position 2311: 0.0014133298805091563
Position 3745: 0.001244945613128733
Position 2152: 0.0010055568836854485
Position 1233: 0.0009871671978917479
Position 15088: 0.0009732292176835355
Position 1031: 0.0009218373640613981
Position 1036: 0.0009145405082422038
Position 6813: 0.0008154049091574748
Position 276: 0.0007830050692997603
Position 2081: 0.0007669924269059711
Position 8675: 0.0007171808136430174
Position 27: 0.0007112876972797849
Position 6753: 0.0007028245959354142
Position 6647: 0.0006970261297187589
