Gene = Pigc
index = 818
Annotated 5SS: [94]
Annotated 3SS: [1053]
SMsplice 5SS: [ 94 628]
SMsplice 3SS: [ 541 3123]
top_k =  1000
Partition function (log Z): -9.205241777410919

Sorted 5' Splice Sites (High to Low Probability):
Position 628: 0.7193608494099444
Position 94: 0.4312462325921347
Position 184: 0.38547125883521594
Position 2839: 0.2145123368912007
Position 2637: 0.17186253787631972
Position 1612: 0.09011727071831215
Position 456: 0.048242440855502576
Position 1418: 0.018258087174873268
Position 324: 0.01437986590748457
Position 2268: 0.011460065752482198
Position 248: 0.010724459972223328
Position 1581: 0.010130153430288023
Position 116: 0.009238665994200241
Position 3290: 0.008583961679840468
Position 1552: 0.007992606752662737
Position 3270: 0.005986297087068404
Position 216: 0.003981686320643093
Position 272: 0.003973721237400867
Position 292: 0.0037216101273249676
Position 2929: 0.0037181109718149854
Position 179: 0.0033507186787713962
Position 2904: 0.0033130910556236227
Position 2872: 0.002569631942589092
Position 152: 0.002534385175472896
Position 820: 0.0022759496939275805
Position 1399: 0.0015393855398357942
Position 1313: 0.0015027472150490283
Position 423: 0.001483906134715652
Position 752: 0.0014407788230061476
Position 988: 0.0013934794485957551
Position 2813: 0.001243269252237969
Position 252: 0.0011580575027402699
Position 1267: 0.0009693439760459908
Position 3864: 0.0009512113471095941
Position 1781: 0.0008054716648605712
Position 1149: 0.0007375759585010599
Position 1436: 0.0007202226797976629
Position 191: 0.0005926702032411932
Position 1405: 0.0005669618562849894
Position 242: 0.00045497226973604225
Position 3050: 0.00036582962211355416
Position 2626: 0.00035833421392015495
Position 270: 0.00017658097647221826
Position 1360: 0.00016082528207444417
Position 88: 0.00015521231415617308
Position 1426: 0.00012904045592398785
Position 39: 0.00011472337743329608
Position 368: 9.905280046378117e-05
Position 1280: 7.744880114635905e-05
Position 409: 7.738665174048255e-05
Position 417: 6.798257071681986e-05
Position 542: 6.178864212472878e-05
Position 98: 5.2647191372869746e-05
Position 336: 3.663009045193157e-05
Position 63: 3.507170103477799e-05
Position 188: 2.838996482345266e-05
Position 460: 2.1112454517015605e-05
Position 387: 1.9535902117505678e-05
Position 24: 1.3437940001280737e-05
Position 33: 1.3339618643691776e-05
Position 106: 1.322860070521817e-05
Position 366: 1.2345530307319284e-05
Position 1659: 1.0091646435315074e-05
Position 590: 7.861743336443723e-06
Position 3: 7.390884776533989e-06
Position 1989: 7.049741098365606e-06
Position 869: 6.865627395450273e-06
Position 845: 4.392364028798144e-06
Position 1949: 4.055466615719089e-06
Position 688: 3.175281348433311e-06
Position 536: 2.774316334706184e-06
Position 674: 2.531918989602328e-06
Position 66: 2.50957766164105e-06
Position 1483: 2.454697373461615e-06
Position 835: 2.3064609867974413e-06
Position 745: 1.427597005704028e-06
Position 531: 1.215841772168716e-06
Position 6: 6.866759574217817e-07
Position 632: 1.7161158035571818e-07
Position 767: 1.5936453279614484e-07
Position 495: 1.1890670955648787e-07
Position 1010: 4.4508101025051125e-08
Position 997: 2.8082366052628705e-08
Position 1694: 2.7132450815929777e-08
Position 1629: 2.474198641533321e-08
Position 612: 8.66494835498734e-09
Position 658: 8.056010673592844e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 541: 0.648931401491595
Position 3123: 0.3371785873863897
Position 2523: 0.201000753035413
Position 2714: 0.14296918640342368
Position 3142: 0.10547825120870136
Position 1513: 0.10192900395688684
Position 2770: 0.09001732744064966
Position 3385: 0.061008632306806476
Position 1187: 0.05464613021952531
Position 1082: 0.0490631771512638
Position 2750: 0.03968979743686871
Position 2185: 0.03796705692308539
Position 1472: 0.02704532997141721
Position 4061: 0.026234113218274128
Position 1053: 0.026217294528374072
Position 3399: 0.022249913617762067
Position 1888: 0.022075312202537258
Position 2694: 0.01852485765808512
Position 2550: 0.012887983450650531
Position 2083: 0.011620667019919248
Position 3316: 0.009556336426736
Position 3768: 0.00921769313300095
Position 1286: 0.008651429115018218
Position 3270: 0.00845571843879411
Position 3497: 0.00791228298347078
Position 1357: 0.007549907939879402
Position 3019: 0.007416729461844027
Position 1915: 0.006575407823619414
Position 1580: 0.005861891514035332
Position 1169: 0.005535531707478236
Position 3357: 0.00458153806771325
Position 3364: 0.0040033449968608775
Position 1040: 0.0038508778469320006
Position 291: 0.003741728843330688
Position 3650: 0.003686007213955801
Position 423: 0.0031162386460574136
Position 320: 0.0027540430846615515
Position 2563: 0.002583276441626977
Position 286: 0.002349332357845117
Position 965: 0.002348370139640437
Position 1739: 0.0022542557446841725
Position 1724: 0.002227477253989647
Position 513: 0.002080661016580799
Position 2924: 0.002055701923528555
Position 4018: 0.0020312160263868924
Position 2716: 0.0020267080414996873
Position 898: 0.001988234955447413
Position 807: 0.0018288616655982998
Position 572: 0.001807601805033938
Position 1102: 0.0017838272124078593
Position 1788: 0.0017432874270592986
Position 1061: 0.0016614555105710917
Position 3147: 0.0016467012572638003
Position 2451: 0.0016348831959073608
Position 4042: 0.0014864658038050904
Position 2004: 0.0014820861116809228
Position 332: 0.0014103064647101454
Position 268: 0.0013473518784663059
Position 2474: 0.0013430217844932382
Position 302: 0.001264365010558253
Position 3668: 0.0012521196565758435
Position 2092: 0.0011895761261616511
Position 4142: 0.001155993480807638
Position 3757: 0.0010498732456371215
Position 2500: 0.0008694799682332275
Position 1330: 0.0008326772558685146
Position 2773: 0.0008205525596291197
Position 1295: 0.0007194543255131748
Position 1370: 0.00070454701504106
Position 1703: 0.0006696975460472958
Position 940: 0.0006453460322198625
Position 407: 0.0006315240356866391
Position 1988: 0.0005679696049745012
Position 3044: 0.00050416221337319
Position 2190: 0.0004983027853478631
Position 1023: 0.0004927590105918662
Position 481: 0.0004675277172739381
Position 1250: 0.0004323323107537559
Position 3734: 0.0004054995346093396
Position 3424: 0.0003991286631338033
Position 1359: 0.0003950089183604937
Position 2120: 0.0003948116380484191
Position 3512: 0.00037444910091516685
Position 1678: 0.00035580730396602686
Position 3404: 0.0003459036733345212
Position 3451: 0.00033402525873207277
Position 2145: 0.000326674448697265
Position 3166: 0.00032320280103657797
Position 488: 0.0003108448985627241
Position 2154: 0.0002909161659670525
Position 849: 0.0002746346010481077
Position 738: 0.0002699719325123765
Position 1147: 0.00025465281146577333
Position 241: 0.0002445937683806874
Position 2228: 0.0002393162576716905
Position 2330: 0.00023704801154036617
Position 1399: 0.0002338589701979126
Position 2895: 0.0002327259665651997
Position 819: 0.00022268295834180214
Position 3003: 0.00020454931340793447
Position 4114: 0.00020375781317756228
Position 431: 0.0001957966383751864
Position 1139: 0.00018909719866895327
Position 980: 0.00018544872231750838
Position 748: 0.00016186770641863065
Position 1431: 0.00015696669953371652
Position 2251: 0.00014875919206233033
Position 248: 0.00013138014313457562
Position 1155: 0.00011936915740341889
Position 859: 0.00011818380814012131
Position 693: 0.00010924308546240453
Position 1134: 0.00010780776810278794
Position 1698: 9.970227709264393e-05
Position 590: 9.945109699246192e-05
Position 1224: 9.401589452637307e-05
Position 1298: 8.779631772170795e-05
Position 1108: 8.00314778784031e-05
Position 919: 7.89590021738485e-05
Position 451: 7.654457767048861e-05
Position 1203: 7.197071789320695e-05
Position 336: 6.220396026414332e-05
Position 441: 5.69619549678067e-05
Position 517: 4.332596188869905e-05
Position 658: 4.118938018300775e-05
Position 194: 3.368983324207651e-05
Position 670: 2.8338896153183228e-05
Position 1255: 2.802026652556537e-05
Position 174: 1.7970898367823223e-05
Position 456: 1.3269449296740974e-05
Position 1234: 1.189898145360945e-05
Position 1228: 1.1585002910433591e-05
Position 1444: 1.0587998971113076e-05
Position 632: 9.28252068673528e-06
Position 159: 8.304126302055739e-06
Position 3819: 7.001693699354728e-06
Position 1309: 5.771775949044377e-06
Position 688: 5.4238789688549085e-06
Position 904: 5.407861727048984e-06
Position 515: 4.979023766199757e-06
Position 409: 4.9731175575514124e-06
Position 200: 4.621658742527803e-06
Position 771: 4.6213939144304605e-06
Position 1197: 3.08860575445951e-06
Position 1447: 3.033675871912568e-06
Position 1173: 2.825318441377455e-06
Position 868: 2.233656919969078e-06
Position 1324: 2.0096660674959868e-06
Position 877: 1.7083862644187055e-06
Position 1627: 1.5966562425752052e-06
Position 751: 1.5514222007018542e-06
Position 708: 1.4658987922933812e-06
Position 894: 1.4346003703589284e-06
Position 703: 1.4170387830701673e-06
Position 717: 1.3475403100390687e-06
Position 865: 1.125383064414107e-06
Position 465: 5.788609574622447e-07
Position 256: 4.4042757197670645e-07
Position 723: 2.3264410868218567e-07
Position 188: 1.0737920481404505e-07
Position 93: 9.263258508936757e-08
Position 705: 8.500922532661961e-08
Position 139: 8.474716053877312e-08
Position 460: 8.050759908268056e-08
Position 81: 5.248531554182228e-08
Position 120: 4.698005882018789e-08
Position 672: 1.8609077355932684e-08
Position 83: 3.501093310926167e-09
Position 720: 2.677888861891087e-10
