Gene = Tmco1
index = 1087
Annotated 5SS: [  556  1006  5789  7912 10952 17643]
Annotated 3SS: [  927  5728  7864 10883 17497 21788]
SMsplice 5SS: [  556  1015  5789  7912 10952 17643]
SMsplice 3SS: [  927  5728  7864 10883 17497 21788]
top_k =  1000
Partition function (log Z): 0.14798262795390693

Sorted 5' Splice Sites (High to Low Probability):
Position 17643: 0.9959807412092365
Position 7912: 0.8585837651049676
Position 10952: 0.8347409930982131
Position 5789: 0.8030708606159196
Position 1015: 0.699433831910001
Position 14131: 0.5027005785121008
Position 556: 0.45400241316836537
Position 10630: 0.4292408206939366
Position 19088: 0.3960544052290223
Position 156: 0.3800084961874502
Position 2355: 0.35710514237365676
Position 9095: 0.3525410471559142
Position 3506: 0.27183780244573635
Position 12209: 0.2322510330999192
Position 13908: 0.17143293767170434
Position 1006: 0.14165452230700176
Position 7402: 0.13435320439459464
Position 10481: 0.1279639524238654
Position 11139: 0.12703432965751166
Position 1158: 0.11148330750061404
Position 131: 0.09350187374115466
Position 19952: 0.06697180697743906
Position 21211: 0.06322060044256493
Position 7167: 0.052236354710040005
Position 21677: 0.04719323772648661
Position 92: 0.04392333838338324
Position 7205: 0.04005293227845317
Position 335: 0.03575296437941264
Position 5042: 0.034314112806494185
Position 18270: 0.03192719014506093
Position 6766: 0.028072794631542573
Position 13492: 0.024610060545928347
Position 14809: 0.02339144153424035
Position 397: 0.021801221270422038
Position 2309: 0.021634070652024388
Position 15245: 0.021124844107350847
Position 18444: 0.016846482727603904
Position 19440: 0.016369422887071067
Position 3948: 0.015689823932333837
Position 19295: 0.015174811142957406
Position 20872: 0.013904036278398672
Position 15352: 0.01357112846021214
Position 4792: 0.013012809003168688
Position 6239: 0.009713727893938668
Position 12595: 0.008861056246698792
Position 15029: 0.00876864345872682
Position 9074: 0.008267710488695304
Position 3066: 0.007723239074601003
Position 3325: 0.006871167343187034
Position 2543: 0.0055317912951273925
Position 1938: 0.005285728877227656
Position 1030: 0.005109562869377401
Position 7301: 0.004840009974314542
Position 3716: 0.00431959967565024
Position 1226: 0.003990804657963154
Position 9441: 0.0038840465992628064
Position 1701: 0.0033574535267009227
Position 19968: 0.0032797314506382365
Position 11169: 0.0031792228948853926
Position 19419: 0.0030748466228118173
Position 668: 0.0029815618421625448
Position 1066: 0.0029769625647280843
Position 5797: 0.002656945331616885
Position 875: 0.00232317057485621
Position 7376: 0.0023099095601468696
Position 2130: 0.001942239866053145
Position 10431: 0.0018561328249583466
Position 126: 0.0013455222507491134
Position 8390: 0.0012483650752774908
Position 10884: 0.0011805959004119553
Position 1010: 0.0011534489742031087
Position 401: 0.0011503436603744008
Position 1053: 0.001040378300236788
Position 378: 0.0009659891652469353
Position 17649: 0.000874397252073643
Position 10956: 0.0007881738053445515
Position 19423: 0.0007737797405465741
Position 715: 0.000764091791974713
Position 5842: 0.0007247681087821502
Position 568: 0.0006961818600112641
Position 997: 0.0006594157523027147
Position 14092: 0.000652862894238629
Position 55: 0.0006318605373892814
Position 7523: 0.0006082148121535733
Position 7724: 0.0005324108991932576
Position 7425: 0.0005251387785468208
Position 1023: 0.0004485913530916131
Position 17992: 0.0004475653775142342
Position 1915: 0.00044243679366989287
Position 381: 0.0004375020935128319
Position 6222: 0.0004027549428705763
Position 7927: 0.00039263609495467365
Position 316: 0.000376957033479147
Position 1044: 0.00037258696077072524
Position 732: 0.0003671877416592013
Position 358: 0.0003645061366175723
Position 459: 0.00036279442364894486
Position 97: 0.0003147001439655208
Position 533: 0.0003043162744512655
Position 118: 0.0002917333484228866
Position 21968: 0.00029065830717000813
Position 328: 0.0002547518268796762
Position 422: 0.00025388791046130287
Position 749: 0.00022901895024613457
Position 325: 0.00022317325876500848
Position 835: 0.0002107399123133729
Position 849: 0.00019958277245636665
Position 821: 0.00019403432790770847
Position 17653: 0.00017345653240679872
Position 2350: 0.00015605496641266404
Position 1742: 0.0001391081314288478
Position 531: 0.00013470682624755319
Position 172: 0.00013322429527555803
Position 276: 0.00012054445672324525
Position 356: 0.00012014686308792597
Position 1081: 0.0001188353267273173
Position 2322: 9.549205820002073e-05
Position 720: 8.762881317206973e-05
Position 2790: 7.700638107794364e-05
Position 108: 7.014128399403844e-05
Position 810: 6.700154135169965e-05
Position 411: 6.0820806962712144e-05
Position 1902: 5.49382585122587e-05
Position 789: 5.400043831776359e-05
Position 1059: 5.152987075223336e-05
Position 725: 4.9216597124252534e-05
Position 2374: 4.356836855236241e-05
Position 1814: 4.2980703327943735e-05
Position 1668: 4.254064096591526e-05
Position 580: 4.2059251146409115e-05
Position 1618: 3.9924989864916115e-05
Position 613: 3.8969905330387764e-05
Position 2070: 3.380542513195078e-05
Position 1175: 3.20718979817429e-05
Position 110: 3.1349756385434105e-05
Position 2313: 2.833107702365091e-05
Position 1162: 2.806046499020607e-05
Position 597: 2.7923839656657165e-05
Position 1655: 2.5814384161658865e-05
Position 497: 2.2238590087492906e-05
Position 19187: 2.1522945258700864e-05
Position 1506: 2.1224968070155646e-05
Position 2428: 2.049846003834311e-05
Position 2460: 1.7904026527629953e-05
Position 1114: 1.7341707147729688e-05
Position 2522: 1.5002338661339365e-05
Position 1291: 1.4108291454589427e-05
Position 879: 1.3666491039222476e-05
Position 882: 1.3241760308621069e-05
Position 2294: 1.2686630322683966e-05
Position 665: 1.1581722226284027e-05
Position 1596: 1.151292129862506e-05
Position 124: 1.1046897047321567e-05
Position 13403: 1.0292550271290032e-05
Position 372: 9.62312532828906e-06
Position 1286: 9.055941009989495e-06
Position 3131: 9.040427300414398e-06
Position 2136: 8.736358787271862e-06
Position 3643: 8.581327198266526e-06
Position 2280: 8.466272169883847e-06
Position 8862: 7.793063186261322e-06
Position 718: 7.586257431617133e-06
Position 439: 6.49223133438296e-06
Position 755: 6.122630694000938e-06
Position 17612: 5.04665474850833e-06
Position 3499: 3.195105616210707e-06
Position 519: 1.5862328090443312e-06
Position 672: 1.0149195564248963e-06
Position 2317: 1.504143719286051e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17497: 0.9488512564174073
Position 21788: 0.9181627399275057
Position 7864: 0.8345144693531255
Position 10883: 0.811044554981242
Position 5728: 0.6799572555063869
Position 10346: 0.5224532746883165
Position 927: 0.49829751475932116
Position 14027: 0.4873591483428415
Position 952: 0.3730479486800373
Position 2186: 0.35293431852635204
Position 18991: 0.3163048530681678
Position 8995: 0.31339363551709154
Position 3413: 0.27321421019467995
Position 12091: 0.20571178083217295
Position 13801: 0.17039857700246488
Position 11042: 0.11746800241613228
Position 19842: 0.0885583453257097
Position 5502: 0.08334285798345091
Position 6980: 0.08157105827833266
Position 7276: 0.07683210901801041
Position 906: 0.07410948466072172
Position 7328: 0.06436109820278102
Position 18753: 0.05240874307190559
Position 17553: 0.04882977705836027
Position 21526: 0.03832279083851334
Position 8951: 0.03796613631449282
Position 19279: 0.03644627112328658
Position 17953: 0.03303658825734402
Position 5731: 0.03281617505752527
Position 21044: 0.027799314229586366
Position 4875: 0.02693772590947776
Position 14457: 0.023540228347746318
Position 21012: 0.02345865771756162
Position 13395: 0.023344662816131498
Position 457: 0.022959324968369322
Position 10416: 0.022471130267399057
Position 14953: 0.02138363118598092
Position 2190: 0.020760052025547166
Position 6647: 0.020488350838859082
Position 15240: 0.018996577071180805
Position 504: 0.018481686959896056
Position 19028: 0.01787074637997939
Position 10747: 0.016885638550654232
Position 20984: 0.016207288682391022
Position 19152: 0.016044316034253818
Position 14013: 0.015996471684447372
Position 18329: 0.014997368184151288
Position 12043: 0.013680429478738373
Position 1118: 0.012641982469039975
Position 10700: 0.012065984346546477
Position 18814: 0.011132976458999008
Position 21482: 0.010011056370014725
Position 3784: 0.009085656199091437
Position 7795: 0.009075118453703705
Position 4717: 0.00897734200011
Position 12423: 0.008866715164778128
Position 10373: 0.008851720680967652
Position 12098: 0.007801645633508563
Position 6109: 0.0077814678533097365
Position 5541: 0.007651927656587143
Position 20688: 0.007163646903909753
Position 18136: 0.00680555211546015
Position 7550: 0.006507838496730312
Position 10827: 0.0062186119133760456
Position 7082: 0.006014729306846976
Position 8963: 0.005002135039290469
Position 20805: 0.004930570906156676
Position 1855: 0.004695595878974605
Position 2897: 0.004643479424281587
Position 19398: 0.004533226803150357
Position 6526: 0.004458648761001765
Position 4952: 0.004074404542024927
Position 2234: 0.004011122451759225
Position 20557: 0.003811799561324559
Position 8770: 0.003638506212249188
Position 7850: 0.0034974687631410396
Position 7085: 0.00316026702155172
Position 11947: 0.0031324394960176045
Position 15093: 0.0030947847672574877
Position 10406: 0.0029746430637506882
Position 2280: 0.0029693271414485472
Position 3738: 0.0029462141640555647
Position 439: 0.0028858178533752578
Position 7160: 0.00287200816743986
Position 3286: 0.0027375083750314122
Position 3598: 0.0026683383253107125
Position 6657: 0.002630435951173347
Position 9307: 0.0025721989662286894
Position 7822: 0.0025493429794864212
Position 957: 0.002447221145403451
Position 19807: 0.002397359987901675
Position 4558: 0.0023458726026118434
Position 3124: 0.0023069661952710508
Position 18902: 0.0023003267198093394
Position 20584: 0.0022034275011925753
Position 19187: 0.0021031467789974115
Position 4819: 0.002070590183519072
Position 5517: 0.0020592907279704167
Position 21926: 0.0020274460214921215
Position 3833: 0.001951007278707443
Position 12131: 0.0019223624942981427
Position 11062: 0.001785975652551613
Position 1142: 0.0017510064881286927
Position 1536: 0.0016871339721245197
Position 1977: 0.0016609001425542354
Position 7799: 0.0015741349399319277
Position 2941: 0.001537064939191085
Position 21967: 0.00150401602080526
Position 6124: 0.0014713883013341407
Position 4615: 0.0014697250749687982
Position 595: 0.0014354095687731166
Position 19622: 0.0013974386098609822
Position 7866: 0.0013365097497941248
Position 2440: 0.0013144990126413665
Position 9214: 0.0013118476330341185
Position 2912: 0.0013089959432712726
Position 13435: 0.0012704009443337493
Position 10370: 0.0012571932053690327
Position 476: 0.0012055255942784772
Position 18104: 0.0011528421169731018
Position 18083: 0.0011328147893647066
Position 3090: 0.0010843990109381716
Position 10171: 0.0010539809903357788
Position 13703: 0.0010427261377601025
Position 17931: 0.001025129017963948
Position 10696: 0.0009260437251711228
Position 1462: 0.0008938297084420609
Position 4901: 0.0008852196859643628
Position 20059: 0.0008399539008638528
Position 8998: 0.0008162959223793002
Position 235: 0.0008017061013556616
Position 1763: 0.0007894643843951439
Position 3714: 0.0007450258024990455
Position 465: 0.0007178558210339965
Position 8336: 0.0006987856237272139
Position 21738: 0.0006808124099687446
Position 19205: 0.0006496866199949578
Position 18523: 0.0006466291453936368
Position 20290: 0.0006282245746375751
Position 18150: 0.0006230224988210137
Position 18473: 0.0006164839483065027
Position 3238: 0.0005663611660529082
Position 18580: 0.0005512038771703186
Position 4582: 0.0005264608831425309
Position 306: 0.0005168396844651577
Position 267: 0.0005081225503963309
Position 2482: 0.0004966157013657483
Position 6454: 0.0004953590805083634
Position 11024: 0.0004810734294814366
Position 2392: 0.00047515521394887023
Position 704: 0.00047224405161843113
Position 7500: 0.00045388057818791756
Position 18443: 0.0004518223265530158
Position 2015: 0.0004516499717814776
Position 6138: 0.00044137907085590967
Position 3166: 0.0004206216182827913
Position 5498: 0.00040447462713817846
Position 1937: 0.0003921868841400264
Position 1952: 0.000382289123896993
Position 18192: 0.0003796087043528919
Position 3553: 0.0003747880418498642
Position 19531: 0.00037141256710187447
Position 6153: 0.00036504502113558226
Position 17791: 0.00035462788397606465
Position 2207: 0.00033077824970142707
Position 1066: 0.00033021964400203576
Position 20542: 0.00032725899115645506
Position 8303: 0.0003057645306474797
Position 155: 0.0003053497033578207
Position 22241: 0.00029065830717000813
Position 1685: 0.00028258995546101985
Position 19316: 0.0002806565790297178
Position 20015: 0.00026046405399357596
Position 20112: 0.00023571610310978394
Position 384: 0.00022356434639624512
Position 2946: 0.00022234036241479405
Position 5421: 0.00022059249726017388
Position 2432: 0.00019772157349110068
Position 3693: 0.00019432103293524116
Position 19666: 0.00018140859701979952
Position 17991: 0.0001781152555684541
Position 21985: 0.00016153492632575277
Position 1813: 0.00016013242350201121
Position 21797: 0.00014293079944415632
Position 1768: 0.00013910154124883317
Position 2927: 0.00013490159886429495
Position 8135: 0.00013431903030014736
Position 1487: 0.000125277343124715
Position 7035: 0.00011520234089201672
Position 1465: 0.00011200122887876677
Position 8104: 0.0001094958906026498
Position 3216: 0.00010755734913926606
Position 19492: 0.00010732968236593645
Position 679: 0.00010591777577206324
Position 17084: 0.00010002717258314246
Position 1090: 9.920183253167132e-05
Position 1467: 9.451026987746619e-05
Position 2309: 9.393270374077301e-05
Position 1081: 9.377562164035977e-05
Position 1511: 8.747459268055594e-05
Position 10715: 8.298581557177775e-05
Position 1485: 7.705762052074484e-05
Position 3303: 6.974319522322584e-05
Position 3204: 6.771245093462996e-05
Position 350: 6.185606963291114e-05
Position 636: 5.970443456757718e-05
Position 631: 5.891915280851052e-05
Position 6105: 5.720259017387293e-05
Position 356: 5.600457306098526e-05
Position 17816: 5.526045698578552e-05
Position 17887: 5.443744872525139e-05
Position 554: 5.3180269002952836e-05
Position 17757: 4.789348172365e-05
Position 17777: 4.718026939719227e-05
Position 1680: 4.542591697939434e-05
Position 1579: 4.483641976203286e-05
Position 17966: 4.242908633222819e-05
Position 1540: 4.06128132305775e-05
Position 810: 3.942009194670554e-05
Position 1101: 3.7900317851117835e-05
Position 3070: 3.7009855033818065e-05
Position 2893: 3.7001645132440084e-05
Position 378: 3.4119845164391925e-05
Position 19637: 3.399015799321823e-05
Position 1446: 3.382721959289597e-05
Position 171: 3.2045827437651086e-05
Position 977: 3.112177244898711e-05
Position 1634: 2.935785669453492e-05
Position 1806: 2.851789231955742e-05
Position 1863: 2.7133309098771097e-05
Position 1659: 2.6884992612204937e-05
Position 1105: 2.6608041416203874e-05
Position 485: 2.5555959983340418e-05
Position 2668: 2.5436853647113014e-05
Position 18058: 2.5053597729767817e-05
Position 2202: 2.500639694938229e-05
Position 1653: 2.4860899927315748e-05
Position 20275: 2.4733462978182127e-05
Position 2327: 2.1994699269685965e-05
Position 4670: 2.0124456664358745e-05
Position 2684: 1.9644090909837255e-05
Position 4601: 1.9456471179217667e-05
Position 871: 1.857650006952163e-05
Position 2577: 1.8551308451916853e-05
Position 17830: 1.7731290945060362e-05
Position 1640: 1.604680669411184e-05
Position 17913: 1.596071966853659e-05
Position 2705: 1.3089749672465678e-05
Position 361: 1.087653629061263e-05
Position 560: 8.565387269403197e-06
Position 707: 7.8308663973708e-06
Position 18400: 7.594481768990628e-06
Position 1696: 7.581476595441126e-06
Position 2445: 7.486780863870455e-06
Position 710: 7.221599454247572e-06
Position 2017: 7.033804176282121e-06
