Gene = Arl6ip1
index = 134
Annotated 5SS: [ 194 2529 3267 7737 8502]
Annotated 3SS: [2394 3146 7618 8416 9251]
SMsplice 5SS: [ 194 2529 3267 8502]
SMsplice 3SS: [2394 3146 8416 9251]
top_k =  1000
Partition function (log Z): -7.941703680573969

Sorted 5' Splice Sites (High to Low Probability):
Position 2529: 0.8598222540880242
Position 194: 0.8552304498794863
Position 3267: 0.6624645140002501
Position 8502: 0.5503953543342203
Position 207: 0.07644751439957273
Position 348: 0.0455456980627629
Position 7737: 0.04234887481097486
Position 3486: 0.019119679441739413
Position 3014: 0.018327276632820865
Position 395: 0.016361060878576455
Position 402: 0.014652177685254496
Position 8155: 0.01409369922399801
Position 8771: 0.013777518897372757
Position 767: 0.01263520119554114
Position 6747: 0.011980280977810585
Position 3506: 0.00978015141972862
Position 3022: 0.008168499002387086
Position 2533: 0.007420948972557719
Position 4693: 0.007401443451978362
Position 352: 0.006551417790006797
Position 4862: 0.006387366867022943
Position 1732: 0.006265526136452281
Position 2043: 0.0059142678040768025
Position 362: 0.005874182759140013
Position 4475: 0.005726331128898522
Position 1738: 0.004276356647268084
Position 3052: 0.003915493470904744
Position 8611: 0.0036275873078092822
Position 292: 0.0033776750160523974
Position 8556: 0.0033528099162720647
Position 800: 0.0033210374916323665
Position 2443: 0.00312917060386984
Position 8747: 0.0030229980452658525
Position 1147: 0.00268456622942079
Position 9930: 0.0026720504020116753
Position 1158: 0.002196737501322334
Position 9695: 0.0021519336665546053
Position 9819: 0.0021412819611689965
Position 2507: 0.002110133075844619
Position 6848: 0.0019078572098478411
Position 9041: 0.0016753558395885188
Position 3394: 0.0013293094289304117
Position 3271: 0.0011253989803808352
Position 9090: 0.0010895394101214462
Position 6920: 0.0009102824676988512
Position 4687: 0.0007427172705968256
Position 2995: 0.0007282414767741093
Position 644: 0.000618927106868348
Position 813: 0.0005890911683489763
Position 224: 0.0005878855422842352
Position 198: 0.0005869855433025879
Position 204: 0.000520732495801005
Position 286: 0.0004966098964026086
Position 1716: 0.0004880911021093528
Position 360: 0.0004837324646176301
Position 661: 0.000471526269570348
Position 3797: 0.00045372292656386236
Position 2255: 0.00037175463409661237
Position 7161: 0.0002714462016747318
Position 6729: 0.0002659594469857093
Position 5419: 0.0002597331227682801
Position 4411: 0.00024396458933341076
Position 1674: 0.00023166809096340462
Position 6363: 0.0002271583411376169
Position 1529: 0.0002230665180686066
Position 2939: 0.00022149644102926008
Position 250: 0.00019753486429247661
Position 1945: 0.0001850828341035266
Position 211: 0.00018324836352725534
Position 818: 0.00018314248897835552
Position 613: 0.00015296096357853247
Position 2748: 0.00014536222468334263
Position 2946: 0.00014102276777852452
Position 23: 0.00013607392629272146
Position 2487: 0.00012579193521818595
Position 2512: 0.0001166634134300429
Position 1722: 0.00011265350761116107
Position 1480: 0.00010832998479680164
Position 1510: 0.00010057511951388179
Position 1489: 8.67829464035237e-05
Position 784: 8.604757247555406e-05
Position 995: 8.200014499619387e-05
Position 2095: 8.004728565660499e-05
Position 2687: 4.6728231619207406e-05
Position 2464: 3.383940593535238e-05
Position 3747: 3.18685495375556e-05
Position 2894: 1.6644626305738668e-05
Position 2561: 1.1546073279425438e-05
Position 215: 9.611638536850231e-06
Position 2509: 8.169080225831077e-06
Position 3410: 6.831537573121158e-06
Position 3323: 3.030691818635219e-06
Position 3288: 2.563865975310454e-06
Position 3184: 2.43751391090076e-06
Position 122: 1.8864978213368261e-06
Position 495: 1.8228417182298766e-06
Position 94: 1.1158009505424228e-06
Position 314: 1.1063873562798057e-06
Position 120: 9.738588049494032e-07
Position 78: 7.389455980443081e-07
Position 37: 3.935226050117477e-07
Position 148: 3.6654658963927845e-07
Position 1436: 3.481082614689971e-07
Position 490: 2.711054695143083e-07
Position 106: 2.692224773332974e-07
Position 464: 2.5893944129063045e-07
Position 3: 2.446456131398809e-07
Position 134: 1.5703087687954975e-07
Position 126: 1.1078856373113654e-07
Position 5658: 7.10912191227511e-08
Position 430: 6.839951735160893e-08
Position 8567: 6.256281106695793e-08
Position 124: 2.5761722064735145e-08
Position 108: 1.2003365328159692e-08
Position 545: 8.375982800079905e-09
Position 376: 7.84806124256047e-09
Position 619: 1.8841093714781887e-10
Position 552: 3.401097786285579e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2394: 0.8577912584522437
Position 3146: 0.6994783419660957
Position 9251: 0.5901223128447284
Position 8416: 0.5544734846168656
Position 7618: 0.055776192284397404
Position 9929: 0.04227615714195099
Position 10265: 0.03667316337725496
Position 9626: 0.03370780258027413
Position 2912: 0.028225016366508527
Position 9595: 0.026501842472489268
Position 3327: 0.02531359149744333
Position 4321: 0.02527451033782759
Position 10180: 0.023619741486386438
Position 8673: 0.020714813052433563
Position 291: 0.018186015435575218
Position 8042: 0.015920498723505715
Position 8647: 0.013635893778095664
Position 261: 0.013299573087662633
Position 8770: 0.013088529019202018
Position 6667: 0.011745377858731506
Position 10012: 0.010946215810666017
Position 8340: 0.010519193914217441
Position 593: 0.009776809367019967
Position 4474: 0.009758374055367836
Position 4033: 0.009726706661952501
Position 9657: 0.007158671139311013
Position 9170: 0.006864849209406283
Position 9562: 0.0068612644853908965
Position 9456: 0.005889900565992099
Position 2720: 0.005693835875744568
Position 3238: 0.0056398187983530725
Position 2424: 0.005510202321107843
Position 8097: 0.0051808703659024504
Position 5358: 0.005154832379976365
Position 4325: 0.005030650402453993
Position 10197: 0.00489881468153002
Position 3389: 0.00429568877393694
Position 4629: 0.004125322123375625
Position 1637: 0.0038621884952673197
Position 1870: 0.00370217992750594
Position 4721: 0.0036360879700265843
Position 4792: 0.0035648004304863834
Position 1011: 0.0035491370119631904
Position 10341: 0.003448464289497954
Position 10734: 0.0033234245952764485
Position 6650: 0.003264419515804604
Position 9704: 0.0030888567672207453
Position 6577: 0.003086484786465988
Position 2645: 0.003076003498568742
Position 5882: 0.0030586799383195726
Position 5440: 0.003025175222007065
Position 3369: 0.003020732971027307
Position 2254: 0.0028775266090368544
Position 9837: 0.002728154341548962
Position 2279: 0.002723269450093515
Position 3348: 0.0024164094078542187
Position 10538: 0.002232157497180983
Position 7059: 0.0020562351937526537
Position 1564: 0.0020424859067220435
Position 1963: 0.0017931758821652648
Position 498: 0.0017283640561505276
Position 10119: 0.001645747295156607
Position 4051: 0.001591912219511578
Position 2748: 0.0015618981967856905
Position 6220: 0.0014530758656809474
Position 6191: 0.0012738357549504965
Position 1414: 0.0012489833405243604
Position 4252: 0.0012248638793386905
Position 4760: 0.0012221363530208914
Position 1673: 0.0012160661741679637
Position 629: 0.0011917721078473348
Position 1657: 0.0011241322876303853
Position 1601: 0.0011031931696264988
Position 3468: 0.001032405552557533
Position 7081: 0.000935119836470217
Position 2348: 0.0009160804685648556
Position 9813: 0.0008413240166876234
Position 9004: 0.0008135114459288648
Position 3864: 0.0007847360117183497
Position 5191: 0.000762903726035067
Position 8467: 0.0007299340119152061
Position 7576: 0.0007106372918950378
Position 8652: 0.0006899566858393483
Position 4398: 0.0006807989348809697
Position 3308: 0.0006610342627920167
Position 8252: 0.0006330187594862294
Position 2324: 0.000628845066701716
Position 7718: 0.0006252433891738872
Position 5556: 0.0006205506032384438
Position 2798: 0.0006075324831342303
Position 8589: 0.0005984063114194637
Position 2328: 0.0005883602947115977
Position 5284: 0.0005336907239070323
Position 10323: 0.0005313432887129616
Position 5986: 0.0005231981471711192
Position 8716: 0.00048811180027993076
Position 906: 0.00047697657436211255
Position 8866: 0.0004647448781074523
Position 2431: 0.00045665332345938006
Position 839: 0.0004416514796298987
Position 735: 0.0004367341789858746
Position 3270: 0.00041932575777834324
Position 9882: 0.0004006818594333518
Position 10632: 0.0003980147641750304
Position 10565: 0.00038183132123291777
Position 267: 0.00035737835513972296
Position 656: 0.0003567906381169898
Position 5721: 0.0003540050869914515
Position 2355: 0.00033015051785215143
Position 1938: 0.00032630511753942566
Position 569: 0.00031836127522429206
Position 9468: 0.000302929811209489
Position 2297: 0.0002964819557477025
Position 9304: 0.0002941482067642379
Position 3613: 0.0002918716645306829
Position 1351: 0.00029092704917588273
Position 1457: 0.0002796654658520062
Position 1501: 0.0002774837431122837
Position 1966: 0.00027449335166592083
Position 961: 0.00026535947696566163
Position 3703: 0.00024671892260024695
Position 8692: 0.00024633614401857294
Position 2371: 0.0002415782689830423
Position 4079: 0.0002321206443516246
Position 10701: 0.000227123090215867
Position 1997: 0.00021652605533637844
Position 8722: 0.00021570171897178724
Position 1944: 0.0002136007714066896
Position 2286: 0.00020681509071518515
Position 5685: 0.00020308939657304696
Position 2411: 0.00020211666914263425
Position 6234: 0.00019380296907852194
Position 5799: 0.00018775760871188058
Position 2419: 0.00018587243832481065
Position 4958: 0.00018406590161968825
Position 605: 0.00018157794230477489
Position 4513: 0.0001803417316421815
Position 1016: 0.00017989832979554998
Position 338: 0.00017897263100544332
Position 2403: 0.00016700681751555415
Position 3350: 0.0001556475312676461
Position 2854: 0.00015331955562061607
Position 3976: 0.00014448829130527774
Position 7808: 0.00014200147249615337
Position 2183: 0.00014070569055392695
Position 1915: 0.00013593862581523028
Position 4846: 0.00013227162286596515
Position 5767: 0.0001228663571169198
Position 7107: 0.00012048497389146027
Position 1079: 0.0001183041943886962
Position 543: 0.00011729414964701928
Position 7247: 0.00011061588412990755
Position 7175: 0.00010343616972810046
Position 7893: 9.733934355954831e-05
Position 6919: 9.543120946535788e-05
Position 2109: 9.537955883492762e-05
