Gene = Sln
index = 986
Annotated 5SS: [163]
Annotated 3SS: [3241]
SMsplice 5SS: [163]
SMsplice 3SS: [3241]
top_k =  1000
Partition function (log Z): -8.123711894047627

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9359012191225549
Position 1228: 0.18726065011347104
Position 1683: 0.10130570685359676
Position 3088: 0.07308940387714005
Position 271: 0.053342205503650736
Position 591: 0.02501246529863516
Position 2978: 0.02359956474078624
Position 1060: 0.02354965092868174
Position 1791: 0.022998114779048295
Position 3384: 0.013832196177117109
Position 881: 0.012247348338661816
Position 2714: 0.006405515196797181
Position 3023: 0.00511568181837128
Position 3317: 0.004281037781987536
Position 2792: 0.00395576777269672
Position 531: 0.0038918276312210494
Position 4262: 0.003878645220962668
Position 3389: 0.003321800581578268
Position 733: 0.0027358649888319744
Position 111: 0.0027149433327481797
Position 2984: 0.002450330787170947
Position 2722: 0.0024155625422525775
Position 125: 0.0023463401468642162
Position 2780: 0.0017506148308270037
Position 497: 0.0016001294034415686
Position 132: 0.0014584578824916163
Position 702: 0.0012883639409331288
Position 1547: 0.0011354634570433348
Position 2594: 0.0009332138647042042
Position 2261: 0.0007945408708506551
Position 3799: 0.0007387978969718992
Position 3075: 0.0006659626609226139
Position 2061: 0.0006509141032160971
Position 1167: 0.0005460004747165325
Position 1204: 0.0005258845614742754
Position 1918: 0.0004613755132663552
Position 2964: 0.00041247959553352423
Position 426: 0.00037759169734890435
Position 2367: 0.0003750152868864757
Position 932: 0.000374097859715009
Position 1353: 0.00035523630850391397
Position 422: 0.0003321252815400924
Position 2402: 0.00028144185578775875
Position 1138: 0.000274130137431809
Position 3599: 0.00026006876822708835
Position 573: 0.0002584754492183722
Position 179: 0.0002461224335974119
Position 1192: 0.00019123935297366785
Position 1195: 0.00018984594496021886
Position 1100: 0.00018136912499578135
Position 1421: 0.0001571691255896326
Position 1171: 0.0001567381365862335
Position 2307: 0.00012472495045944628
Position 1065: 0.00011064472750861174
Position 3130: 9.930141543495453e-05
Position 3033: 9.573432008648053e-05
Position 2670: 9.348127659983037e-05
Position 1739: 8.422139413175195e-05
Position 581: 8.14905787116577e-05
Position 499: 4.73962697795962e-05
Position 1474: 4.6168114332503516e-05
Position 141: 3.425646073750149e-05
Position 715: 3.046510842629517e-05
Position 501: 2.9014098409840796e-05
Position 770: 2.8925056062815585e-05
Position 1583: 2.822588405653968e-05
Position 759: 2.0415060616178896e-05
Position 33: 1.4909932794686579e-05
Position 215: 1.1861527275951866e-05
Position 892: 9.904042578196655e-06
Position 934: 8.505683612309578e-06
Position 217: 8.074930784962656e-06
Position 205: 7.4645991520059216e-06
Position 143: 7.339107923958817e-06
Position 337: 7.187415922530232e-06
Position 947: 6.989187857702103e-06
Position 992: 6.726640499504173e-06
Position 980: 5.6809694331847e-06
Position 754: 5.192087245574766e-06
Position 238: 4.9167745760252706e-06
Position 199: 3.616007948018667e-06
Position 1006: 3.376228522900455e-06
Position 799: 3.040355242356059e-06
Position 874: 2.7547705687381903e-06
Position 75: 2.174066955495521e-06
Position 2459: 1.9660124978636054e-06
Position 437: 9.172975611055485e-07
Position 411: 8.235288669581296e-07
Position 1067: 7.044411594168607e-07
Position 585: 6.28814785599812e-07
Position 22: 1.530781847847673e-07
Position 13: 1.4798080757561995e-07
Position 222: 1.4088823310648772e-07
Position 322: 4.070979328244646e-08
Position 39: 2.7396522317875378e-08
Position 415: 2.0156430287663675e-08
Position 262: 1.1807106168595506e-08
Position 1090: 6.9022227677797404e-09
Position 394: 4.298982304163581e-09
Position 355: 2.529653953893729e-09
Position 575: 3.3268920576348994e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3241: 0.5775316246537873
Position 1059: 0.15365816051106546
Position 2977: 0.10216637445162462
Position 1564: 0.09641772674404793
Position 1093: 0.09352723378970647
Position 2433: 0.04080883520847082
Position 571: 0.03867346162149474
Position 4120: 0.038303941077576766
Position 2694: 0.037908328519304715
Position 411: 0.029898987523441205
Position 1332: 0.028899095990705836
Position 3184: 0.025884142963796482
Position 2763: 0.021742129628602277
Position 355: 0.020228652987256495
Position 1673: 0.018201824564880967
Position 3424: 0.012853435521889016
Position 2833: 0.012813516326319793
Position 2302: 0.010056784374081579
Position 2305: 0.01005318390376672
Position 932: 0.00957359752378605
Position 2251: 0.008534491211414596
Position 2537: 0.008435161961061892
Position 3494: 0.008372447607024686
Position 4375: 0.007738360521682761
Position 980: 0.0076823245481285095
Position 3348: 0.007409942847646649
Position 766: 0.007384365556562044
Position 3622: 0.00731799480773823
Position 448: 0.006454679084187489
Position 1352: 0.005436512245688769
Position 262: 0.005295492203963532
Position 3677: 0.005085869814659638
Position 2987: 0.004887618228553568
Position 2016: 0.003858300514140902
Position 2891: 0.003508017981561395
Position 2001: 0.0028846408382761837
Position 3576: 0.0027716038363745266
Position 2163: 0.0025230912046698955
Position 2854: 0.0024630339281171685
Position 2111: 0.002220805962738973
Position 3204: 0.002156999825998284
Position 641: 0.0021274570470935558
Position 469: 0.0020586522916691665
Position 430: 0.0019836407424035593
Position 1790: 0.001966555350495593
Position 3902: 0.001950182929190309
Position 2963: 0.0018258490761191536
Position 870: 0.0017507130073460462
Position 1336: 0.0016270136410130177
Position 627: 0.0016231492668506583
Position 1097: 0.001259598320764591
Position 3297: 0.0012011317831639877
Position 2874: 0.0011852072923947599
Position 3087: 0.0010927238030761235
Position 3122: 0.001080254546421488
Position 1597: 0.0010241739153176374
Position 384: 0.0009648894182364342
Position 3561: 0.0009352412946047827
Position 3245: 0.0009143663396944685
Position 864: 0.0008868630254757863
Position 3448: 0.000876409142504624
Position 270: 0.0006322148332034348
Position 3186: 0.0005870238435887513
Position 701: 0.0005845805539099062
Position 773: 0.00053360171319926
Position 836: 0.0005280901764662938
Position 2446: 0.0004962660552097514
Position 892: 0.00047833734492673644
Position 889: 0.00046801592688008794
Position 3539: 0.000440434405665589
Position 1723: 0.0004012740446176988
Position 715: 0.0003922816452614025
Position 1980: 0.0003885888122943018
Position 1447: 0.00036462223108794895
Position 1864: 0.00034979021704685005
Position 1099: 0.0003482095425274765
Position 2592: 0.0003410539453882826
Position 4047: 0.0003213287905142223
Position 3848: 0.00027877024653708997
Position 1178: 0.0002655276493374819
Position 1485: 0.00026006137504154466
Position 3975: 0.00024094922492911574
Position 2912: 0.00023302661173927566
Position 222: 0.0002316143534854778
Position 3275: 0.00022777709409911874
Position 3056: 0.00022724846571747448
Position 2713: 0.00022431449878919165
Position 4009: 0.000220636455619441
Position 4088: 0.0002129015983333883
Position 845: 0.00017987155893187375
Position 2036: 0.00016912222387341545
Position 381: 0.0001678262588602038
Position 4183: 0.00016389658327149107
Position 1652: 0.0001630061834892867
Position 2661: 0.00015454542947075965
Position 1027: 0.00014833559923320896
Position 285: 0.00014020272696195488
Position 1490: 0.0001284510863350073
Position 1492: 0.0001260578094748163
Position 1215: 0.0001194781912656364
Position 1015: 0.00011074373573398199
Position 3308: 0.00010691039935850806
Position 1945: 0.00010586193166496867
Position 298: 0.00010190065953732098
Position 2138: 0.00010122021484927252
Position 4321: 0.00010120407323793292
Position 4229: 9.85995005220386e-05
Position 1389: 9.688887241206818e-05
Position 1948: 9.388663291876411e-05
Position 4256: 8.630220704512557e-05
Position 1918: 7.414392888519921e-05
Position 2070: 7.358832615645798e-05
Position 2402: 7.248247598052905e-05
Position 2999: 6.742332056183651e-05
Position 1606: 6.369904616232379e-05
Position 2256: 5.736548086350603e-05
Position 1248: 5.6586393599938303e-05
Position 2201: 5.3697338248485716e-05
Position 2276: 4.042777337811868e-05
Position 515: 3.811556322593595e-05
Position 1611: 3.595932763805669e-05
Position 1805: 2.971550324491114e-05
Position 512: 2.904663781602967e-05
Position 595: 2.766122869498053e-05
Position 738: 1.0370721425599608e-05
Position 721: 9.987772351539215e-06
Position 732: 7.656938183228577e-06
Position 939: 7.380451501599016e-06
Position 2568: 7.228403344500661e-06
Position 777: 4.264709650875924e-06
Position 797: 4.034574076084807e-06
Position 813: 3.522338046379342e-06
Position 1413: 3.5195053634787295e-06
Position 474: 3.4741916480375955e-06
Position 727: 2.358125246577281e-06
Position 744: 2.165458678423703e-06
Position 162: 2.104872291124015e-06
Position 1202: 2.0710019164708393e-06
Position 1425: 1.7435212433827924e-06
Position 725: 1.7376311898892794e-06
Position 751: 1.6606716717119404e-06
Position 471: 1.3020008330723831e-06
Position 817: 1.2028861647097668e-06
Position 493: 1.0820955495787416e-06
Position 542: 1.0552743469200722e-06
Position 602: 8.491507239506683e-07
Position 779: 7.94345668432037e-07
Position 591: 7.390928486880487e-07
Position 807: 5.252065820668258e-07
Position 742: 5.005397142694205e-07
Position 781: 2.516240837774203e-07
Position 186: 2.282030901425758e-07
Position 799: 2.1100809714999536e-07
Position 1180: 1.7068149562426486e-07
Position 1461: 1.662736629323697e-07
Position 517: 1.468220484124936e-07
Position 749: 1.1525510056168735e-07
Position 1418: 9.266442352154893e-08
Position 660: 7.503488368686634e-08
Position 481: 4.5436867131331465e-08
Position 1796: 1.372777252242568e-08
Position 483: 1.0618647834202112e-09
Position 523: 1.0131736275676677e-09
Position 173: 9.905368855729014e-10
Position 135: 8.492320318799849e-10
Position 169: 5.634664281822548e-10
Position 104: 2.91162865865527e-10
Position 487: 2.606203680742715e-10
Position 110: 1.5038696086087945e-10
Position 124: 3.8187663345275535e-11
Position 116: 3.1666998887235106e-11
Position 80: 2.5895662352342948e-11
Position 141: 1.9169328489866408e-11
Position 75: 4.6791224596126136e-12
Position 100: 1.9172798136676983e-12
Position 92: 1.7412854440068397e-12
Position 88: 1.105809150116403e-12
Position 118: 3.595166498409016e-13
Position 83: 6.705208243738083e-14
