Gene = Ecsit
index = 357
Annotated 5SS: [   82  1416  7291  9211 10848 11756 12013 12457]
Annotated 3SS: [ 1229  7172  8792 10623 11697 11863 12350 12857]
SMsplice 5SS: [   82  9211 11756 12457]
SMsplice 3SS: [ 9110 11650 12350 12857]
top_k =  1000
Partition function (log Z): -1.4430913855609693

Sorted 5' Splice Sites (High to Low Probability):
Position 9211: 0.964543975874598
Position 11756: 0.932141162983617
Position 82: 0.8983323275194229
Position 12457: 0.7624068521188335
Position 1416: 0.5933491261850417
Position 10848: 0.5459899490051866
Position 12013: 0.524159022532647
Position 736: 0.25906096320726135
Position 7291: 0.2339813100893497
Position 3960: 0.10521077885292791
Position 11138: 0.09394201910820708
Position 3617: 0.08907772228254822
Position 90: 0.08499678537201505
Position 11479: 0.03310522175650329
Position 10833: 0.031004720551360474
Position 6010: 0.027876816548969292
Position 11193: 0.021072763098215232
Position 11752: 0.020449777093141663
Position 12638: 0.019555480928511636
Position 10526: 0.018554162238767814
Position 270: 0.013077889913587897
Position 11475: 0.012609382128379802
Position 12467: 0.011470261269946621
Position 11042: 0.009876335304708083
Position 10446: 0.009767354626751424
Position 86: 0.008520666221123494
Position 5014: 0.008428806925981549
Position 10295: 0.006755008214874384
Position 5088: 0.005096868346385544
Position 1143: 0.004246158913375248
Position 9426: 0.0026418456171866276
Position 12689: 0.002396658678684257
Position 3413: 0.002125209400834041
Position 6276: 0.0020962300666766227
Position 5059: 0.002056701880033785
Position 556: 0.001959102732257915
Position 981: 0.0019222360287919139
Position 12700: 0.001826403551305173
Position 12974: 0.0016605746826209363
Position 243: 0.0016246505159751008
Position 9730: 0.0014906534061997156
Position 754: 0.0011704175055182245
Position 848: 0.001149336161097268
Position 1151: 0.0009045667169503479
Position 66: 0.0008969587862492081
Position 455: 0.0008121056398348835
Position 1080: 0.0007859245983975227
Position 12128: 0.0007758637782084799
Position 1040: 0.000696991481174805
Position 1948: 0.0006289746252881215
Position 12541: 0.0006209909355895125
Position 12818: 0.0006069042198693935
Position 9734: 0.0005860416507511131
Position 9931: 0.0005852200898214541
Position 7598: 0.0003903937369088669
Position 1378: 0.00032081744329014584
Position 405: 0.00028205233684540755
Position 11277: 0.00025079817311177057
Position 990: 0.00021735929800760528
Position 1048: 0.00019900875265837476
Position 12831: 0.00015943268989274521
Position 153: 0.0001296130285193007
Position 4274: 0.00010024538905736842
Position 12991: 9.757502397232926e-05
Position 740: 9.198544682729693e-05
Position 2770: 8.998879748572488e-05
Position 2183: 8.741502264331903e-05
Position 933: 6.825312471836333e-05
Position 108: 6.688727324948741e-05
Position 3197: 6.539567938057599e-05
Position 604: 6.29208132711586e-05
Position 1663: 6.174206413167749e-05
Position 215: 4.922636034239876e-05
Position 202: 4.9224420414725793e-05
Position 743: 3.82383956217591e-05
Position 368: 3.7900068086006356e-05
Position 94: 3.549058355350399e-05
Position 451: 3.44280944005201e-05
Position 421: 3.144829703631361e-05
Position 231: 2.9296645189225832e-05
Position 477: 2.7012272626297048e-05
Position 771: 2.5922349135990203e-05
Position 1119: 2.394619940837704e-05
Position 1816: 1.9451867411955825e-05
Position 3506: 1.585621923217913e-05
Position 459: 1.2637055728197142e-05
Position 317: 1.0007794022816968e-05
Position 707: 9.920755395548415e-06
Position 651: 9.768825142571329e-06
Position 426: 8.978857111186627e-06
Position 660: 8.910372477746368e-06
Position 101: 6.9438497266226205e-06
Position 46: 6.5670427154167995e-06
Position 2378: 4.544941572197265e-06
Position 11290: 3.7473064455936546e-06
Position 191: 3.726979168272844e-06
Position 5: 2.043949638050161e-06
Position 4164: 1.4018993681585247e-06
Position 1469: 1.2045157241807803e-06
Position 1459: 4.072167982347438e-07
Position 136: 3.7390196554260217e-07
Position 38: 3.0301542986009177e-07
Position 1455: 1.8918726528783087e-07
Position 274: 1.6171926564709238e-07
Position 1401: 1.5351635530555202e-07
Position 313: 1.4169632977811e-07
Position 120: 6.716704709962113e-08
Position 469: 5.3042579277121204e-08
Position 2210: 4.414644859916527e-08
Position 441: 3.8663251208312015e-08
Position 20: 3.35622939241028e-08
Position 1329: 2.532200109519665e-08
Position 1477: 3.867161696882715e-09
Position 499: 3.104288935828499e-09
Position 622: 1.077696985095856e-09
Position 610: 6.141090814065553e-10
Position 1131: 2.941517026110921e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9110: 0.8812059596297163
Position 12857: 0.6936449759936408
Position 12350: 0.5455248140617619
Position 11650: 0.525077411571358
Position 11697: 0.44975579467031057
Position 11863: 0.4192864719292814
Position 1229: 0.34200084897149396
Position 12346: 0.20921983085313375
Position 10623: 0.184287875522933
Position 7172: 0.18334427081273424
Position 10664: 0.16911175116824367
Position 12587: 0.13953192255619395
Position 1319: 0.11501577749450367
Position 429: 0.0913396786107878
Position 3777: 0.08664942573873591
Position 11834: 0.08055819045789606
Position 10927: 0.07905501829910175
Position 1281: 0.07443302964571662
Position 10772: 0.06344152709452837
Position 10733: 0.05307662769223653
Position 3505: 0.050942277986254246
Position 12395: 0.04990818680319291
Position 11844: 0.04879156505311014
Position 7110: 0.04691619792440884
Position 660: 0.04624728517255103
Position 641: 0.04462732944751817
Position 10956: 0.043203802432162916
