Gene = Sprr2h
index = 1021
Annotated 5SS: [40]
Annotated 3SS: [927]
SMsplice 5SS: [40]
SMsplice 3SS: [927]
top_k =  1000
Partition function (log Z): -8.115477767220316

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.978701829254536
Position 640: 0.036433591767575144
Position 723: 0.017240948125945454
Position 142: 0.010650140481006626
Position 224: 0.00352907518039192
Position 1039: 0.0026465788210547456
Position 1311: 0.0019157341671439797
Position 1275: 0.0018291233852519445
Position 808: 0.0011220535438496526
Position 494: 0.000970987004534481
Position 10: 0.0008205373337916017
Position 1093: 0.0007763163780400864
Position 194: 0.0006755331054147307
Position 460: 0.0006194415242756887
Position 599: 0.0005377112607013731
Position 644: 0.0005192399367809464
Position 1012: 0.0004863183966862826
Position 1120: 0.0004823482969381246
Position 1066: 0.000463867411952325
Position 323: 0.00038171387383401523
Position 1324: 0.0003081061613966826
Position 819: 0.0002900495187123067
Position 995: 0.00027889600238783043
Position 562: 0.00023444775354592424
Position 1147: 0.00019930234799099442
Position 443: 0.00019884356134052182
Position 1252: 0.0001659545850729098
Position 166: 0.0001479822892472824
Position 630: 0.0001371665708615426
Position 231: 0.00013703085246202925
Position 107: 0.00010754213809660622
Position 727: 9.294106324554012e-05
Position 718: 8.647649787330891e-05
Position 399: 8.418407950575001e-05
Position 137: 8.218866794814805e-05
Position 589: 7.791543748985564e-05
Position 130: 7.423567878420947e-05
Position 793: 6.970820196763652e-05
Position 1387: 6.527142482919865e-05
Position 755: 5.199450897974993e-05
Position 516: 5.177504821877614e-05
Position 380: 4.60379891922265e-05
Position 1437: 3.66173173283139e-05
Position 44: 3.56450099882503e-05
Position 1174: 3.01814386305889e-05
Position 997: 3.01547992430736e-05
Position 403: 2.8600276486627258e-05
Position 358: 2.6739279784157477e-05
Position 1416: 2.5630473185455696e-05
Position 671: 2.3227614223046753e-05
Position 827: 2.222452260297407e-05
Position 1026: 2.001410306723603e-05
Position 612: 1.989564752120608e-05
Position 825: 1.7915789054923245e-05
Position 363: 1.4260610909660633e-05
Position 66: 1.4158874673529217e-05
Position 128: 1.3133419782328272e-05
Position 1254: 1.2688018604448173e-05
Position 1410: 1.146633157186167e-05
Position 1053: 7.39796765833993e-06
Position 110: 6.877484558824666e-07
Position 200: 6.147459564487267e-07
Position 406: 6.129092561447746e-07
Position 206: 4.808647392249547e-07
Position 1080: 3.927139214878535e-07
Position 355: 3.5752593751655005e-07
Position 1107: 9.369024367862747e-08
Position 705: 5.5920962530182786e-08
Position 397: 3.53108937860001e-08
Position 682: 2.6623730222418882e-08
Position 690: 1.441872597050053e-08
Position 353: 1.2856361437153782e-08
Position 914: 5.178710954721877e-09
Position 383: 4.019590959662913e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 927: 0.45412879342863666
Position 402: 0.2739560593987275
Position 1249: 0.03136402616824353
Position 1174: 0.02770707576385793
Position 1210: 0.026812981875486253
Position 961: 0.023633032555412842
Position 1207: 0.019737345138247184
Position 1335: 0.018705630796606823
Position 549: 0.018125812715443543
Position 589: 0.014871162838977891
Position 1465: 0.012952484665587462
Position 1360: 0.012912715186996042
Position 1505: 0.012635781404154656
Position 1093: 0.011943149284936066
Position 1147: 0.01095548540752804
Position 1012: 0.009241736899567263
Position 636: 0.008711311993441474
Position 191: 0.0071405346707118615
Position 1066: 0.0070567150116813745
Position 1120: 0.006778900796316702
Position 1039: 0.006746260525866978
Position 703: 0.006354310734731405
Position 1551: 0.006038992874606368
Position 264: 0.0059370440937873414
Position 509: 0.005252381080805813
Position 964: 0.005223216307688853
Position 1462: 0.004042618258183771
Position 206: 0.002051680677395403
Position 141: 0.0013968406196010834
Position 1586: 0.0009512640127856188
Position 1395: 0.000783097039791569
Position 379: 0.0007241548094728258
Position 967: 0.0006994300910263383
Position 1252: 0.0006873517396790406
Position 935: 0.0006809195067277482
Position 522: 0.0006316485010521742
Position 350: 0.0005356779836910547
Position 677: 0.0004916386183750543
Position 1432: 0.0004250262679451922
Position 1154: 0.00036477293445097496
Position 1489: 0.00034936566776568056
Position 1100: 0.0003254299264656761
Position 705: 0.0003202551835166639
Position 837: 0.00026740896855661107
Position 1621: 0.00024998603173553364
Position 1127: 0.00023656547118526552
Position 128: 0.0002201842372556035
Position 1589: 0.00020067349555226327
Position 1046: 0.00019123661468978208
Position 193: 0.00018833148756475557
Position 1019: 0.00018641267887781521
Position 438: 0.00016257832065624662
Position 755: 0.00015591888623573056
Position 640: 0.00014861006551092825
Position 276: 0.00014438572737631594
Position 739: 0.00011898293013996244
Position 1264: 9.836925972597564e-05
