Gene = Sdccag8
index = 956
Annotated 5SS: [   396  10245  11625  14324  16523  25766  30229  30710  39243  53705
  60039  63447 105027 131576 133730 141264 197356]
Annotated 3SS: [ 10091  11538  14209  16396  25624  30163  30520  39103  53551  59903
  63329 104883 131447 133620 141131 197228 205454]
SMsplice 5SS: [   396  10245  11625  14324  16523  25766  30229  30710  34535  39243
  47950  53705  56008  60039  63447  72940 105027 111800 113100 116408
 117294 131576 133730 141264 150425 156432 158513 197356 198054 205287]
SMsplice 3SS: [ 10091  11538  14209  16396  25624  30163  30520  34402  39103  47751
  53551  55891  59903  63329  72850 104883 111700 112957 116300 117166
 131447 133620 141131 150307 156343 158434 197228 197925 205172 205454]
top_k =  1000
Partition function (log Z): -66.70186425911238

Sorted 5' Splice Sites (High to Low Probability):
Position 14324: 0.9970314483357147
Position 25766: 0.9967333695009138
Position 16523: 0.9817513147760768
Position 11625: 0.9743067932368067
Position 30710: 0.9604259073658804
Position 396: 0.9278625465047463
Position 10245: 0.7990389298471013
Position 30229: 0.7446790585887602
Position 19936: 0.6842158549306395
Position 34535: 0.6820944487913374
Position 6832: 0.4486847340731527
Position 21077: 0.41496782230055046
Position 23729: 0.34269581224466683
Position 20136: 0.3410568497931232
Position 30927: 0.32872845848752646
Position 15175: 0.2524363501366754
Position 13929: 0.24187278265618775
Position 36304: 0.23954937405595222
Position 5351: 0.23939211046351908
Position 32033: 0.22652349129898963
Position 18076: 0.21766143322579756
Position 20661: 0.19552874193209596
Position 617: 0.19312219856773846
Position 23964: 0.18720270980222958
Position 16062: 0.18261527435710978
Position 19697: 0.16926909921259967
Position 3529: 0.1551259688794071
Position 28630: 0.13424655277320346
Position 26579: 0.11657292629595081
Position 21025: 0.10799959801616082
Position 30279: 0.10702944114681077
Position 15720: 0.10518333846777711
Position 7517: 0.09565988838522656
Position 27093: 0.09326928287822951
Position 38064: 0.08351387455719407
Position 30395: 0.08147573474020517
Position 36939: 0.08096014350633707
Position 27669: 0.07770578625523837
Position 19017: 0.06826615813529895
Position 39192: 0.06502100497268858
Position 31614: 0.05233648030843835
Position 29909: 0.05226159616166324
Position 27985: 0.047970543296191624
Position 174: 0.0476683437956468
Position 4121: 0.047425723100265646
Position 9208: 0.045821905935915175
Position 23769: 0.03795760498266294
Position 6992: 0.03514246137927424
Position 15587: 0.032401886677332584
Position 21196: 0.031026585113848728
Position 35883: 0.029883204807677616
Position 434: 0.026807773189095618
Position 37105: 0.02529102274813235
Position 18984: 0.024565543300630738
Position 16336: 0.024310130400486647
Position 15259: 0.022457542919726542
Position 27819: 0.020973072268950812
Position 27678: 0.019863815946474028
Position 26042: 0.018562516729041245
