Gene = C2cd6
index = 196
Annotated 5SS: [  403 17018 18230 19904 25184 26218 27124 28751 32505 34329 36245 42405]
Annotated 3SS: [16930 18177 19757 25057 26172 27054 28670 32369 34222 36180 42366 43614]
SMsplice 5SS: [  403 17018 19904 28751 32505]
SMsplice 3SS: [16930 19757 28670 32369 43742]
top_k =  1000
Partition function (log Z): -20.9214520419985

Sorted 5' Splice Sites (High to Low Probability):
Position 17018: 0.9840274854150909
Position 403: 0.8841264306111708
Position 19904: 0.6676312922358539
Position 16460: 0.5609902348281652
Position 10450: 0.48645616227193766
Position 17316: 0.4164903025133396
Position 6152: 0.263323860500275
Position 374: 0.09599781105166655
Position 6938: 0.09442896045493408
Position 3264: 0.08431561635281447
Position 4: 0.07573369296719992
Position 20341: 0.06758373022009667
Position 22775: 0.06648139370000594
Position 22163: 0.045186645714377326
Position 20308: 0.031895355699724716
Position 903: 0.024265876829372347
Position 20247: 0.022116167085536934
Position 12502: 0.015349585898506534
Position 481: 0.010100705748798589
Position 18080: 0.008327589009465182
Position 23147: 0.0043286111668026745
Position 18460: 0.003914043247201674
Position 266: 0.0032125852781050078
Position 21029: 0.002955392489370325
Position 2964: 0.002587008650146388
Position 106: 0.0023305185757154317
Position 898: 0.0021901970476059253
Position 423: 0.0019087930775879313
Position 18009: 0.0018325144642621699
Position 18280: 0.0012207559983530049
Position 2765: 0.0010857287640327832
Position 5010: 0.0008298489306607661
Position 70: 0.0007947588077382596
Position 723: 0.0007484379357066759
Position 126: 0.0005080024422940486
Position 45: 0.0001768128223016618
Position 216: 0.0001292963022370674
Position 138: 5.301052600300667e-05
Position 687: 1.3396369275919623e-05
Position 17819: 1.0939961213380793e-05
Position 520: 8.048575239043044e-06
Position 461: 6.277354099994959e-06
Position 704: 6.247662149146471e-06
Position 8: 5.255759641774438e-06
Position 1057: 3.8291410878632705e-06
Position 617: 1.89189867494368e-06
Position 407: 1.8738720244522077e-06
Position 523: 1.3077753558098254e-06
Position 4248: 1.1944866725719017e-06
Position 301: 8.981455101558718e-07
Position 2937: 4.888940829921762e-07
Position 690: 4.547001640443325e-07
Position 448: 4.15677310394421e-07
Position 2930: 3.58470033260035e-07
Position 545: 3.043874412279856e-07
Position 490: 3.0328343281119123e-08
Position 2408: 2.9674872969897844e-08
Position 1618: 1.7061176995515483e-08
Position 2716: 1.4595460645183564e-08
Position 2775: 1.0977007290920188e-08
Position 2376: 8.218549273803305e-09
Position 1689: 3.947069704318959e-09
Position 2365: 2.9271578412630803e-09
Position 1509: 2.874454997092478e-09
Position 1627: 2.86494957587256e-09
Position 2359: 2.7396833743078484e-09
Position 916: 2.0815168062960533e-09
Position 2418: 1.94929557814029e-09
Position 2563: 1.900313057874041e-09
Position 2504: 1.8670279033270363e-09
Position 872: 1.8511026846472187e-09
Position 626: 1.7276351605781566e-09
Position 1573: 1.453440861587945e-09
Position 1640: 1.396947077926515e-09
Position 1654: 1.2309354045834757e-09
