Gene = Odr4
index = 779
Annotated 5SS: [  391  2845  4558  6723  8652 10023 10813 11582 12769 17585 18286 21052
 29590]
Annotated 3SS: [ 2723  4422  6626  8544  9985 10671 11485 12702 17455 18194 20880 29481
 30191]
SMsplice 5SS: [  391  2845  4558  6723  8676 11582 17585 21052 29590]
SMsplice 3SS: [ 2723  4460  6626  8544 11485 17455 20880 29481 30191]
top_k =  1000
Partition function (log Z): -1.2162953509148187

Sorted 5' Splice Sites (High to Low Probability):
Position 21052: 0.9921618101783322
Position 4558: 0.9899610645646314
Position 2845: 0.9623282733017811
Position 6723: 0.9499065518268206
Position 17585: 0.8950264464461064
Position 8676: 0.7978289167171573
Position 29590: 0.6984884870996403
Position 11582: 0.693990266350019
Position 391: 0.3578793335283349
Position 653: 0.3557561666467677
Position 10023: 0.3424611424736002
Position 18286: 0.2598541008789479
Position 981: 0.23538904981623054
Position 14271: 0.2159472377921094
Position 18335: 0.18982530949408694
Position 23636: 0.1890083773118291
Position 17855: 0.17178866378488675
Position 12769: 0.13977013575883693
Position 24891: 0.10890788123891884
Position 3906: 0.108098954988229
Position 26467: 0.10502817279321604
Position 91: 0.10285637041206169
Position 132: 0.09304394193131614
Position 8652: 0.08622676020420723
Position 12969: 0.07267513750641313
Position 7920: 0.07198869048704423
Position 11784: 0.055771808460641746
Position 898: 0.05341880189283577
Position 10813: 0.04522495749283375
Position 4763: 0.04387737431349015
Position 21604: 0.0387085324099342
Position 18660: 0.03796969459667261
Position 11870: 0.031879828770662685
Position 1864: 0.027010119274728028
Position 11840: 0.026771043719415084
Position 26657: 0.023823977014990252
Position 19647: 0.021415904192029836
Position 4209: 0.020321330846976175
Position 16847: 0.019559902712750685
Position 251: 0.018813355310516814
Position 190: 0.017495725689337376
Position 5483: 0.016633577210497085
Position 14195: 0.014605663713518884
Position 16875: 0.014372859455124336
Position 12062: 0.014219002704190872
Position 29788: 0.012727467251790863
Position 27103: 0.011711205417618463
Position 566: 0.01102761732568199
Position 5229: 0.010731226594924785
Position 18302: 0.010680544031861264
Position 477: 0.010366201082430308
Position 1660: 0.010331792336676807
Position 7157: 0.009829070388879388
Position 17567: 0.009800683352111365
Position 18992: 0.009371108355105698
Position 19857: 0.009081594180491108
Position 19: 0.008674869657010833
Position 626: 0.00850519762560685
Position 4138: 0.00793909327498227
Position 8194: 0.0079104869137215
Position 3768: 0.007829651994768623
Position 26475: 0.00746644386176676
Position 7597: 0.007449043180167651
Position 309: 0.0070059439173638105
Position 4809: 0.0058812920517299595
Position 12973: 0.005751803780619943
Position 9542: 0.005659068509462739
