Gene = Tsacc
index = 1146
Annotated 5SS: [ 176 1609 9902]
Annotated 3SS: [ 1548  9781 14014]
SMsplice 5SS: [176]
SMsplice 3SS: [265]
top_k =  1000
Partition function (log Z): -13.262713239519204

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.50673345444905
Position 138: 0.3955260236964123
Position 1609: 0.2706203944412114
Position 601: 0.1256883573936158
Position 1694: 0.1107395018507738
Position 9902: 0.107313294168471
Position 274: 0.04110848502708737
Position 615: 0.04019886889199414
Position 1864: 0.03042942917503447
Position 820: 0.028216241278017473
Position 1779: 0.027128959653532653
Position 4223: 0.020984426212538945
Position 2479: 0.018079940463379268
Position 5661: 0.016492499111632426
Position 124: 0.014960587381908478
Position 7132: 0.0145261920407678
Position 7909: 0.014440917139815643
Position 6286: 0.011557514224103557
Position 98: 0.00820900963414486
Position 2100: 0.007356809589953761
Position 172: 0.006657547337073745
Position 142: 0.0035165340637873174
Position 6269: 0.0018951505867712685
Position 1287: 0.0018701288966396202
Position 2004: 0.0017887365778279298
Position 1066: 0.0012644363327942026
Position 1159: 0.0011610297078787739
Position 404: 0.0010512902453366922
Position 652: 0.0010378285593727334
Position 605: 0.0010272943181463823
Position 2483: 0.0009383394616805708
Position 6877: 0.0007267938588205478
Position 1003: 0.0006762109461551328
Position 3837: 0.0006189491278289974
Position 410: 0.000548615215015872
Position 58: 0.0005115699963476267
Position 521: 0.0004264812442908778
Position 1177: 0.00040404033435670946
Position 1164: 0.00038101910532290607
Position 4194: 0.00033471617087279246
Position 432: 0.0003341212432164724
Position 331: 0.0003177832234852692
Position 1229: 0.00026815751395910736
Position 517: 0.0002276445224538552
Position 221: 0.00022435491661375136
Position 525: 0.000220044398302233
Position 813: 0.0002097549557554029
Position 478: 0.0001871528350846532
Position 1383: 0.00016201598903049075
Position 1588: 0.00012726738735002033
Position 343: 0.00011632440327127814
Position 150: 0.00011402058990650568
Position 71: 9.906598323942562e-05
Position 1055: 9.710529889224961e-05
Position 589: 8.78208088970295e-05
Position 529: 6.608303153206824e-05
Position 4996: 6.576925533179291e-05
Position 4345: 6.306932428328221e-05
Position 1147: 6.276378672518826e-05
Position 1274: 6.070540723087733e-05
Position 213: 5.59953613442688e-05
Position 1220: 5.3910152640234095e-05
Position 207: 5.0306195887473826e-05
Position 500: 4.968279564953458e-05
Position 284: 4.8636032149299925e-05
Position 337: 4.817767840860734e-05
Position 623: 4.4670145387745114e-05
Position 6943: 4.292390178915885e-05
Position 407: 4.154866070435823e-05
Position 1150: 2.994434384463519e-05
Position 784: 2.3829989724575216e-05
Position 775: 2.2238480068512357e-05
Position 540: 1.9368051205379443e-05
Position 505: 1.8485257382694696e-05
Position 3: 1.7837204913719994e-05
Position 1198: 1.7203721156519922e-05
Position 669: 1.5632636605827202e-05
Position 699: 1.0995505409621995e-05
Position 760: 1.0659881145004737e-05
Position 1449: 1.0263276228642719e-05
Position 5789: 6.828750295163167e-06
Position 677: 5.7924303663812445e-06
Position 704: 5.587609104705777e-06
Position 305: 3.9726877937259345e-06
Position 199: 3.6066243392938715e-06
Position 194: 2.735581382570639e-06
Position 346: 1.508623484170907e-06
Position 40: 1.1585280447533618e-06
Position 308: 7.49058559541706e-07
Position 245: 6.944974324959737e-07
Position 329: 3.910279083262258e-07
Position 863: 1.3805254471626992e-07
Position 467: 1.1111812876587514e-07
Position 1017: 1.0292767383228721e-07
Position 765: 4.9014900087534516e-08
Position 824: 2.1297131136183523e-08
Position 906: 2.9701082658364817e-09
Position 1037: 1.2759505228374166e-10
Position 498: 1.5918050191650585e-11
Position 561: 5.6616874747340045e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1548: 0.3891620243991481
Position 528: 0.1385323164436879
Position 7814: 0.11395176854444411
Position 4177: 0.10785508801111435
Position 265: 0.1061204925271389
Position 5512: 0.10233349890303835
Position 9817: 0.07780135275880834
Position 9575: 0.0716019700311355
Position 11103: 0.07148686906945853
Position 6795: 0.06732377142146001
Position 1487: 0.05563330746780835
Position 1085: 0.04836269097482927
Position 5983: 0.03794699448887706
Position 5788: 0.03714846636100392
Position 14014: 0.03496346379182463
Position 6094: 0.03377134854067173
Position 6268: 0.027967354273922402
Position 12254: 0.027384630435318753
Position 690: 0.02167662787037373
Position 5422: 0.020985010118853314
Position 12602: 0.018852162882719944
Position 1750: 0.018260485918834505
Position 3594: 0.01605241010895756
Position 2165: 0.014151901751575767
Position 1725: 0.01149809189644588
Position 1920: 0.009582626174543802
Position 2325: 0.00875352327206756
Position 1835: 0.0085821591875882
Position 5101: 0.007980360316333236
Position 1665: 0.007607442422200698
Position 5889: 0.007379087277310215
Position 8585: 0.007022257030385328
Position 878: 0.0068464355786298815
Position 7211: 0.006800890702083202
Position 2363: 0.0065139532664194085
Position 1810: 0.006041811284395208
Position 6157: 0.005464053571489389
Position 7109: 0.005320625310035109
Position 7181: 0.005190834083389103
Position 3747: 0.004925710993609075
Position 8286: 0.0047527667735027795
Position 1895: 0.004598662081387109
Position 8830: 0.0035982692102066224
Position 4606: 0.0034500908134906124
Position 6136: 0.003389832393910144
Position 1640: 0.0032639441421618005
Position 6586: 0.0031710685396343407
Position 1303: 0.0030037939796211293
Position 475: 0.002607563878519719
Position 5318: 0.0022736854847602854
Position 6119: 0.0020346950474284323
Position 1047: 0.0019379028859767143
Position 5762: 0.001700466927627164
Position 5728: 0.0016404324357313837
Position 3980: 0.0016130566780205439
Position 423: 0.001285005076010484
Position 8925: 0.0011746017197901376
Position 6139: 0.0011425191820855964
Position 447: 0.0010568839538054723
Position 1430: 0.0009932897165713713
Position 2205: 0.0009734399004822816
Position 1728: 0.0009161490733540805
Position 4440: 0.0009130229957580385
Position 775: 0.0008137666592091897
Position 808: 0.0007933929065530597
Position 4791: 0.0007362152016262438
Position 3779: 0.0007210320764184744
Position 1167: 0.0006989675824323008
Position 2435: 0.0006798956995326319
Position 5987: 0.0006450346443920088
Position 226: 0.0006255910117143752
Position 1758: 0.0006145047913497959
Position 3303: 0.0005685660741064223
Position 175: 0.0005361976945398808
Position 760: 0.0005028809564956517
Position 1673: 0.00047635686692460637
Position 1190: 0.00040707030449820583
Position 2407: 0.0004057779423781461
Position 1499: 0.0003883707514708347
Position 2009: 0.0003677932005118738
Position 2587: 0.000363820423779283
Position 3076: 0.0003502894033704637
Position 1898: 0.00034352840261289274
Position 1813: 0.00031654268946411244
Position 1142: 0.00031021103494041543
Position 1928: 0.00028500177636487913
Position 1555: 0.0002822736678233359
Position 452: 0.00027320526348115497
Position 2305: 0.00026870869527999936
Position 271: 0.00024125783837587083
Position 1956: 0.00023479222625084567
Position 2281: 0.00022142032097599568
Position 4409: 0.00015057126466058257
Position 1643: 0.00013674170750503577
Position 2327: 0.00012132650410126547
Position 317: 0.00011144495009184747
Position 1843: 7.583829473305016e-05
Position 1571: 6.66595199266554e-05
Position 1447: 6.0298459598171665e-05
Position 1492: 4.68691357777351e-05
Position 710: 4.647223692144619e-05
Position 232: 4.32394671491151e-05
Position 1778: 2.5368439821243118e-05
Position 1693: 2.3466263882388412e-05
Position 1608: 2.103128425902028e-05
Position 319: 2.006163477376458e-05
Position 611: 1.909778901662863e-05
Position 1348: 1.8998552942158108e-05
Position 555: 1.824842446058412e-05
