Gene = 4930444P10Rik
index = 48
Annotated 5SS: [  352 12496 14758 24526]
Annotated 3SS: [12331 14624 24469 27050]
SMsplice 5SS: [  352 10909 12496 14758 24526]
SMsplice 3SS: [10817 12331 14675 24469 27050]
top_k =  1000
Partition function (log Z): -5.220102937739679

Sorted 5' Splice Sites (High to Low Probability):
Position 352: 0.9965342995781947
Position 10909: 0.9131485446072571
Position 14758: 0.8374509374423393
Position 12496: 0.8356958277655299
Position 24526: 0.8139717089959383
Position 1579: 0.3287995973314914
Position 16453: 0.3104631800768717
Position 13334: 0.30271278012040903
Position 9031: 0.18391106929519652
Position 23346: 0.18313636013829301
Position 23249: 0.16654793245176197
Position 23330: 0.15492644210412104
Position 11992: 0.11344065045847392
Position 3878: 0.10974443317691981
Position 23325: 0.10446480599110583
Position 13283: 0.09939293604622726
Position 25104: 0.0873679810585676
Position 10925: 0.08117579756197821
Position 15544: 0.0801190397431603
Position 24906: 0.06762314997688848
Position 811: 0.06335976867148309
Position 18346: 0.06335298264390823
Position 7966: 0.060257331408299274
Position 24531: 0.04267046453606289
Position 18456: 0.034583139475056014
Position 11168: 0.023257877573918635
Position 2745: 0.022720785086798284
Position 18497: 0.02251324896286041
Position 655: 0.021964609664924892
Position 13957: 0.021381749283956177
Position 7941: 0.020274563065324797
Position 25979: 0.016589912625818295
Position 16717: 0.016500620395428357
Position 4950: 0.01580196321060456
Position 16463: 0.011010307165482272
Position 780: 0.010821937680276039
Position 1784: 0.01028297353736079
Position 4000: 0.009862626611190096
Position 2973: 0.0072566804915232715
Position 3836: 0.006060316528281606
Position 17851: 0.005936148107621278
Position 14801: 0.005395208151970231
Position 7399: 0.005076848443439455
Position 7410: 0.004787989111854103
Position 2957: 0.004593785007563261
Position 4373: 0.003857230147485796
Position 4437: 0.0038089165530360465
Position 776: 0.0036672066392356754
Position 4967: 0.003514712724153002
Position 3847: 0.0032407077521517556
Position 14762: 0.003236961216954737
Position 3059: 0.003032453454059069
Position 750: 0.002836744204715715
Position 972: 0.0027531342394516984
Position 4475: 0.002541542073572753
Position 1574: 0.002416319483167334
Position 4677: 0.0024116608570125216
Position 5188: 0.002351023617556426
Position 2826: 0.0023086581843509116
Position 17021: 0.0021688533557078673
Position 520: 0.00212344587953465
Position 16525: 0.001981834930678677
Position 4828: 0.0015574196654866272
Position 1509: 0.0015109394338967232
Position 3831: 0.0013037481508633114
Position 15555: 0.0012869959885513603
Position 3110: 0.0011810505148088235
Position 14300: 0.0011400126320710103
Position 17614: 0.0011214842018131028
Position 16083: 0.0010848364198240816
Position 515: 0.0010035402304967235
Position 301: 0.0009791999708373778
Position 16487: 0.0009584857185088941
Position 764: 0.0009486570149535885
Position 5606: 0.0007955366139671682
Position 506: 0.0007259138754476559
Position 17894: 0.0006562320903261298
Position 16255: 0.00046932640447956676
Position 16772: 0.0004412892665506071
Position 305: 0.0003097103845088541
Position 596: 0.0002506524014593491
Position 2475: 0.0002411483409553966
Position 6868: 0.00022213060003350635
Position 15978: 0.00020737007973668865
Position 570: 0.0001615014794361904
Position 14009: 0.0001344110340035615
Position 150: 0.00012554783453264348
Position 4434: 0.0001136491765845012
Position 745: 9.592070096067133e-05
Position 15113: 9.493968589145571e-05
Position 1394: 7.835754680831084e-05
Position 14505: 7.402933445305381e-05
Position 15548: 6.882743650583824e-05
Position 296: 6.128327565882221e-05
Position 1488: 5.4271106771845145e-05
Position 1242: 4.664802064682064e-05
Position 1117: 4.370000170021525e-05
Position 15176: 4.104354171749605e-05
Position 356: 4.004609414023303e-05
Position 2601: 3.4147347509256035e-05
Position 2790: 3.3675351003202766e-05
Position 619: 3.364559670819688e-05
Position 1986: 2.9612061375603595e-05
Position 2807: 2.9398466375925816e-05
Position 335: 2.9270354954286496e-05
Position 11001: 2.51306395825129e-05
Position 1086: 2.3330971665898134e-05
Position 1205: 2.2946176333413857e-05
Position 2348: 2.0534003479125937e-05
Position 229: 2.047191174095329e-05
Position 833: 1.8513020592308573e-05
Position 1005: 1.7034365405355933e-05
Position 11227: 1.6364533430246827e-05
Position 670: 1.5893731437040064e-05
Position 575: 1.580897940955233e-05
Position 12676: 1.0786238419644265e-05
Position 12167: 9.395369404260674e-06
Position 186: 8.919002455227311e-06
Position 2404: 8.566712837518121e-06
Position 11908: 7.344176917033362e-06
Position 703: 6.4215811824226e-06
Position 1634: 5.6312097618383175e-06
Position 144: 5.613287993010888e-06
Position 848: 5.4972699217693045e-06
Position 243: 4.534403747327816e-06
Position 2711: 3.868933833139797e-06
Position 11658: 3.758785038930593e-06
Position 12113: 3.732164654511743e-06
Position 12156: 3.1068068565158904e-06
Position 510: 2.5119214028627267e-06
Position 1596: 2.2633343159204276e-06
Position 2720: 1.9872008305554614e-06
Position 141: 1.974126692121915e-06
Position 982: 1.6345565411004668e-06
Position 867: 1.521895689079091e-06
Position 2025: 1.3351510808663279e-06
Position 1977: 1.2636769257031194e-06
Position 10971: 1.261060494844132e-06
Position 1753: 1.2541776782775317e-06
Position 838: 1.0493492843857374e-06
Position 984: 8.480681903632469e-07
Position 1012: 8.191891445609414e-07
Position 4: 7.174240183843112e-07
Position 1628: 6.729301538223839e-07
Position 1445: 5.791157890871675e-07
Position 1491: 3.6342139081710957e-07
Position 434: 3.1139504173392293e-07
Position 6: 2.3543847607445843e-07
Position 522: 2.297778089890719e-07
Position 1527: 4.793932847820592e-10
Position 827: 3.611825877235725e-10
Position 1010: 3.3200548283793343e-10
Position 1662: 2.3697339495378215e-10
Position 1676: 1.984560069483713e-10
Position 1660: 1.531497189266758e-10
Position 1729: 1.3078433024195404e-10
Position 886: 2.5958589777224325e-11
Position 854: 2.5483606133780276e-11
Position 947: 2.479519765516157e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 24469: 0.8670768571236765
Position 14675: 0.6542608389193423
Position 23068: 0.6207136694298104
Position 12331: 0.5669313998021659
Position 10817: 0.512764146727292
Position 27050: 0.457753889350629
Position 10814: 0.4035021529730955
Position 16204: 0.3295787380967895
Position 13219: 0.2618641749188049
Position 25021: 0.2372955038119073
Position 24754: 0.1866905699624399
Position 27100: 0.1801350817630246
Position 1463: 0.16544459168815698
Position 18119: 0.1244709478982446
Position 3736: 0.11730998758985325
Position 11883: 0.10531249727844025
Position 12328: 0.09953631939716925
Position 14624: 0.08887415618336175
Position 1321: 0.08253294975854522
Position 8769: 0.08122699000228928
Position 8973: 0.07603308208174872
Position 15435: 0.07522741716426033
Position 12261: 0.06791585521528609
Position 13195: 0.0657178708080995
Position 7852: 0.06137744039536864
Position 1442: 0.057964159269307106
Position 14584: 0.042535124638426416
Position 14529: 0.03756592923175936
Position 10820: 0.03741546600269131
Position 12418: 0.036189738625203347
Position 703: 0.03604337128604934
Position 569: 0.035700506305964476
Position 10823: 0.03547247278652569
Position 640: 0.028745025684997316
Position 8835: 0.02665099721115853
Position 2658: 0.026454012465707732
Position 13121: 0.02466429895025854
Position 25844: 0.02179198623482759
Position 13029: 0.021780829216341845
Position 12360: 0.0166716773779797
Position 11051: 0.013529169293909878
Position 1555: 0.013478879962011012
Position 16617: 0.012292960840415462
Position 13862: 0.011725013545508043
