Gene = Zfp428
index = 1201
Annotated 5SS: [ 367 3684]
Annotated 3SS: [3475 8005]
SMsplice 5SS: [ 367 3684]
SMsplice 3SS: [3614 7966]
top_k =  1000
Partition function (log Z): -4.9621018682448845

Sorted 5' Splice Sites (High to Low Probability):
Position 367: 0.989763130302556
Position 3684: 0.9778663612175382
Position 1908: 0.3321233791003842
Position 8083: 0.1994235545852347
Position 7830: 0.16876663635454936
Position 4644: 0.1434853046785787
Position 1755: 0.10165755479208813
Position 2884: 0.03906915710867727
Position 4510: 0.033913732324044175
Position 4489: 0.030164196213125775
Position 3527: 0.028435677776569683
Position 7807: 0.026519354660199005
Position 8099: 0.025067451635881668
Position 2502: 0.02457662645080167
Position 807: 0.022720250252138995
Position 2805: 0.014656216535459324
Position 3322: 0.014650940456609264
Position 1063: 0.011529400139797117
Position 162: 0.009688517816214819
Position 6442: 0.006759808224241056
Position 4343: 0.005514222064740076
Position 4502: 0.005318478186439024
Position 6808: 0.005009630438177275
Position 6325: 0.004993594529794389
Position 1819: 0.004708082922785638
Position 758: 0.004241549566012737
Position 4127: 0.004220230215874738
Position 2967: 0.0033718807452659894
Position 4403: 0.002947279320846969
Position 4203: 0.0028239661655043596
Position 1782: 0.002717191965572299
Position 766: 0.00271630718960262
Position 7841: 0.002655298844261251
Position 4166: 0.0026294888530368804
Position 6742: 0.002408121417617944
Position 2909: 0.0023871822405736034
Position 8381: 0.0022362276255167694
Position 2900: 0.0022125698837611833
Position 131: 0.002142062242529217
Position 3689: 0.0021362721168939856
Position 2544: 0.0017971167828051498
Position 840: 0.001741246175439744
Position 3172: 0.0015603448938083372
Position 1750: 0.001164542982902735
Position 6079: 0.001127255598125681
Position 1850: 0.0010844300791179834
Position 8489: 0.0010231366218998237
Position 7653: 0.0009594830271535795
Position 545: 0.0009188752288389279
Position 6720: 0.000887715011229482
Position 1093: 0.0008847073475492131
Position 1923: 0.0008765619892917154
Position 4415: 0.0008503752210532873
Position 6538: 0.0007309685869037876
Position 4234: 0.0006184024461974276
Position 4508: 0.0005839232328650842
Position 8213: 0.0005092467058295485
Position 1835: 0.0004918370213163708
Position 1615: 0.000449791223648228
Position 363: 0.00040877993807976893
Position 2507: 0.0003069626218082606
Position 978: 0.00030343338027108923
Position 833: 0.00029536840841082654
Position 1730: 0.0002602285310270445
Position 3006: 0.00024663595481998185
Position 4006: 0.0002363236454672199
Position 3200: 0.00023518822834610927
Position 3815: 0.00021453563354280385
Position 4465: 0.000200850534098012
Position 221: 0.00015482872847417514
Position 8455: 0.00015376854937598612
Position 1067: 0.0001420329236742847
Position 2823: 0.00013075660120738923
Position 8390: 0.00012987088340171466
Position 2995: 0.00012051497395386606
Position 556: 0.00010803816491712649
Position 373: 0.0001049606356171602
Position 649: 0.0001024351379089215
Position 3860: 8.716741075357685e-05
Position 1519: 8.689129422890894e-05
Position 4094: 8.59189772190868e-05
Position 1389: 7.521072853339699e-05
Position 1511: 7.302869229989775e-05
Position 1039: 7.291996101126411e-05
Position 535: 7.226340894415004e-05
Position 4078: 5.609033553263261e-05
Position 118: 4.422529639884882e-05
Position 1528: 4.084577749973241e-05
Position 1617: 4.043686271659475e-05
Position 4015: 4.037060753608133e-05
Position 4111: 3.963472223717381e-05
Position 1311: 3.6030643606810986e-05
Position 734: 3.582754438204102e-05
Position 371: 3.556679291448375e-05
Position 4238: 3.55542306296144e-05
Position 850: 3.5376015470159796e-05
Position 776: 3.113491816788842e-05
Position 711: 3.027217065795283e-05
Position 111: 2.829263975680397e-05
Position 4013: 2.6860450779375792e-05
Position 794: 2.6676583577903913e-05
Position 3992: 2.6356316051993953e-05
Position 1632: 2.562122476119042e-05
Position 4216: 2.3598274680011978e-05
Position 2438: 2.2978305260578106e-05
Position 1894: 2.1373680045270994e-05
Position 3701: 2.1223286401452166e-05
Position 1490: 2.0089463142917928e-05
Position 4097: 1.795766318461606e-05
Position 3972: 1.4644775341230066e-05
Position 1901: 1.3837579314314493e-05
Position 6570: 1.3711811018257819e-05
Position 3916: 1.3029564250878194e-05
Position 679: 1.1642237292374606e-05
Position 44: 9.42476465512105e-06
Position 846: 9.307271531638646e-06
Position 686: 9.202221432583449e-06
Position 461: 8.365446119858429e-06
Position 1139: 8.199672864767892e-06
Position 797: 8.126938072393283e-06
Position 689: 7.441479990637701e-06
Position 1636: 6.36041829494954e-06
Position 476: 4.798157552280162e-06
Position 1009: 3.854582231601584e-06
Position 1110: 3.6168692425297535e-06
Position 1085: 3.4505724319289356e-06
Position 770: 2.9481755540959206e-06
Position 3732: 2.8373060315414776e-06
Position 782: 5.014734598213809e-07
Position 1134: 4.1138682726496986e-07
Position 961: 3.921782827739571e-07
Position 1412: 2.472397221552254e-07
Position 3809: 1.3910760650118855e-07
Position 271: 1.1973875198698477e-07
Position 313: 6.887190374647798e-08
Position 323: 5.393590067083315e-08
Position 818: 3.614818025870028e-08
Position 263: 2.5354572545177252e-08
Position 633: 7.63965936937918e-09
Position 4379: 1.226121231864616e-09
Position 753: 8.845399441074291e-10
Position 673: 3.132976410404116e-10
Position 721: 3.0561108323156e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3614: 0.5879479273801399
Position 7966: 0.5110065362969753
Position 3475: 0.38708102418711854
Position 1698: 0.28694461247200753
Position 4318: 0.28635255201443527
Position 7735: 0.21289475193901375
Position 8005: 0.11812557766542968
Position 8248: 0.10853109191735442
Position 1645: 0.06949296665351802
Position 8166: 0.058483675365881296
Position 6650: 0.0515328638677304
Position 2717: 0.050716584408085456
Position 8555: 0.04887700982167667
Position 3926: 0.0476009459888764
Position 1818: 0.04519462382135084
Position 4342: 0.03323686651801063
Position 8191: 0.02296160135076014
Position 7806: 0.018622833032079695
Position 493: 0.01433217965018324
Position 1794: 0.014181830305480836
Position 6890: 0.013513892133476781
Position 1571: 0.013380710987359769
Position 4468: 0.012951766698397208
Position 3508: 0.011908839124232667
Position 3225: 0.011021531802188221
Position 8025: 0.010251749299674753
Position 2739: 0.010203745510659794
Position 3386: 0.009833843324861768
Position 4856: 0.008852171070230426
Position 7895: 0.008831524017409283
Position 4385: 0.008775842934136573
Position 5758: 0.008298501085015548
Position 4055: 0.007817609592991959
Position 698: 0.007443129804977061
Position 292: 0.006607031188182007
Position 2412: 0.006574531848835282
Position 2346: 0.006509505255764234
Position 1835: 0.00621878049109592
Position 2350: 0.006064596752142163
Position 656: 0.005933709338041005
Position 7731: 0.005755508052782629
Position 6225: 0.005702738214619362
Position 7583: 0.005597505392646776
Position 7608: 0.00516657124169695
Position 6383: 0.0051636055053202725
Position 904: 0.004901663695303317
Position 3452: 0.004878607530690305
Position 8175: 0.004378424727848057
Position 3101: 0.0037108608891380478
Position 3616: 0.003688228180805466
Position 2466: 0.00366944892065126
Position 1838: 0.0031181161726937267
Position 7783: 0.0030888341739906196
Position 975: 0.003007663914425615
Position 6686: 0.0027691590766700863
Position 4034: 0.002730075086716005
Position 5174: 0.002694258108057084
Position 3884: 0.002512946046609804
Position 8561: 0.002337323421750902
Position 4886: 0.0022976576687703523
Position 1588: 0.0022180239495223977
Position 8028: 0.0020932907985597876
Position 8335: 0.0020717475472266014
Position 6551: 0.0020450831834040936
Position 8031: 0.0019726356063168027
Position 3055: 0.0017573902094887373
Position 1676: 0.0016352892407789069
Position 6618: 0.001580691590682087
Position 2290: 0.00155261804931114
Position 6361: 0.0015450198353903041
Position 3785: 0.0015270337425572669
Position 1500: 0.0014357942534125362
Position 6415: 0.0013988899344786546
Position 877: 0.0013926567285434642
Position 4754: 0.0013153977693683865
Position 7757: 0.0012678439084765876
Position 961: 0.0010639111867960487
Position 1658: 0.0010568283710482506
Position 6262: 0.0010563196020831106
Position 307: 0.0010401024978894237
Position 8454: 0.000966097030696079
Position 4535: 0.000962763695893645
Position 4412: 0.0009366791087627149
Position 3641: 0.0008730384106840253
Position 943: 0.0008578811895886279
Position 4202: 0.0008479417422130029
Position 2497: 0.0008470244876854867
Position 2242: 0.0008063647430160496
Position 7079: 0.0007693647538947108
Position 3955: 0.0007580072680729968
Position 6171: 0.0007228404215528935
Position 1615: 0.0006685771361080547
Position 3800: 0.0006306948696485657
Position 3146: 0.0005986247931892421
Position 7878: 0.0005821856130917561
Position 4607: 0.0005566158598829226
Position 1423: 0.0005526758074581377
Position 4577: 0.0005221961379021421
Position 2198: 0.00048314174880302
Position 8145: 0.0004742747360027184
Position 5185: 0.0004688205960922795
Position 6831: 0.0004508132840985485
Position 3890: 0.000417158921610618
Position 705: 0.0004169802512161959
Position 2571: 0.00041589906236063094
Position 653: 0.00040485772002068414
Position 2389: 0.0004003526634516443
Position 995: 0.00039938853047077693
Position 4070: 0.00038033548687623945
Position 4165: 0.00035899705484875684
Position 3321: 0.0003455979064126549
Position 668: 0.0003453263923701254
Position 4539: 0.00034360791866885605
Position 3510: 0.000340764366525914
Position 3164: 0.0003256979155507568
Position 3526: 0.0003220747042010131
Position 2194: 0.00031846740069006117
Position 6774: 0.00031576633117189425
Position 8460: 0.0003072265373124121
Position 3634: 0.0002931786938866801
Position 3190: 0.00022986400023790847
Position 3265: 0.00022558983110996598
Position 3513: 0.00021557003521621837
Position 6368: 0.00021325163443204045
Position 1841: 0.00020902259175308366
Position 3290: 0.00020705635356001113
Position 4597: 0.00020428140925255657
Position 4719: 0.00020080011188211355
Position 1476: 0.0001886724907484321
Position 4549: 0.00018815375965704735
Position 2598: 0.00018766276080108615
Position 6623: 0.00017888267051741798
Position 2536: 0.00017516690088456748
Position 4643: 0.00016993287862498117
Position 8266: 0.00016540821796004362
Position 3152: 0.00016301863521821084
Position 8332: 0.00016177343795535705
Position 5006: 0.00015116096615776537
Position 6605: 0.00015053693364496792
Position 4502: 0.00014733198549026616
Position 5219: 0.0001406753683353053
Position 5807: 0.00013210426128025055
Position 4105: 0.00012474800664235005
Position 2780: 0.00012473211444713342
Position 5800: 0.00011853530702000292
Position 5096: 0.00011417712174981652
Position 2213: 0.00010779215327705148
Position 5138: 0.00010299721822084435
Position 806: 9.9558685863096e-05
Position 512: 9.653718047850577e-05
Position 5195: 9.646547911364545e-05
Position 5804: 9.499100455348348e-05
Position 4111: 9.027071475781317e-05
Position 671: 8.899747977441441e-05
Position 1869: 8.62063073228759e-05
Position 2362: 8.155594741867747e-05
Position 3409: 8.090723499249878e-05
Position 313: 7.801502165463252e-05
Position 4913: 7.356483914694891e-05
Position 3845: 7.277947996567738e-05
Position 3443: 6.93774679495995e-05
Position 3750: 6.154778628373899e-05
Position 1371: 5.676572110513044e-05
Position 1351: 5.5752826158162725e-05
Position 3683: 5.471670004448288e-05
Position 3803: 4.964377542766945e-05
Position 2054: 4.5348198713550396e-05
Position 2774: 4.3849381525456166e-05
Position 1518: 3.61082985437697e-05
Position 1310: 3.5561762977162245e-05
Position 1709: 3.521474891883061e-05
Position 1755: 3.4064674036239215e-05
Position 886: 3.375154972302064e-05
Position 517: 3.3586017369300165e-05
Position 1511: 3.3178856517046605e-05
Position 3349: 2.4068936922628938e-05
Position 1907: 1.912459888854123e-05
Position 6265: 1.5284279783327153e-05
Position 2944: 1.4949330281849766e-05
Position 2647: 1.48781021691145e-05
Position 476: 1.4746645490995897e-05
Position 328: 1.4485198667715179e-05
Position 1845: 1.3130954226821436e-05
Position 977: 1.2748798636450282e-05
Position 1197: 1.1724948952217048e-05
Position 461: 1.100668923154124e-05
Position 1715: 1.0966658605391906e-05
Position 441: 9.96943692157752e-06
Position 1142: 9.83432260698444e-06
Position 1262: 9.487242147604303e-06
Position 4421: 8.509051645765222e-06
Position 782: 8.174168760928243e-06
Position 792: 8.0371437791307e-06
Position 968: 8.036689567077113e-06
Position 933: 4.593359344549271e-06
Position 1528: 4.066612555479452e-06
Position 582: 3.7835486491061684e-06
Position 1215: 3.6189994935280706e-06
Position 1139: 3.4279367208905476e-06
Position 2421: 3.262120139485684e-06
Position 3305: 3.2198287858243017e-06
Position 837: 2.9214952054930136e-06
Position 1254: 2.908966485078664e-06
Position 2304: 2.9002946575291444e-06
Position 107: 2.750784307414344e-06
