Gene = Iqcd
index = 587
Annotated 5SS: [   72 11816 13537 16178]
Annotated 3SS: [11004 13302 16105 17611]
SMsplice 5SS: [   72 13438 16178]
SMsplice 3SS: [13302 16105 16813]
top_k =  1000
Partition function (log Z): -10.925763711359377

Sorted 5' Splice Sites (High to Low Probability):
Position 16178: 0.9570338943449312
Position 72: 0.8689741374309015
Position 13438: 0.7325057376048854
Position 11111: 0.35562128158452444
Position 9481: 0.2816391013566156
Position 13537: 0.25076134420984797
Position 9106: 0.2174135057470903
Position 5505: 0.16580535438166522
Position 9335: 0.12280295960727089
Position 2206: 0.11898178126903076
Position 7623: 0.10294829292718806
Position 252: 0.08973349723362563
Position 7154: 0.0809837151193838
Position 5761: 0.0701063454252477
Position 3364: 0.035684063847953425
Position 421: 0.031037132446635154
Position 17768: 0.02276303270005807
Position 4965: 0.01996502819955022
Position 4080: 0.018133710447258863
Position 17008: 0.01570367916060457
Position 3939: 0.013256637184503064
Position 3696: 0.01316988698493497
Position 3643: 0.01111440627543402
Position 5349: 0.008547510029358805
Position 4547: 0.00834785387440182
Position 3756: 0.008145202591719867
Position 3406: 0.008007926801961366
Position 367: 0.00797358308360661
Position 5033: 0.007653942004319277
Position 434: 0.007415712992781322
Position 3710: 0.006659744400861903
Position 17777: 0.0063731984186408425
Position 4582: 0.005769232263150129
Position 911: 0.004802697468311778
Position 189: 0.0040805133101415566
Position 16452: 0.004028369856733404
Position 16508: 0.003977654797772786
Position 6903: 0.003532084038453033
Position 16563: 0.003413300613512786
Position 1952: 0.0033618821549545905
Position 7590: 0.003354675926988273
Position 6223: 0.003226063159677749
Position 7142: 0.0030648537171563722
Position 6576: 0.002754861067066338
Position 383: 0.002392621159919001
Position 3963: 0.002251149483530689
Position 16981: 0.0022084064497313303
Position 8363: 0.0021402533130298654
Position 7394: 0.0018667996194566964
Position 759: 0.0018649947929169548
Position 379: 0.0018278526271549792
Position 16954: 0.0016716448099238725
Position 4314: 0.0015567292376509458
Position 118: 0.0013334060034074862
Position 1307: 0.0012176124776848807
Position 1634: 0.0010910064631904457
Position 7281: 0.0006772122663681753
Position 13417: 0.000674572598076409
Position 4984: 0.00039877146742013604
Position 898: 0.00039781128311278054
Position 3731: 0.00034495116263973254
Position 2365: 0.0002933189545521248
Position 3623: 0.00028624440226786773
Position 453: 0.00027896563131437523
Position 787: 0.00025842237622154373
Position 698: 0.00024264394614432753
Position 1196: 0.00016539903464975986
Position 769: 0.0001618887303338437
Position 1448: 0.00011650250567145132
Position 625: 0.00011457601646824075
Position 845: 8.094643722377256e-05
Position 134: 7.951006765901794e-05
Position 894: 7.700538440855746e-05
Position 285: 7.555062006044202e-05
Position 1891: 7.260142702383576e-05
Position 500: 6.669419510267166e-05
Position 352: 6.003165614911714e-05
Position 2708: 5.8744492184814184e-05
Position 154: 5.70297099755673e-05
Position 2163: 5.485226785691839e-05
Position 924: 5.040321801012873e-05
Position 402: 4.1335361772893804e-05
Position 1885: 3.610094705356074e-05
Position 4100: 3.211971284908394e-05
Position 1784: 2.4268419518141633e-05
Position 107: 2.3871744579121573e-05
Position 4435: 1.844980753141781e-05
Position 1957: 1.843995330589962e-05
Position 129: 1.3267511773493159e-05
Position 109: 1.312653121402446e-05
Position 393: 1.2471219638336254e-05
Position 1629: 8.874268646231678e-06
Position 3252: 7.452125294354845e-06
Position 1913: 7.165950481391951e-06
Position 1480: 5.646935223238323e-06
Position 4345: 5.609768342246303e-06
Position 3954: 5.396243965394769e-06
Position 2797: 5.063967328347405e-06
Position 2276: 4.012000774260121e-06
Position 3212: 3.8328873612374195e-06
Position 2002: 3.7276835726908054e-06
Position 2783: 3.6257299914639487e-06
Position 40: 3.3254460687251333e-06
Position 76: 3.150039984796294e-06
Position 2167: 2.774357735173904e-06
Position 29: 1.6527440536048206e-06
Position 2369: 6.814628081329187e-07
Position 219: 2.286198817947286e-07
Position 615: 1.0377259772963642e-07
Position 581: 8.967104577502488e-08
Position 268: 8.869236313549334e-08
Position 177: 6.764768339131243e-08
Position 438: 6.142060706090266e-08
Position 926: 5.140640577720762e-08
Position 1133: 3.982697248058762e-08
Position 1167: 6.94018232883882e-09
Position 361: 1.7931026841561532e-09
Position 1077: 4.214097082626046e-10
Position 304: 3.7176036836827727e-10
Position 513: 3.012776295252231e-10
