Gene = Nosip
index = 760
Annotated 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
Annotated 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
SMsplice 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
SMsplice 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
top_k =  1000
Partition function (log Z): 16.37470891414331

Sorted 5' Splice Sites (High to Low Probability):
Position 14474: 0.9920977403292657
Position 11632: 0.9897984733246209
Position 14284: 0.9429486253576866
Position 11109: 0.9334223312931047
Position 13973: 0.8730847091888049
Position 76: 0.8384887308461296
Position 13773: 0.8219790201045004
Position 12232: 0.5176153107636047
Position 12226: 0.4566052696311623
Position 12015: 0.381981035397078
Position 90: 0.15453722442607068
Position 13718: 0.12332258912123335
Position 3606: 0.11234717692259141
Position 314: 0.10490982909102228
Position 375: 0.10004954733825862
Position 4673: 0.09498409744589137
Position 13386: 0.08555406487459856
Position 3077: 0.08035289007388938
Position 3086: 0.0666544135337276
Position 11158: 0.04794267919080801
Position 9442: 0.04493840285073236
Position 14211: 0.033531842933414005
Position 6777: 0.02728374183712068
Position 9679: 0.026412679664350118
Position 7457: 0.02116125579824776
Position 13685: 0.017743276600239517
Position 3392: 0.016239594283294613
Position 3065: 0.014593574797174522
Position 6729: 0.014041551848031476
Position 15012: 0.013160302277703517
Position 2588: 0.011539696996904327
Position 793: 0.011158787496484907
Position 12656: 0.009941807068471179
Position 13354: 0.009384555990586109
Position 2058: 0.00903519564324453
Position 11795: 0.007954047166390171
Position 356: 0.007940542009912196
Position 14980: 0.0052190874730770245
Position 12025: 0.004573329081121478
Position 149: 0.004362499875167864
Position 2066: 0.0030565415303896695
Position 11153: 0.0027877743180406175
Position 14263: 0.0027384614134721872
Position 14008: 0.002699907819677866
Position 12346: 0.002674847571391929
Position 14152: 0.0022584805000767276
Position 11662: 0.0021670367304811758
Position 11850: 0.002118820650682096
Position 14222: 0.0017662277605910986
Position 3423: 0.0016649662282587348
Position 14945: 0.0013712671457345876
Position 3406: 0.0011964899340032708
Position 14231: 0.0011569976319645184
Position 11736: 0.0011418259125178672
Position 1664: 0.0010876281284502652
Position 12669: 0.0010855419840271308
Position 12909: 0.0010834154134726599
Position 13796: 0.0010306672890235855
Position 12931: 0.0009601085450566441
Position 14951: 0.0009522705789810789
Position 12544: 0.0009236047354734529
Position 11790: 0.0009085511218970522
Position 13202: 0.0008811575491326541
Position 14288: 0.0008605497685551303
Position 14295: 0.0008414221627319341
Position 12712: 0.0008352001943346201
Position 3947: 0.0007508997151266471
Position 12566: 0.0007055658229859462
Position 13044: 0.0006913686872564057
Position 12309: 0.0005955248561308953
Position 12291: 0.0005576576817107818
Position 12505: 0.0005338061428529797
Position 3460: 0.000522427890774884
Position 12725: 0.0005040336444858382
Position 13032: 0.0004658823517012849
Position 110: 0.00046312423640221517
Position 13550: 0.00043158436658730006
Position 14192: 0.0004127998312786339
Position 14156: 0.00035332552789052067
Position 15001: 0.0003400482601832167
Position 416: 0.00033533098690490286
Position 11931: 0.00032956819449649375
Position 12552: 0.00032595056982066427
Position 11627: 0.00028857897900647767
Position 14012: 0.0002687346660673036
Position 12306: 0.0002674172260910016
Position 11141: 0.0002656975943829818
Position 11957: 0.00026453048041080295
Position 13801: 0.00024417400626498153
Position 13142: 0.00021316219994388627
Position 15079: 0.00020994246419161526
Position 12165: 0.00018936300504322393
Position 13986: 0.00017143074215185858
Position 465: 0.00015891058130847183
Position 13276: 0.00015541360381207865
Position 13825: 0.00014580425591149377
Position 10995: 0.0001302534962770543
Position 12738: 0.00012868223126798265
Position 14105: 0.00012543254622413136
Position 6120: 0.0001190215175192601
Position 3470: 0.00011153903184017351
Position 3360: 0.00010131325727617028
Position 9585: 0.00010121168968382436
Position 11823: 9.633556622072081e-05
Position 102: 9.35860691995322e-05
Position 12075: 9.266004646813924e-05
