Gene = Flacc1
index = 412
Annotated 5SS: [   52  3653  4249  5041 16090 17668 19425 25584 26526 28225 29127 34554
 36731 36958]
Annotated 3SS: [ 3507  4170  4994 15955 17573 19362 25485 26472 28124 29022 34490 36640
 36847 37522]
SMsplice 5SS: [   52  3653  4249 17668 19425 28225 29127 34554 36494 36731 36958]
SMsplice 3SS: [ 3507  4170 17598 19362 28124 29022 34490 36373 36640 36847 37518]
top_k =  1000
Partition function (log Z): -22.014651676226286

Sorted 5' Splice Sites (High to Low Probability):
Position 4249: 0.8083954178964163
Position 3653: 0.6494258672686715
Position 52: 0.5624634906353567
Position 422: 0.22332598171823623
Position 5389: 0.19573422016069975
Position 237: 0.18795629203891837
Position 5173: 0.1285635381700638
Position 5068: 0.12697046359650613
Position 8614: 0.09529969670476587
Position 9391: 0.09213124915669062
Position 4577: 0.08873862525841493
Position 4664: 0.08481669545760194
Position 5041: 0.05252148970832237
Position 338: 0.043854970438250165
Position 2746: 0.04028117492881273
Position 2310: 0.026869352287494336
Position 1351: 0.025777177324930733
Position 3687: 0.02349591897240474
Position 5720: 0.021602915546156152
Position 1579: 0.021207001582731096
Position 4656: 0.018967937484452295
Position 3668: 0.015891750792265787
Position 3872: 0.011387940969944672
Position 8831: 0.009564379505594581
Position 3879: 0.008854603719999387
Position 25: 0.008531404661884356
Position 1081: 0.008404255106318191
Position 993: 0.006754726406236937
Position 5426: 0.006655349637897862
Position 3200: 0.006545334979888727
Position 3845: 0.004754404054865058
Position 9116: 0.004493044250079426
Position 4659: 0.003794676359817335
Position 2766: 0.003723125327118659
Position 4039: 0.0034886981668545997
Position 2772: 0.0033441176303617855
Position 3148: 0.0030539296154706843
Position 8813: 0.0027672302581233893
Position 4929: 0.0026886573767847467
Position 138: 0.002686155847694781
Position 2808: 0.0025048704023105015
Position 4680: 0.0021631269223392645
Position 8474: 0.0021289031862579575
Position 2812: 0.001948741899371914
Position 1982: 0.001846263041023899
Position 3647: 0.001696265895874502
Position 812: 0.0013678423610111346
Position 5277: 0.0012520373574409457
Position 1052: 0.0011829612872449882
Position 2816: 0.001143798949352489
Position 255: 0.0010871741653042234
Position 5186: 0.0009723160388115937
Position 2820: 0.0008320942614714807
Position 2832: 0.0007804507591955377
Position 2824: 0.000735258108691569
Position 9395: 0.0006851127640803594
Position 2484: 0.0006787725007199009
Position 660: 0.0006322647075673635
Position 1466: 0.0006139130319922866
Position 2828: 0.000613504903261519
Position 5107: 0.0005836813745214789
Position 146: 0.0005139047187899263
Position 478: 0.00045095879929961505
Position 3885: 0.0004272690334293192
Position 3883: 0.0004092122842148915
Position 2032: 0.0003835402245283194
Position 3881: 0.00038254694004168815
Position 3000: 0.00037251994976829025
Position 1808: 0.00035543288128105256
Position 2842: 0.00034351011701791174
Position 216: 0.0003330322250271578
Position 3887: 0.0003219689774135722
Position 3985: 0.0003055581647097513
Position 4719: 0.0002797803982945263
Position 2129: 0.00025169928061080784
Position 2096: 0.00023999274556755088
Position 3179: 0.00023802629751040234
Position 4397: 0.00013628243367842718
Position 2786: 0.0001279324515128402
Position 816: 0.00011080971946312599
Position 274: 0.00010526053035270116
Position 426: 9.41885882150838e-05
Position 909: 7.802831844879943e-05
Position 761: 7.127619346820699e-05
Position 4253: 7.112390857566066e-05
Position 2752: 6.310023669784598e-05
Position 1528: 6.181730850164686e-05
Position 355: 5.7354932298340965e-05
Position 99: 5.716909650629866e-05
Position 2432: 5.126748429027742e-05
Position 5769: 5.099254035996644e-05
Position 5815: 2.756668201737866e-05
Position 3693: 8.306413523865883e-06
Position 3565: 5.912539032736174e-06
Position 5045: 4.788884527065673e-06
Position 5: 3.4053438382219644e-06
Position 76: 2.3436723111699446e-06
Position 158: 1.834486820757507e-06
Position 704: 1.7326606416006129e-06
Position 369: 1.5046464094201608e-06
Position 734: 1.3178748159893575e-06
Position 1375: 7.09384163282114e-07
Position 1021: 6.815653146257208e-07
Position 3574: 6.427467230467929e-07
Position 1139: 5.908532480470237e-07
Position 981: 5.894659530874831e-07
Position 737: 4.313405453531305e-07
Position 1122: 3.5498026437367406e-07
Position 1013: 3.387922660284406e-07
Position 518: 3.009069492462963e-07
Position 1860: 1.938141107953207e-07
Position 868: 5.01976233775706e-09
Position 620: 4.296769385036064e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3507: 0.7054406522121096
Position 4170: 0.6027369084516051
Position 4994: 0.3634433332464438
Position 8998: 0.3355504265724408
Position 8578: 0.1985576986624936
Position 5299: 0.18831233252145305
Position 4566: 0.18620005444753548
Position 4146: 0.11732585887737085
Position 9338: 0.10647391780123579
Position 12574: 0.0616435507222642
Position 12104: 0.04996912596372082
Position 2650: 0.047340770183211256
Position 284: 0.03809464021118971
Position 4226: 0.037602633296356866
Position 5140: 0.0374789067729902
Position 9271: 0.03543585444428822
Position 3760: 0.033888075189805085
Position 7267: 0.030378669845714038
Position 12858: 0.028817629819414985
Position 3969: 0.02640099232804243
Position 1252: 0.025787353669333688
Position 2232: 0.024270033451048546
Position 7129: 0.022774980693330896
Position 4503: 0.01898546362415637
Position 4175: 0.018439923024054294
Position 5615: 0.016970334261505106
Position 10985: 0.016866292176746768
Position 5590: 0.016749921048754085
Position 4867: 0.01638818268241272
Position 1487: 0.01485422063284355
Position 14546: 0.014828520948188132
Position 9166: 0.014689167248199077
Position 7887: 0.013878778659620257
Position 8668: 0.013517128529331384
Position 10924: 0.010920977092444049
Position 8722: 0.010566508240963978
Position 10277: 0.01032421611466958
Position 3795: 0.00844455353705463
Position 5260: 0.008199007181985445
Position 9510: 0.007665335073827244
Position 6637: 0.007267701436613224
Position 10921: 0.005701485662650703
Position 4070: 0.005603228769527536
Position 2703: 0.004978720354627916
Position 8785: 0.003968695999736952
Position 5467: 0.003891864447514094
Position 2745: 0.0038821814308140257
Position 3057: 0.0038172995582096154
Position 939: 0.0037796750608204933
Position 6842: 0.003654540228251011
Position 3099: 0.003536857056119318
Position 5242: 0.0033711472902676716
Position 1973: 0.003366240285555529
Position 8367: 0.0033425990524481716
Position 330: 0.003167526173699561
Position 6567: 0.003115202254457154
Position 5697: 0.00268880994986083
Position 5638: 0.002624174674424281
Position 5221: 0.002572382379644084
Position 877: 0.0024909788612862346
Position 4038: 0.0024342160906580083
Position 392: 0.0020718334699132337
Position 10190: 0.0019459599553512095
Position 10018: 0.0019420609237148832
Position 4199: 0.001828355277300952
Position 4084: 0.0017734557618461926
Position 903: 0.001688017984488813
Position 4248: 0.001624334952420439
Position 5998: 0.0015861346792728026
Position 9484: 0.001543165434935362
Position 4751: 0.0015121317553941375
Position 1909: 0.0014447876149910376
Position 2925: 0.0014447814936129342
Position 11197: 0.0014068699366089935
Position 3082: 0.0013815613198562544
Position 4002: 0.0013651528246267346
Position 6961: 0.0011629550578338356
Position 8437: 0.0011383397700304207
Position 6098: 0.0010710098531071515
Position 3723: 0.0009684785186955168
Position 1260: 0.0009667734519443914
Position 4396: 0.000947139939328502
Position 3510: 0.0009468302634204188
Position 362: 0.0009401981138864019
Position 338: 0.0009283222746524634
Position 4511: 0.0008929349093589286
Position 5001: 0.0008460096629435396
Position 2902: 0.000813134726711254
Position 8884: 0.0007825057407714901
Position 1293: 0.0007750802171763711
Position 1118: 0.000707367590883432
Position 4120: 0.0006340144989484812
Position 5719: 0.0005636526793293059
Position 4571: 0.0005453232910922171
Position 7048: 0.00046391761104533374
Position 1999: 0.0004589183152351197
Position 2345: 0.0004503032567703656
Position 2174: 0.00044290986157631193
Position 6173: 0.000441908544903454
Position 3522: 0.00043343463021558746
Position 4891: 0.0004262950566243838
Position 4601: 0.0004190252724312575
Position 7462: 0.0003928885550882723
Position 7495: 0.00038300037735454853
Position 1423: 0.00035446541198115263
Position 5471: 0.0003334837862470952
Position 2627: 0.00032569080873796284
Position 2560: 0.00031457393456706904
Position 1465: 0.00031011130438096007
Position 3765: 0.0003070554514956587
Position 7602: 0.0003011360673125324
Position 3526: 0.00025962672361007404
Position 3939: 0.0002516826563823997
Position 406: 0.00023286469804544528
Position 3955: 0.00022929803283821746
Position 1016: 0.0002242015428461436
Position 4047: 0.0002092670107373292
Position 154: 0.00019928786462773164
Position 146: 0.000198918135546391
Position 5680: 0.00019500735803466628
Position 5938: 0.00019210100875482168
Position 5810: 0.0001836972187040397
Position 1943: 0.00017071771753559233
Position 782: 0.00016364852015853
Position 5425: 0.00015982861331326813
Position 1710: 0.0001468012512641562
Position 2605: 0.00014270677858811858
Position 2198: 0.00014014805691316576
Position 2425: 0.00013933311740442177
Position 2391: 0.00013881766535356845
Position 4329: 0.00013749653547626486
Position 1690: 0.00012100189598322737
Position 3076: 0.00011548280918720448
Position 2118: 0.00010925077888701723
Position 1571: 9.588911168891588e-05
Position 761: 9.319216834642374e-05
Position 342: 9.020108490929842e-05
Position 311: 8.910691705569577e-05
Position 1719: 8.745239214282023e-05
Position 158: 8.063420188862534e-05
Position 1439: 7.938711897617873e-05
Position 3129: 7.782166393029402e-05
Position 5185: 7.607164720871003e-05
Position 923: 7.575104947541645e-05
Position 3365: 7.33745804875718e-05
Position 2180: 7.268483393174389e-05
Position 2206: 7.117203934972308e-05
Position 4904: 6.660641302195985e-05
Position 1125: 6.526418798436096e-05
Position 724: 6.151401842768799e-05
Position 4371: 5.58444525543379e-05
Position 301: 5.5833137107930816e-05
Position 206: 4.9089299516674026e-05
Position 1307: 4.858907566208765e-05
Position 909: 3.963378222459404e-05
Position 3039: 3.37718763866115e-05
Position 2371: 2.935393609380352e-05
Position 2006: 2.608808867840372e-05
Position 704: 2.357229117873689e-05
Position 4321: 1.974514315374453e-05
Position 4791: 1.8924966965378954e-05
Position 1787: 1.8392728659937095e-05
Position 1361: 1.667587948253642e-05
Position 1700: 1.6628113695731243e-05
Position 823: 1.526243288399085e-05
Position 4272: 1.4774552609448828e-05
Position 4976: 4.349049581632044e-06
Position 3318: 2.342220484018067e-06
Position 747: 1.7151018528585842e-06
Position 2400: 1.6142192716136687e-06
Position 3632: 1.4166473194318836e-06
Position 2176: 1.2459382657595082e-06
Position 1080: 1.1013172625193145e-06
