Gene = Slbp
index = 977
Annotated 5SS: [  380   612  2832  6565  7075  8838 10674]
Annotated 3SS: [  494  2726  6504  6936  8687 10591 11645]
SMsplice 5SS: [ 380  612 2832 6565 7075]
SMsplice 3SS: [  494  2726  6504  6936 11645]
top_k =  1000
Partition function (log Z): 6.8456202482218265

Sorted 5' Splice Sites (High to Low Probability):
Position 612: 0.9782586397402666
Position 7075: 0.9763792455660555
Position 380: 0.9395444458622164
Position 6565: 0.9330267109656948
Position 2832: 0.8190472773790167
Position 8782: 0.20878469705368202
Position 8838: 0.2084150042894978
Position 10674: 0.15555206032185703
Position 4488: 0.13378232079804406
Position 156: 0.13069240222513784
Position 4750: 0.06617114051019132
Position 6832: 0.06595872054950407
Position 11411: 0.05998386955562821
Position 2907: 0.05021849762072986
Position 10867: 0.04363188759696465
Position 5948: 0.043191828513229745
Position 3128: 0.030920648182941442
Position 2160: 0.026341737261598858
Position 3175: 0.025060634866679202
Position 1667: 0.024039231600467444
Position 425: 0.022034617246803674
Position 7067: 0.02154050080150154
Position 637: 0.01987862432058536
Position 8822: 0.018085844702968066
Position 7660: 0.017218486305121416
Position 5931: 0.013488161214281742
Position 7944: 0.01264598254227613
Position 10750: 0.012241064620269993
Position 6793: 0.011677771762439301
Position 10558: 0.011025348132204295
Position 9341: 0.010650754152070124
Position 8872: 0.01051800751580186
Position 10170: 0.009934267603465117
Position 112: 0.009848285013114966
Position 2523: 0.006208408138120859
Position 945: 0.005721585658057863
Position 10209: 0.005389215755493785
Position 1583: 0.005080141105855827
Position 1887: 0.004829105944857132
Position 3361: 0.004599971883295098
Position 11261: 0.00436884077891392
Position 1682: 0.003962065215030912
Position 4193: 0.00347816419540834
Position 2575: 0.003253341278086416
Position 3490: 0.0032478598779138177
Position 373: 0.003233095501211491
Position 6631: 0.0027938655638428084
Position 1710: 0.0025570927642085592
Position 2539: 0.0025388656880293483
Position 7293: 0.0024501033882454912
Position 8210: 0.0023050159825139392
Position 3612: 0.002169053178545389
Position 11623: 0.0020364271880216
Position 2486: 0.0017856771809021167
Position 8592: 0.0016684887406750839
Position 4700: 0.0015220118694449047
Position 11909: 0.0014912957102724736
Position 2129: 0.0014380423762305838
Position 6262: 0.0013987318233873694
Position 6848: 0.0013619659443481805
Position 11071: 0.0013362004613962676
Position 8739: 0.001252681749522226
Position 8751: 0.001231910070642881
Position 9528: 0.0011800542026654034
Position 10436: 0.0010783623681549761
Position 7379: 0.0010276461772746816
Position 7940: 0.0010194376152018042
Position 5909: 0.0010152147434818245
Position 7454: 0.0008707390471858423
Position 12098: 0.0008637804115032139
Position 3397: 0.0007700988538298055
Position 817: 0.0007681041015428301
Position 1216: 0.0007511616725663893
Position 3401: 0.0007256247481865571
Position 845: 0.000652938998412905
Position 9079: 0.0006473178024555114
Position 3399: 0.0006228887918214933
Position 370: 0.0006062314358665423
Position 2372: 0.0006058621172583021
Position 9617: 0.0005704128022841864
Position 3403: 0.0005625466209190279
Position 1769: 0.0004816317293195963
Position 6755: 0.00047647438855390715
Position 10678: 0.000464679693212293
Position 2229: 0.00043955576916408757
Position 3344: 0.00042944467745936727
Position 6465: 0.00042729340575230646
Position 7503: 0.0004259790505295133
Position 5668: 0.00042575539580828024
Position 3395: 0.00041181520765818877
