Gene = Gsap
index = 522
Annotated 5SS: [   171   8188   9813  21022  21353  31190  35007  36151  40060  40545
  41779  42958  56594  60712  64545  64868  67151  67753  71635  83742
  84326  84960  86755  91852  94778  95314 101508 102361 103602 103856]
Annotated 3SS: [  8110   9755  20951  21298  31100  34936  36100  39954  40484  41734
  42871  56515  60609  64451  64649  67080  67669  71580  83612  84266
  84927  86692  91755  94706  95218 101387 102298 103499 103755 104248]
SMsplice 5SS: [   171   8188  21022  21353  27950  31190  35007  39487  40060  42958
  44962  49010  60548  64545  64868  67151  67753  71714  83742  84326
  86755  91852  93293  95314  96373 101508 102361 103602 103856]
SMsplice 3SS: [  8110  20951  21228  27866  31100  34936  39273  39954  42871  44759
  48887  60423  64451  64649  67080  67669  71580  83612  84266  86692
  91755  93168  95218  96259 101387 102298 103499 103755 105043]
top_k =  1000
Partition function (log Z): -47.89938558838602

Sorted 5' Splice Sites (High to Low Probability):
Position 8188: 0.979365451036808
Position 171: 0.7927737450800874
Position 5757: 0.35508113333801267
Position 1600: 0.31693926932380767
Position 841: 0.25063140073806955
Position 1620: 0.2464801759801089
Position 7162: 0.23092954645118532
Position 7022: 0.19021412904216983
Position 9813: 0.1728513801809323
Position 5671: 0.13913271959404547
Position 21022: 0.12774134048486638
Position 21353: 0.09408877711216064
Position 13524: 0.0842335292552088
Position 5598: 0.08017116124553715
Position 1372: 0.06640584399447812
Position 1177: 0.0645092230338307
Position 7123: 0.05450856696973267
Position 1301: 0.03746770902582621
Position 880: 0.03639177319893993
Position 1540: 0.03078832471520059
Position 5637: 0.028127003190442233
Position 7999: 0.025891027919542134
Position 1580: 0.023928511226934387
Position 7166: 0.023032181779623392
Position 1132: 0.021918475260675148
Position 1229: 0.021406953944190423
Position 1727: 0.014743279494517928
Position 13305: 0.013627106451200202
Position 650: 0.011761268326556369
Position 184: 0.011491561297682558
Position 3645: 0.011164020222571914
Position 7059: 0.010454639986564311
Position 8978: 0.00943018631098918
Position 1156: 0.00937111313267218
Position 5425: 0.009267924340768403
Position 13415: 0.008769306939606512
Position 4447: 0.008491659467267772
Position 6980: 0.008468720281906495
Position 7561: 0.007761435739548061
Position 1182: 0.007020529859249042
Position 9328: 0.0069510814112155464
Position 1259: 0.006112679997411529
Position 13273: 0.005746366354483869
Position 4153: 0.005629400835404522
Position 1714: 0.00459195227018664
Position 4220: 0.004494459639758893
Position 2613: 0.004352374223883289
