Gene = Gatb
index = 423
Annotated 5SS: [  201  1896 27855 30461 31019 37347 39429 42541 44895 62939 70930 78297]
Annotated 3SS: [ 1744 27740 30261 30895 37232 39343 42495 44704 62804 70850 78161 79604]
SMsplice 5SS: [  513  1896  7719 16802 17398 17664 19642 27855 30461 31019 32185 37347
 39429 42541 44895 47066 62939]
SMsplice 3SS: [ 1744  7646 16659 17326 17498 19483 27740 30334 30895 32072 37232 39343
 42495 44704 46946 62804 78161]
top_k =  1000
Partition function (log Z): -22.09336246890482

Sorted 5' Splice Sites (High to Low Probability):
Position 1896: 0.9792089776670904
Position 27855: 0.974681514064937
Position 44895: 0.9430979092494474
Position 37347: 0.9097553312070863
Position 17664: 0.8749842559238286
Position 17398: 0.7987164312677881
Position 42541: 0.787826064111929
Position 31019: 0.7836803829854593
Position 32185: 0.6777779388865087
Position 24274: 0.6470504862653536
Position 39429: 0.6350681804234185
Position 30461: 0.6071465169447284
Position 23494: 0.5687629786648983
Position 8892: 0.5216930576598955
Position 47066: 0.511274367307131
Position 7719: 0.48247291514499535
Position 19642: 0.4678336881041817
Position 16802: 0.4365190722931968
Position 513: 0.39211545383428653
Position 9991: 0.3769130191349754
Position 12059: 0.32792812209649314
Position 201: 0.3243225810894484
Position 16806: 0.3111225137110743
Position 9407: 0.296569372806386
Position 7771: 0.28059367616149333
Position 12742: 0.27780827171386857
Position 15989: 0.2253011525839078
Position 19616: 0.2248227879389383
Position 23345: 0.2189701013939443
Position 22790: 0.19972476457660407
Position 16779: 0.19789352750804834
Position 13005: 0.19288363374095846
Position 15233: 0.1910027236314502
Position 19484: 0.17866728700252849
Position 10976: 0.17399332241006948
Position 11584: 0.17039323566281175
Position 18921: 0.14834790595286015
Position 21419: 0.12498253115146693
Position 17403: 0.11643231589730887
Position 3639: 0.09683074068077442
Position 10125: 0.09182814390618606
Position 37304: 0.08934735945365933
Position 6524: 0.08759157440311419
Position 20925: 0.08219802908986419
Position 9710: 0.08026595279814397
Position 9449: 0.07539881771293254
Position 389: 0.0743451315897618
Position 17698: 0.07338784853183809
Position 3651: 0.06668213789608114
Position 22610: 0.06523553389493231
Position 8916: 0.05287562574725273
Position 7752: 0.051990212221231284
Position 6931: 0.04781140472188829
Position 1235: 0.04271703622070512
Position 23567: 0.033328094952676336
Position 8826: 0.030446193359116663
Position 732: 0.02875211961681289
Position 45530: 0.026465278776784822
Position 408: 0.026387270642219095
Position 19417: 0.026146362125698066
Position 4092: 0.024432615433237773
Position 10443: 0.020408518319938507
Position 9403: 0.017488111941644298
Position 18824: 0.01573251725274894
Position 278: 0.014469443913165155
Position 1589: 0.013983286265333808
Position 3150: 0.01343972343755921
Position 8543: 0.011339372046655288
Position 18708: 0.011150683909845114
Position 600: 0.010126486704378298
Position 11096: 0.009369180540652078
Position 4087: 0.009321399833379415
Position 7765: 0.008608731420361171
Position 3899: 0.008138120953355608
Position 817: 0.008031563610678449
Position 152: 0.007117352859675502
Position 9749: 0.006576328983126748
Position 4058: 0.006494860794021076
Position 237: 0.006476489596881904
Position 16868: 0.006287688029413327
Position 2182: 0.005487954945852509
Position 107: 0.0051831433849764234
Position 284: 0.005136073193774496
Position 17385: 0.005035680656553384
Position 299: 0.004891636409233948
Position 1901: 0.004678988571960228
Position 489: 0.004524377430936743
Position 8332: 0.004404045983701561
Position 416: 0.004317517766165347
Position 214: 0.004291097952110742
Position 226: 0.0038611651968117706
Position 286: 0.0038564746762896006
Position 426: 0.003690158554845489
Position 157: 0.003689987172546991
Position 296: 0.0035759574634855523
Position 19941: 0.0035709240048514973
Position 92: 0.003178018232087029
Position 517: 0.0031768180306652695
Position 3162: 0.002848557438486458
Position 11530: 0.002762570869475658
Position 7673: 0.002682903284610483
Position 18665: 0.0026421900928065645
Position 19098: 0.0024998541282588056
Position 747: 0.0024618944777547915
Position 17668: 0.0024057896773964703
Position 1267: 0.0024035075837025434
Position 5018: 0.0023224353421156486
Position 17570: 0.0021448991892612465
Position 9665: 0.002124407716678682
Position 50: 0.0021030588361648133
Position 5001: 0.001990043449474407
Position 22343: 0.001807084724765885
Position 736: 0.0018019439695853396
Position 17391: 0.0017378809359274187
Position 6143: 0.0016920911778032796
Position 6862: 0.0015639552566820692
Position 4002: 0.0014386553681638254
Position 6902: 0.0014113966194706563
Position 1404: 0.0013458216383330159
Position 484: 0.0013431026456947757
Position 5196: 0.0012486367906600862
Position 21123: 0.0012234509203584432
Position 4399: 0.0012234487443361164
Position 19597: 0.0010781265945668786
Position 1337: 0.0009272133404408682
Position 6662: 0.0009174532728234438
Position 18440: 0.0008475378034160791
Position 19124: 0.0008188651567847011
Position 9962: 0.0008170677950177812
Position 18013: 0.0007565942958707371
Position 1201: 0.0007499118700697478
Position 672: 0.0006741599180628391
Position 23666: 0.0006544688689606447
Position 17703: 0.0006381466137407646
Position 17610: 0.0005961163400491825
Position 724: 0.0005520566267427152
Position 19090: 0.00054939674653234
Position 308: 0.0005436370156301972
Position 17784: 0.0004959460909189277
Position 10165: 0.0004877372517094447
Position 18621: 0.00043227069174865977
Position 721: 0.0004037546334531471
Position 18004: 0.00028972536510158564
Position 17432: 0.0002746393803086306
Position 1394: 0.0002604035926355322
Position 306: 0.0001849403229721914
Position 574: 0.0001841155282112891
Position 577: 0.00015692489481418105
Position 1225: 0.00013651340021713704
Position 381: 0.00013349363024308975
Position 17715: 0.00013178223236382926
Position 641: 0.00010723098761038304
Position 861: 0.0001018501560784189
Position 482: 8.679953904974067e-05
Position 439: 7.377126791386474e-05
Position 1322: 6.880320125465034e-05
Position 533: 6.81182513195643e-05
Position 1371: 6.544858419361555e-05
Position 1129: 6.24820032974736e-05
Position 609: 6.175292546362579e-05
Position 1292: 5.8287938901402446e-05
Position 801: 5.2550466640400234e-05
Position 3081: 4.9852164722399684e-05
Position 2382: 4.9336465343229794e-05
Position 811: 4.890338423739531e-05
Position 1350: 4.712160272069263e-05
Position 2438: 3.485533596810153e-05
Position 1512: 3.0916364656529995e-05
Position 3578: 2.2388660620196235e-05
Position 3067: 2.1110379230960815e-05
Position 3365: 1.773764105663893e-05
Position 3348: 1.6561936230436973e-05
Position 2455: 1.6298311484930614e-05
Position 30768: 1.5513715136976745e-05
Position 2305: 1.4710452963194493e-05
Position 3179: 1.383998849345116e-05
Position 3631: 1.2956480389405092e-05
Position 3850: 1.1871792443617093e-05
Position 2254: 1.1661134626054027e-05
Position 31267: 1.0357382562205292e-05
Position 3727: 9.75766289146437e-06
Position 3821: 9.68976763246847e-06
Position 1827: 8.388449152131801e-06
Position 3468: 4.427640396744435e-06
Position 2282: 3.63637714311268e-06
Position 3190: 3.4343403803261787e-06
Position 24871: 3.1758621522978908e-06
Position 23907: 1.7922887037505821e-06
Position 231: 1.3176330554359743e-06
Position 1857: 1.1733865733207665e-06
Position 2956: 1.0319485307779406e-06
Position 3086: 9.043152139469388e-07
Position 3052: 7.393946819911134e-07
Position 3133: 5.347603404776025e-07
Position 2300: 5.125494587782284e-07
Position 2664: 4.823613829120636e-07
Position 2877: 4.7643178724805297e-07
Position 436: 5.287413677664063e-08
Position 676: 4.920746769982054e-09
Position 630: 3.6606780404930395e-09
Position 653: 2.583118985165543e-09
Position 633: 2.262340280898503e-09
Position 19639: 2.1059044283922934e-09
Position 1185: 4.081912277327315e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 37232: 0.9993138488168849
Position 27740: 0.9746815140649376
Position 1744: 0.92072725066707
Position 17326: 0.919931814737951
Position 17498: 0.9177340519361318
Position 44704: 0.8509580971914383
Position 7646: 0.8062376241927958
Position 42495: 0.7946218432086272
Position 30895: 0.7837325128185201
Position 19483: 0.693009543418193
Position 32072: 0.6648144587723356
Position 39343: 0.6358165423263265
Position 16659: 0.5584385039677783
Position 23372: 0.5372136431454524
Position 46946: 0.5336939149268132
Position 8742: 0.4832665597375317
Position 30334: 0.44833165096706434
Position 16711: 0.39338429757395565
Position 12018: 0.32792812209649347
Position 23953: 0.32654055615328226
Position 9844: 0.3184955623792362
Position 12638: 0.28923594624302956
Position 23176: 0.23215991811095973
Position 15812: 0.22530115258390732
Position 19348: 0.20305843297043777
Position 15144: 0.19100272363145016
Position 23877: 0.19094664838735298
Position 12851: 0.18145595921179758
Position 10916: 0.18011238141054786
Position 9292: 0.1668612914503649
Position 30261: 0.15881735881720951
Position 22658: 0.15351642889608588
Position 11399: 0.15160214084050452
Position 9271: 0.14025998414774887
Position 24210: 0.12964871779122566
Position 44736: 0.12410110191422612
Position 18769: 0.1197640377300105
Position 47994: 0.11454553636735576
Position 47705: 0.09452672845286554
Position 47208: 0.08830222803775371
Position 21280: 0.08223439715397132
Position 9340: 0.07998289731446935
Position 9618: 0.07925143434720487
